0	1.093704936	0	0.06144730856	0	0.2600171077	-0
0.005	1.093704947	0.000159275077	0.06144723323	3.300842908e-05	0.2600168333	-0.0002459588511
0.01	1.093704977	0.0003185498178	0.06144700723	6.601715801e-05	0.2600160102	-0.0004919168556
0.015	1.093705027	0.0004778238863	0.06144663058	9.902648665e-05	0.2600146383	-0.000737873167
0.02	1.093705098	0.0006370969464	0.06144610326	0.0001320367148	0.2600127176	-0.0009838269386
0.025	1.093705189	0.0007963686619	0.06144542528	0.0001650481424	0.2600102482	-0.001229777324
0.03	1.0937053	0.0009556386967	0.06144459664	0.0001980610692	0.2600072301	-0.001475723476
0.035	1.093705432	0.001114906715	0.06144361735	0.000231075795	0.2600036632	-0.001721664549
0.04	1.093705584	0.00127417238	0.06144248741	0.0002640926196	0.2599995477	-0.001967599697
0.045	1.093705755	0.001433435356	0.06144120682	0.0002971118427	0.2599948834	-0.002213528072
0.05	1.093705948	0.001592695306	0.06143977559	0.0003301337641	0.2599896705	-0.002459448828
0.055	1.09370616	0.001751951896	0.06143819372	0.0003631586835	0.259983909	-0.00270536112
0.06	1.093706392	0.001911204788	0.06143646122	0.0003961869005	0.2599775989	-0.0029512641
0.065	1.093706645	0.002070453647	0.06143457809	0.0004292187147	0.2599707401	-0.003197156923
0.07	1.093706918	0.002229698137	0.06143254434	0.0004622544258	0.2599633328	-0.003443038742
0.075	1.093707212	0.002388937921	0.06143035998	0.0004952943333	0.259955377	-0.003688908711
0.08	1.093707525	0.002548172664	0.06142802502	0.0005283387366	0.2599468727	-0.003934765985
0.085	1.093707859	0.002707402029	0.06142553946	0.0005613879352	0.2599378199	-0.004180609718
0.09	1.093708213	0.002866625681	0.0614229033	0.0005944422285	0.2599282188	-0.004426439063
0.095	1.093708587	0.003025843284	0.06142011657	0.0006275019157	0.2599180693	-0.004672253175
0.1	1.093708982	0.003185054502	0.06141717927	0.0006605672962	0.2599073714	-0.004918051208
0.105	1.093709396	0.003344258999	0.06141409141	0.0006936386691	0.2598961253	-0.005163832317
0.11	1.093709831	0.003503456439	0.061410853	0.0007267163335	0.259884331	-0.005409595657
0.115	1.093710287	0.003662646487	0.06140746405	0.0007598005885	0.2598719884	-0.005655340381
0.12	1.093710762	0.003821828806	0.06140392457	0.0007928917331	0.2598590978	-0.005901065646
0.125	1.093711258	0.003981003061	0.06140023458	0.000825990066	0.2598456591	-0.006146770606
0.13	1.093711774	0.004140168916	0.06139639409	0.0008590958862	0.2598316725	-0.006392454416
0.135	1.093712311	0.004299326036	0.06139240311	0.0008922094923	0.2598171378	-0.006638116232
0.14	1.093712867	0.004458474085	0.06138826165	0.0009253311829	0.2598020554	-0.006883755208
0.145	1.093713444	0.004617612727	0.06138396974	0.0009584612566	0.2597864251	-0.007129370501
0.15	1.093714041	0.004776741627	0.06137952738	0.0009916000118	0.2597702471	-0.007374961266
0.155	1.093714659	0.004935860449	0.06137493458	0.001024747747	0.2597535214	-0.00762052666
0.16	1.093715297	0.005094968858	0.06137019138	0.00105790476	0.2597362481	-0.007866065837
0.165	1.093715955	0.005254066518	0.06136529777	0.001091071349	0.2597184274	-0.008111577956
0.17	1.093716634	0.005413153095	0.06136025378	0.001124247812	0.2597000592	-0.008357062171
0.175	1.093717332	0.005572228252	0.06135505943	0.001157434448	0.2596811436	-0.008602517639
0.18	1.093718052	0.005731291655	0.06134971474	0.001190631553	0.2596616808	-0.008847943518
0.185	1.093718791	0.005890342969	0.06134421971	0.001223839425	0.2596416709	-0.009093338965
0.19	1.093719551	0.006049381857	0.06133857438	0.001257058363	0.2596211138	-0.009338703136
0.195	1.093720331	0.006208407986	0.06133277875	0.001290288663	0.2596000098	-0.009584035189
0.2	1.093721132	0.00636742102	0.06132683286	0.001323530622	0.2595783588	-0.009829334283
0.205	1.093721953	0.006526420624	0.06132073672	0.001356784538	0.2595561611	-0.01007459957
0.21	1.093722794	0.006685406463	0.06131449035	0.001390050707	0.2595334166	-0.01031983022
0.215	1.093723656	0.006844378202	0.06130809377	0.001423329427	0.2595101256	-0.01056502538
0.22	1.093724538	0.007003335507	0.06130154701	0.001456620995	0.259486288	-0.01081018422
0.225	1.09372544	0.007162278042	0.06129485008	0.001489925705	0.2594619041	-0.01105530588
0.23	1.093726363	0.007321205474	0.06128800302	0.001523243856	0.2594369738	-0.01130038954
0.235	1.093727306	0.007480117467	0.06128100584	0.001556575743	0.2594114974	-0.01154543434
0.24	1.09372827	0.007639013688	0.06127385857	0.001589921662	0.259385475	-0.01179043946
0.245	1.093729254	0.007797893801	0.06126656123	0.00162328191	0.2593589066	-0.01203540405
0.25	1.093730259	0.007956757472	0.06125911385	0.001656656781	0.2593317924	-0.01228032726
0.255	1.093731284	0.008115604367	0.06125151646	0.001690046572	0.2593041325	-0.01252520827
0.26	1.093732329	0.008274434151	0.06124376907	0.001723451578	0.259275927	-0.01277004622
0.265	1.093733395	0.008433246492	0.06123587172	0.001756872093	0.259247176	-0.01301484029
0.27	1.093734482	0.008592041053	0.06122782443	0.001790308414	0.2592178798	-0.01325958964
0.275	1.093735588	0.008750817502	0.06121962724	0.001823760834	0.2591880383	-0.01350429341
0.28	1.093736716	0.008909575504	0.06121128016	0.001857229649	0.2591576518	-0.01374895079
0.285	1.093737864	0.009068314726	0.06120278323	0.001890715153	0.2591267204	-0.01399356092
0.29	1.093739032	0.009227034834	0.06119413648	0.00192421764	0.2590952442	-0.01423812298
0.295	1.093740221	0.009385735494	0.06118533994	0.001957737404	0.2590632233	-0.01448263612
