# # # epoch (MJD), epoch (seconds TDB), x [km], y [km], z [km], vx [km/s], vy [km/s], vz [km/s]
60399.620000,765082368.016472,-135856.016664,-323920.899961,-172436.589674,0.955839,-0.254142,-0.164707
60399.640000,765084095.997887,-134203.009290,-324356.780033,-172719.457628,0.957381,-0.250353,-0.162689
60399.660000,765085823.975826,-132547.357708,-324786.105320,-172998.833953,0.958904,-0.246557,-0.160666
60399.680000,765087552.003090,-130889.042500,-325208.875676,-173274.719101,0.960409,-0.242752,-0.158639
60399.700000,765089279.965935,-129228.204214,-325625.050462,-173547.087065,0.961896,-0.238941,-0.156607
60399.720000,765091007.999749,-127564.744162,-326034.649459,-173815.951332,0.963365,-0.235122,-0.154571
60399.740000,765092735.957109,-125898.835811,-326437.625072,-174081.281202,0.964815,-0.231295,-0.152531
60399.760000,765094464.009448,-124230.345473,-326834.004597,-174343.095218,0.966247,-0.227462,-0.150485
60399.780000,765096191.971418,-122559.483812,-327223.733028,-174601.357616,0.967660,-0.223622,-0.148436
60399.800000,765097920.020524,-120886.111005,-327606.838060,-174856.087328,0.969056,-0.219773,-0.146382
60399.820000,765099647.986451,-119210.423859,-327983.269656,-175107.251676,0.970432,-0.215919,-0.144323
60399.840000,765101375.964261,-117532.362317,-328353.036800,-175354.857209,0.971790,-0.212057,-0.142260
60399.860000,765103103.977105,-115851.935868,-328716.132157,-175598.899660,0.973130,-0.208188,-0.140193
60399.880000,765104832.040706,-114169.161199,-329072.546595,-175839.373598,0.974451,-0.204313,-0.138122
60399.900000,765106559.977166,-112484.243940,-329422.232069,-176076.247183,0.975753,-0.200430,-0.136046
60399.920000,765108287.974091,-110797.033609,-329765.215230,-176309.539076,0.977037,-0.196541,-0.133967
60399.940000,765110016.022884,-109107.570790,-330101.482123,-176539.240552,0.978302,-0.192645,-0.131883
60399.960000,765111743.958407,-107416.049551,-330430.989524,-176765.322719,0.979548,-0.188743,-0.129795
60399.980000,765113472.003872,-105722.283971,-330753.768638,-176987.807694,0.980775,-0.184834,-0.127703
60400.000000,765115199.992210,-104026.470366,-331069.776701,-177206.666771,0.981982,-0.180918,-0.125607
60400.020000,765116928.007639,-102328.558894,-331379.018167,-177421.903745,0.983171,-0.176997,-0.123507
60400.040000,765118655.996231,-100628.635376,-331681.472361,-177633.504988,0.984343,-0.173068,-0.121403
60400.060000,765120383.979335,-98926.711786,-331977.132317,-177841.466369,0.985493,-0.169134,-0.119295
60400.080000,765122112.021824,-97222.757129,-332265.998009,-178045.788731,0.986625,-0.165193,-0.117183
60400.100000,765123839.987951,-95516.938371,-332548.036174,-178246.449345,0.987738,-0.161246,-0.115067
60400.120000,765125567.973915,-93809.193811,-332823.252303,-178443.452901,0.988831,-0.157293,-0.112947
60400.140000,765127295.997046,-92099.539467,-333091.638366,-178636.794579,0.989905,-0.153334,-0.110824
60400.160000,765129024.026381,-90388.039237,-333353.178974,-178826.464239,0.990961,-0.149369,-0.108697
60400.180000,765130751.990723,-88674.797139,-333607.853501,-179012.447764,0.991996,-0.145398,-0.106566
60400.200000,765132480.016529,-86959.721290,-333855.670509,-179194.752355,0.993013,-0.141422,-0.104431
60400.220000,765134208.002820,-85242.945450,-334096.605425,-179373.360932,0.994010,-0.137440,-0.102293
60400.240000,765135936.030573,-83524.422813,-334330.659664,-179548.275557,0.994986,-0.133451,-0.100151
60400.260000,765137663.979105,-81804.307192,-334557.807390,-179719.477908,0.995944,-0.129458,-0.098006
60400.280000,765139391.986148,-80082.495315,-334778.057212,-179886.975520,0.996883,-0.125459,-0.095856
60400.300000,765141120.021796,-78359.050748,-334991.395310,-180050.759112,0.997800,-0.121454,-0.093703
60400.320000,765142848.002840,-76634.090485,-335197.802181,-180210.814826,0.998700,-0.117445,-0.091547
60400.340000,765144576.039811,-74907.538234,-335397.281782,-180367.146921,0.999579,-0.113429,-0.089388
60400.360000,765146304.003191,-73179.557553,-335589.810146,-180519.737825,1.000438,-0.109408,-0.087226
60400.380000,765148032.000072,-71450.075600,-335775.390425,-180668.591263,1.001277,-0.105382,-0.085059
60400.400000,765149759.983393,-69719.173731,-335954.008584,-180813.697340,1.002098,-0.101352,-0.082889
60400.420000,765151488.012943,-67986.826377,-336125.661841,-180955.055245,1.002896,-0.097316,-0.080716
60400.440000,765153216.019459,-66253.137374,-336290.334519,-181092.653570,1.003677,-0.093276,-0.078540
60400.460000,765154943.992479,-64518.151800,-336448.017479,-181226.486085,1.004436,-0.089229,-0.076360
60400.480000,765156671.972457,-62781.863650,-336598.706197,-181356.550491,1.005176,-0.085179,-0.074178
60400.500000,765158400.028082,-61044.238467,-336742.397838,-181482.846196,1.005896,-0.081124,-0.071993
60400.520000,765160127.980584,-59305.490784,-336879.069638,-181605.354866,1.006595,-0.077064,-0.069803
60400.540000,765161856.014293,-57565.469948,-337008.728270,-181724.084298,1.007275,-0.073000,-0.067612
60400.560000,765163584.004883,-55824.335992,-337131.356292,-181839.020568,1.007934,-0.068931,-0.065417
60400.580000,765165312.010338,-54082.065480,-337246.950242,-181950.162434,1.008573,-0.064857,-0.063219
60400.600000,765167040.039288,-52338.684697,-337355.502826,-182057.505194,1.009192,-0.060780,-0.061018
60400.620000,765168768.000068,-50594.321273,-337457.001066,-182161.038248,1.009790,-0.056698,-0.058814
60400.640000,765170495.956814,-48848.945698,-337551.441800,-182260.760687,1.010368,-0.052611,-0.056608
60400.660000,765172224.021405,-47102.480123,-337638.823262,-182356.673701,1.010925,-0.048521,-0.054398
60400.680000,765173952.017599,-45355.137952,-337719.129194,-182448.762528,1.011463,-0.044426,-0.052186
60400.700000,765175680.030356,-43606.868704,-337792.356866,-182537.027078,1.011979,-0.040327,-0.049971
60400.720000,765177407.972755,-41857.795819,-337858.496084,-182621.458377,1.012475,-0.036224,-0.047753
60400.740000,765179136.004346,-40107.793314,-337917.546118,-182702.059515,1.012950,-0.032118,-0.045533
60400.760000,765180864.022809,-38357.000350,-337969.496406,-182778.820886,1.013405,-0.028008,-0.043310
60400.780000,765182591.985241,-36605.496113,-338014.339638,-182851.736312,1.013840,-0.023894,-0.041085
60400.800000,765184320.021662,-34853.184536,-338052.072754,-182920.806786,1.014253,-0.019777,-0.038856
60400.820000,765186048.026681,-33100.208268,-338082.686989,-182986.023583,1.014646,-0.015655,-0.036625
60400.840000,765187776.009376,-31346.594005,-338106.176789,-183047.382935,1.015017,-0.011531,-0.034392
60400.860000,765189504.033256,-29592.313225,-338122.536964,-183104.882804,1.015369,-0.007404,-0.032157
60400.880000,765191232.003975,-27837.497717,-338131.760910,-183158.515942,1.015699,-0.003272,-0.029919
60400.900000,765192960.000758,-26082.103110,-338133.843586,-183208.280831,1.016008,0.000863,-0.027679
60400.920000,765194688.003260,-24326.186199,-338128.779231,-183254.172756,1.016297,0.005000,-0.025437
60400.940000,765196416.007614,-22569.787108,-338116.562388,-183296.187635,1.016564,0.009141,-0.023191
60400.960000,765198143.965952,-20812.990777,-338097.188512,-183334.320634,1.016811,0.013284,-0.020945
60400.980000,765199872.003331,-19055.706386,-338070.650831,-183368.570582,1.017036,0.017431,-0.018695
60401.000000,765201600.015574,-17298.076246,-338036.945643,-183398.931518,1.017240,0.021580,-0.016444
60401.020000,765203327.982741,-15540.157123,-337996.068948,-183425.399686,1.017424,0.025733,-0.014191
60401.040000,765205055.994010,-13781.894813,-337948.013945,-183447.972883,1.017586,0.029887,-0.011935
60401.060000,765206783.990596,-12023.385707,-337892.777531,-183466.646749,1.017726,0.034044,-0.009678
60401.080000,765208512.019020,-10264.619106,-337830.353696,-183481.418302,1.017846,0.038204,-0.007419
60401.100000,765210240.031987,-8505.679846,-337760.739770,-183492.283736,1.017944,0.042367,-0.005157
60401.120000,765211968.023533,-6746.610773,-337683.932090,-183499.239866,1.018022,0.046532,-0.002894
60401.140000,765213695.984018,-4987.458533,-337599.927421,-183502.283634,1.018077,0.050698,-0.000629
60401.160000,765215423.988260,-3228.183839,-337508.718189,-183501.412006,1.018112,0.054868,0.001638
60401.180000,765217152.026524,-1468.833544,-337410.300700,-183496.621667,1.018125,0.059039,0.003907
60401.200000,765218880.037723,290.493153,-337304.674833,-183487.909799,1.018116,0.063212,0.006177
60401.220000,765220608.018935,2049.756216,-337191.837718,-183475.273727,1.018086,0.067388,0.008448
60401.240000,765222336.007855,3808.956905,-337071.783718,-183458.710415,1.018035,0.071564,0.010722
60401.260000,765224063.992850,5568.046206,-336944.510494,-183438.217226,1.017962,0.075744,0.012997
60401.280000,765225792.013590,7327.027266,-336810.011931,-183413.790918,1.017868,0.079924,0.015274
60401.300000,765227520.031094,9085.823116,-336668.288021,-183385.429349,1.017752,0.084107,0.017552
60401.320000,765229248.012625,10844.363098,-336519.338978,-183353.130673,1.017614,0.088290,0.019831
60401.340000,765230976.024366,12602.677173,-336363.156584,-183316.891244,1.017454,0.092476,0.022112
60401.360000,765232703.956123,14360.615780,-336199.748710,-183276.711198,1.017273,0.096662,0.024394
60401.380000,765234432.000402,16118.337254,-336029.094663,-183232.583657,1.017071,0.100850,0.026678
60401.400000,765236160.015788,17875.660174,-335851.205783,-183184.509762,1.016846,0.105039,0.028963
60401.420000,765237887.988643,19632.533084,-335666.081953,-183132.488018,1.016600,0.109229,0.031249
60401.440000,765239615.987190,21388.987700,-335473.714158,-183076.514395,1.016332,0.113420,0.033536
60401.460000,765241344.030283,23145.005446,-335274.098177,-183016.586079,1.016042,0.117612,0.035824
60401.480000,765243071.999178,24900.427911,-335067.246398,-182952.705414,1.015730,0.121805,0.038113
60401.500000,765244800.020276,26655.345708,-334853.142461,-182884.866007,1.015397,0.125998,0.040404
60401.520000,765246527.996584,28409.622468,-334631.797116,-182813.069924,1.015041,0.130192,0.042695
60401.540000,765248255.985329,30163.278406,-334403.202167,-182737.313262,1.014663,0.134387,0.044987
60401.560000,765249983.994176,31916.283329,-334167.355479,-182657.594018,1.014263,0.138583,0.047280
60401.580000,765251712.010712,33668.586627,-333924.257809,-182573.911198,1.013842,0.142778,0.049574
60401.600000,765253440.021326,35420.136452,-333673.910440,-182486.264058,1.013398,0.146974,0.051869
60401.620000,765255168.034897,37170.903713,-333416.311669,-182394.650866,1.012933,0.151170,0.054165
60401.640000,765256896.019900,38920.818350,-333151.466029,-182299.072137,1.012445,0.155367,0.056460
60401.660000,765258623.994884,40669.860999,-332879.370766,-182199.525834,1.011935,0.159563,0.058757
60401.680000,765260351.968457,42418.002154,-332600.024617,-182096.010451,1.011403,0.163759,0.061055
60401.700000,765262080.031073,44165.294993,-332313.412555,-181988.519281,1.010849,0.167956,0.063353
60401.720000,765263808.040589,45911.557448,-332019.558242,-181877.060147,1.010273,0.172151,0.065651
60401.740000,765265536.039729,47656.794399,-331718.455284,-181761.629702,1.009675,0.176348,0.067949
60401.760000,765267263.991990,49400.930643,-331410.111034,-181642.229859,1.009054,0.180543,0.070248
60401.780000,765268992.010840,51144.042256,-331094.505899,-181518.852064,1.008411,0.184737,0.072548
60401.800000,765270720.020903,52886.014680,-330771.654220,-181391.500940,1.007745,0.188931,0.074848
60401.820000,765272448.024208,54626.811470,-330441.556824,-181260.175923,1.007058,0.193125,0.077148
60401.840000,765274175.971386,56366.344408,-330104.224788,-181124.880591,1.006348,0.197318,0.079448
60401.860000,765275903.959405,58104.672543,-329759.640677,-180985.607092,1.005616,0.201510,0.081749
60401.880000,765277632.008258,59841.777260,-329407.801473,-180842.353265,1.004861,0.205700,0.084050
60401.900000,765279360.000948,61577.502287,-329048.732680,-180695.128650,1.004084,0.209891,0.086350
60401.920000,765281088.014541,63311.886379,-328682.420412,-180543.926765,1.003285,0.214078,0.088651
60401.940000,765282816.035431,65044.877126,-328308.869428,-180388.748741,1.002464,0.218266,0.090952
60401.960000,765284544.005700,66776.377733,-327928.094740,-180229.600059,1.001619,0.222452,0.093251
60401.980000,765286271.990499,68506.414745,-327540.084598,-180066.475061,1.000753,0.226637,0.095552
60402.000000,765288000.047885,70235.007350,-327144.827960,-179899.368268,0.999863,0.230820,0.097853
60402.020000,765289727.972963,71961.911813,-326742.374772,-179728.300092,0.998951,0.235002,0.100152
60402.040000,765291455.964631,73687.288122,-326332.681989,-179553.251547,0.998018,0.239182,0.102452
60402.060000,765293183.963320,75411.037784,-325915.766304,-179374.228983,0.997061,0.243359,0.104750
60402.080000,765294911.966242,77133.119054,-325491.631504,-179191.233299,0.996082,0.247536,0.107049
60402.100000,765296640.010164,78853.529546,-325060.271668,-179004.261203,0.995080,0.251710,0.109348
60402.120000,765298367.966434,80572.102243,-324621.722717,-178813.327609,0.994055,0.255882,0.111646
60402.140000,765300095.989445,82288.951703,-324175.949267,-178618.416435,0.993009,0.260052,0.113943
60402.160000,765301823.983434,84003.943680,-323722.979670,-178419.539385,0.991939,0.264219,0.116239
60402.180000,765303552.036900,85717.126885,-323262.794559,-178216.687268,0.990846,0.268385,0.118536
60402.200000,765305280.003562,87428.317235,-322795.437239,-178009.878537,0.989732,0.272548,0.120831
60402.220000,765307007.996664,89137.587859,-322320.881823,-177799.101136,0.988595,0.276708,0.123126
60402.240000,765308735.998303,90844.881851,-321839.137542,-177584.358505,0.987435,0.280866,0.125419
60402.260000,765310463.988074,92550.139884,-321350.214783,-177365.654649,0.986252,0.285020,0.127711
60402.280000,765312191.970315,94253.327097,-320854.117323,-177142.990652,0.985046,0.289172,0.130004
60402.300000,765313919.979832,95954.438556,-320350.840075,-176916.363607,0.983818,0.293321,0.132295
60402.320000,765315648.014125,97653.432478,-319840.388633,-176685.775398,0.982567,0.297467,0.134584
60402.340000,765317376.014539,99350.211970,-319322.785755,-176451.235718,0.981294,0.301610,0.136873
60402.360000,765319103.999229,101044.755701,-318798.031865,-176212.744203,0.979998,0.305750,0.139161
60402.380000,765320832.004059,102737.059557,-318266.121755,-175970.297903,0.978679,0.309885,0.141447
60402.400000,765322559.973937,104427.030326,-317727.078361,-175723.906710,0.977337,0.314018,0.143732
60402.420000,765324287.994020,106114.711964,-317180.881084,-175473.560631,0.975972,0.318148,0.146016
60402.440000,765326016.035365,107800.036731,-316627.544846,-175219.265910,0.974585,0.322273,0.148299
60402.460000,765327743.968736,109482.839450,-316067.117988,-174961.044259,0.973175,0.326394,0.150580
60402.480000,765329471.976441,111163.258399,-315499.548161,-174698.871032,0.971742,0.330512,0.152860
60402.500000,765331199.984019,112841.181653,-314924.866107,-174432.759849,0.970286,0.334626,0.155138
60402.520000,765332927.995750,114516.573999,-314343.077288,-174162.712702,0.968808,0.338736,0.157414
60402.540000,765334655.992744,116189.377785,-313754.195249,-173888.735361,0.967307,0.342841,0.159690
60402.560000,765336384.018331,117859.595551,-313158.212420,-173610.823774,0.965783,0.346943,0.161962
60402.580000,765338111.952733,119527.072284,-312555.177927,-173329.000369,0.964237,0.351040,0.164234
60402.600000,765339840.029984,121191.994322,-311945.017400,-173043.229851,0.962667,0.355133,0.166504
60402.620000,765341567.974712,122854.056939,-311327.835804,-172753.560872,0.961074,0.359220,0.168771
60402.640000,765343295.961831,124513.389202,-310703.579205,-172459.967668,0.959459,0.363303,0.171038
60402.660000,765345024.005353,126169.964940,-310072.250107,-172162.450875,0.957822,0.367383,0.173301
60402.680000,765346752.018304,127823.661295,-309433.888420,-171861.028794,0.956160,0.371456,0.175564
60402.700000,765348480.036873,129474.473564,-308788.489449,-171555.698743,0.954477,0.375524,0.177823
60402.720000,765350207.967975,131122.273631,-308136.097156,-171246.481080,0.952771,0.379588,0.180081
60402.740000,765351936.012990,132767.214074,-307476.644217,-170933.343411,0.951042,0.383647,0.182337
60402.760000,765353663.959683,134409.053420,-306810.220554,-170616.327959,0.949290,0.387700,0.184590
60402.780000,765355391.983394,136047.918935,-306136.767906,-170295.406553,0.947516,0.391748,0.186841
60402.800000,765357120.009839,137683.700579,-305456.324159,-169970.596755,0.945718,0.395790,0.189090
60402.820000,765358847.959808,139316.284175,-304768.930509,-169641.917807,0.943897,0.399826,0.191336
60402.840000,765360576.000812,140945.788572,-304074.530007,-169309.342022,0.942054,0.403857,0.193580
60402.860000,765362303.959905,142572.011295,-303373.202033,-168972.906970,0.940189,0.407883,0.195821
60402.880000,765364031.989955,144195.056881,-302664.894739,-168632.587340,0.938300,0.411902,0.198060
60402.900000,765365760.029917,145814.828414,-301949.642965,-168288.399400,0.936389,0.415916,0.200296
60402.920000,765367488.019089,147431.229769,-301227.482576,-167940.359992,0.934454,0.419922,0.202529
60402.940000,765369216.017869,149044.278235,-300498.399238,-167588.461798,0.932498,0.423923,0.204760
60402.960000,765370943.980582,150653.891937,-299762.423238,-167232.719021,0.930518,0.427918,0.206988
60402.980000,765372671.993133,152260.111564,-299019.528955,-166873.118853,0.928515,0.431906,0.209213
60403.000000,765374400.027274,153862.871349,-298269.739312,-166509.671938,0.926490,0.435888,0.211435
60403.020000,765376128.024999,155462.078266,-297513.090961,-166142.395636,0.924442,0.439862,0.213653
60403.040000,765377856.035503,157057.738669,-296749.574110,-165771.284795,0.922372,0.443831,0.215870
60403.060000,765379584.016856,158649.774653,-295979.219137,-165396.353779,0.920278,0.447792,0.218082
60403.080000,765381312.017445,160238.191624,-295202.016503,-165017.597549,0.918163,0.451747,0.220292
60403.100000,765383040.038647,161822.951509,-294417.977460,-164635.021169,0.916024,0.455694,0.222498
60403.120000,765384767.957569,163403.902720,-293627.170613,-164248.657757,0.913863,0.459634,0.224701
60403.140000,765386496.041358,164981.250318,-292829.485818,-163858.453080,0.911679,0.463567,0.226902
60403.160000,765388223.966503,166554.659864,-292025.085063,-163464.485985,0.909472,0.467492,0.229098
60403.180000,765389952.002377,168124.337717,-291213.856128,-163066.701146,0.907243,0.471409,0.231291
60403.200000,765391679.980353,169690.091450,-290395.890922,-162665.143227,0.904991,0.475319,0.233480
60403.220000,765393408.007483,171251.979050,-289571.152077,-162259.793504,0.902717,0.479223,0.235666
60403.240000,765395136.002473,172809.887967,-288739.691734,-161850.677225,0.900420,0.483117,0.237848
60403.260000,765396863.996080,174363.807064,-287901.508921,-161437.793547,0.898101,0.487004,0.240027
60403.280000,765398591.995129,175913.703511,-287056.614121,-161021.147265,0.895758,0.490883,0.242202
60403.300000,765400320.034411,177459.569434,-286205.004058,-160600.736380,0.893394,0.494753,0.244373
60403.320000,765402047.992604,179001.257563,-285346.752950,-160176.597180,0.891007,0.498615,0.246540
60403.340000,765403776.034457,180538.876023,-284481.793334,-159748.695964,0.888597,0.502470,0.248703
60403.360000,765405503.973033,182072.219737,-283610.233461,-159317.085932,0.886165,0.506314,0.250862
60403.380000,765407232.055563,183601.469169,-282731.963150,-158881.712155,0.883711,0.510151,0.253017
60403.400000,765408959.987221,185126.324701,-281847.147226,-158442.655984,0.881234,0.513980,0.255169
60403.420000,765410688.000329,186646.952930,-280955.682277,-157999.865785,0.878735,0.517799,0.257316
60403.440000,765412416.009572,188163.239798,-280057.627144,-157553.370404,0.876214,0.521609,0.259458
60403.460000,765414143.983475,189675.119251,-279153.013963,-157103.185493,0.873670,0.525411,0.261596
60403.480000,765415872.043130,191182.658478,-278241.794754,-156649.286813,0.871104,0.529203,0.263731
60403.500000,765417600.035699,192685.685532,-277324.065878,-156191.722015,0.868515,0.532986,0.265860
60403.520000,765419327.978947,194184.177852,-276399.834655,-155730.494459,0.865905,0.536760,0.267985
60403.540000,765421056.009845,195678.215634,-275469.043868,-155265.575241,0.863272,0.540524,0.270105
60403.560000,765422783.990856,197167.641447,-274531.783855,-154797.009140,0.860616,0.544279,0.272221
60403.580000,765424511.974842,198652.462700,-273588.042848,-154324.789960,0.857939,0.548023,0.274333
60403.600000,765426240.029081,200132.698649,-272637.800561,-153848.907199,0.855239,0.551758,0.276439
60403.620000,765427968.011374,201608.189254,-271681.152198,-153369.408213,0.852518,0.555483,0.278541
60403.640000,765429695.968077,203078.936333,-270718.089887,-152886.288767,0.849775,0.559199,0.280638
60403.660000,765431424.034261,204545.016396,-269748.555296,-152399.519252,0.847008,0.562903,0.282730
60403.680000,765433151.979864,206006.196247,-268772.695165,-151909.173031,0.844222,0.566598,0.284817
60403.700000,765434879.991271,207462.595715,-267790.422317,-151415.205999,0.841411,0.570283,0.286899
60403.720000,765436607.982806,208914.104472,-266801.803212,-150917.651255,0.838580,0.573956,0.288976
60403.740000,765438335.996514,210360.719948,-265806.831954,-150416.505518,0.835726,0.577619,0.291048
60403.760000,765440063.950338,211802.335792,-264805.574371,-149911.801652,0.832851,0.581273,0.293115
60403.780000,765441791.983428,213239.030263,-263797.968286,-149403.508003,0.829954,0.584915,0.295176
60403.800000,765443519.995459,214670.682013,-262784.090643,-148891.663065,0.827035,0.588545,0.297232
60403.820000,765445248.031313,216097.290592,-261763.934036,-148376.262795,0.824094,0.592165,0.299282
60403.840000,765446976.016520,217518.757088,-260737.561720,-147857.338864,0.821132,0.595774,0.301328
60403.860000,765448703.991755,218935.077746,-259704.969181,-147334.888712,0.818148,0.599371,0.303368
60403.880000,765450431.961927,220346.219255,-258666.173105,-146808.920495,0.815142,0.602958,0.305401
60403.900000,765452160.023970,221752.223044,-257621.134458,-146279.414126,0.812115,0.606532,0.307430
60403.920000,765453888.026593,223152.928597,-256569.964462,-145746.425662,0.809066,0.610096,0.309453
60403.940000,765455616.020168,224548.339886,-255512.652953,-145209.949682,0.805996,0.613647,0.311470
60403.960000,765457344.016642,225938.429471,-254449.212945,-144669.992508,0.802904,0.617187,0.313481
60403.980000,765459071.968624,227323.122357,-253379.694272,-144126.579170,0.799791,0.620714,0.315486
60404.000000,765460800.001862,228702.482227,-252304.039626,-143579.680260,0.796656,0.624231,0.317486
60404.020000,765462528.016915,230076.392514,-251222.331421,-143029.337380,0.793500,0.627734,0.319479
60404.040000,765464256.027042,231444.827082,-250134.582544,-142475.556817,0.790323,0.631225,0.321466
60404.060000,765465984.023449,232807.742340,-249040.819864,-141918.351980,0.787124,0.634704,0.323447
60404.080000,765467711.962680,234165.067754,-247941.092729,-141357.747759,0.783905,0.638170,0.325422
60404.100000,765469439.989084,235516.880017,-246835.330734,-140793.707983,0.780664,0.641624,0.327391
60404.120000,765471168.030087,236863.085399,-245723.601595,-140226.266890,0.777403,0.645066,0.329353
60404.140000,765472895.983881,238203.568605,-244605.993233,-139655.469113,0.774120,0.648495,0.331309
60404.160000,765474624.017866,239538.423267,-243482.419616,-139081.270451,0.770816,0.651910,0.333258
60404.180000,765476351.985925,240867.500262,-242352.998076,-138503.730597,0.767492,0.655313,0.335201
60404.200000,765478080.032365,242190.874440,-241217.656814,-137922.812570,0.764147,0.658702,0.337138
60404.220000,765479807.986973,243508.379537,-240076.530521,-137338.585032,0.760780,0.662079,0.339068
60404.240000,765481536.006994,244820.099693,-238929.538463,-136751.006398,0.757394,0.665441,0.340991
60404.260000,765483263.981919,246125.915131,-237776.777055,-136160.125800,0.753986,0.668791,0.342908
60404.280000,765484992.036030,247425.883905,-236618.186569,-135565.912354,0.750557,0.672127,0.344817
60404.300000,765486719.970682,248719.821206,-235453.923941,-134968.446313,0.747109,0.675449,0.346720
60404.320000,765488448.002452,250007.853850,-234283.867099,-134367.664788,0.743639,0.678757,0.348616
60404.340000,765490175.960770,251289.819170,-233108.155323,-133763.639037,0.740150,0.682052,0.350504
60404.360000,765491904.004530,252565.799747,-231926.704586,-133156.325640,0.736639,0.685332,0.352386
60404.380000,765493631.996551,253835.658947,-230739.632830,-132545.784971,0.733109,0.688598,0.354261
60404.400000,765495359.980749,255099.394268,-229546.934637,-131932.014018,0.729558,0.691850,0.356128
60404.420000,765497088.029899,256357.023711,-228348.584217,-131314.999249,0.725987,0.695088,0.357988
60404.440000,765498816.043903,257608.439428,-227144.675711,-130694.788887,0.722396,0.698311,0.359841
60404.460000,765500543.995726,258853.587639,-225935.253482,-130071.405578,0.718785,0.701520,0.361687
60404.480000,765502272.013528,260092.526093,-224720.253089,-129444.815870,0.715153,0.704713,0.363525
60404.500000,765504000.016681,261325.162196,-223499.756396,-128815.061728,0.711502,0.707893,0.365355
60404.520000,765505728.035421,262551.483170,-222273.767707,-128182.145144,0.707831,0.711057,0.367178
60404.540000,765507456.004024,263771.408271,-221042.359589,-127546.103356,0.704141,0.714207,0.368994
60404.560000,765509183.993629,264984.953815,-219805.507544,-126906.923493,0.700430,0.717341,0.370802
60404.580000,765510911.949302,266192.047256,-218563.277113,-126264.639197,0.696701,0.720460,0.372602
60404.600000,765512640.010227,267392.751571,-217315.594306,-125619.211968,0.692951,0.723564,0.374393
60404.620000,765514368.015422,268586.920843,-216062.601668,-124970.715305,0.689182,0.726652,0.376177
60404.640000,765516096.006480,269774.550616,-214804.296142,-124319.147425,0.685393,0.729725,0.377954
60404.660000,765517823.970880,270955.599019,-213540.713969,-123664.526882,0.681586,0.732782,0.379723
60404.680000,765519552.027507,272130.113565,-212271.795041,-123006.822299,0.677758,0.735824,0.381484
60404.700000,765521279.977908,273297.926227,-210997.712460,-122346.123184,0.673912,0.738849,0.383236
60404.720000,765523007.964878,274459.100817,-209718.388749,-121682.389162,0.670047,0.741858,0.384980
60404.740000,765524736.019739,275613.624821,-208433.827936,-121015.622083,0.666162,0.744852,0.386716
60404.760000,765526463.974254,276761.353203,-207144.183087,-120345.901189,0.662259,0.747829,0.388443
60404.780000,765528191.990452,277902.361127,-205849.361499,-119673.178142,0.658337,0.750790,0.390162
60404.800000,765529920.022278,279036.585199,-204549.425577,-118997.485131,0.654395,0.753734,0.391873
60404.820000,765531647.991007,280163.941605,-203244.463158,-118318.867618,0.650436,0.756663,0.393576
60404.840000,765533375.972085,281284.447623,-201934.446092,-117637.310771,0.646457,0.759574,0.395270
60404.860000,765535103.972481,282398.075490,-200619.397747,-116952.826536,0.642460,0.762469,0.396955
60404.880000,765536831.999264,283504.797502,-199299.341491,-116265.426859,0.638445,0.765347,0.398633
60404.900000,765538559.958010,284604.521607,-197974.378774,-115575.164377,0.634411,0.768208,0.400300
60404.920000,765540288.020429,285697.325238,-196644.407120,-114881.985495,0.630359,0.771052,0.401960
60404.940000,765542016.029354,286783.077170,-195309.576771,-114185.968305,0.626289,0.773879,0.403610
60404.960000,765543743.968959,287861.736852,-193969.930156,-113487.134770,0.622200,0.776689,0.405252
60404.980000,765545472.010628,288933.379878,-192625.364133,-112785.430878,0.618094,0.779482,0.406885
60405.000000,765547199.984712,289997.869760,-191276.040591,-112080.940913,0.613970,0.782256,0.408508
60405.020000,765548928.002354,291055.244225,-189921.903053,-111373.635203,0.609827,0.785014,0.410123
60405.040000,765550655.958645,292105.408473,-188563.064205,-110663.572420,0.605668,0.787753,0.411729
60405.060000,765552384.017148,293148.431062,-187199.425814,-109950.701033,0.601490,0.790475,0.413325
60405.080000,765554111.957027,294184.148422,-185831.192971,-109235.128072,0.597295,0.793179,0.414912
60405.100000,765555840.032832,295212.682762,-184458.194958,-108516.764065,0.593083,0.795866,0.416490
60405.120000,765557567.986418,296233.850278,-183080.667920,-107795.732375,0.588853,0.798534,0.418058
60405.140000,765559296.031798,297247.747727,-181698.472637,-107071.959955,0.584606,0.801184,0.419617
60405.160000,765561024.020532,298254.258055,-180311.759140,-106345.525179,0.580341,0.803816,0.421167
60405.180000,765562751.989974,299253.373939,-178920.529372,-105616.428902,0.576060,0.806430,0.422708
60405.200000,765564480.005362,300245.103520,-177524.762479,-104884.660008,0.571762,0.809024,0.424238
60405.220000,765566208.028713,301229.395444,-176124.520898,-104150.251045,0.567446,0.811600,0.425759
60405.240000,765567936.029786,302206.203529,-174719.861315,-103413.231567,0.563115,0.814159,0.427271
60405.260000,765569664.010421,303175.500208,-173310.814686,-102673.617655,0.558766,0.816698,0.428772
60405.280000,765571391.995899,304137.271102,-171897.392936,-101931.415399,0.554401,0.819218,0.430263
60405.300000,765573120.012212,305091.501898,-170479.607282,-101186.630510,0.550020,0.821719,0.431746
