# # # epoch (MJD), epoch (seconds TDB), x [km], y [km], z [km], vx [km/s], vy [km/s], vz [km/s]
60410.820000,766050048.025441,238744.651943,247680.462395,128098.093406,-0.775635,0.641525,0.370361
60410.840000,766051775.968217,237401.536800,248785.965217,128736.494430,-0.778944,0.638032,0.368552
60410.860000,766053503.993652,236052.658058,249885.474408,129371.793999,-0.782232,0.634527,0.366736
60410.880000,766055231.993250,234698.137581,250978.898703,130003.939109,-0.785498,0.631009,0.364912
60410.900000,766056959.993601,233337.992157,252066.233287,130632.926671,-0.788741,0.627478,0.363081
60410.920000,766058687.993291,231972.260527,253147.455721,131258.743412,-0.791963,0.623935,0.361243
60410.940000,766060416.021767,230600.956997,254222.562943,131881.387269,-0.795164,0.620380,0.359397
60410.960000,766062144.024089,229224.162958,255291.499623,132500.825895,-0.798342,0.616812,0.357544
60410.980000,766063871.958431,227841.950085,256354.219466,133117.032133,-0.801498,0.613233,0.355684
60411.000000,766065600.016321,226454.202895,257410.819250,133730.061805,-0.804633,0.609641,0.353817
60411.020000,766067327.983396,225061.131452,258461.147220,134339.826570,-0.807745,0.606038,0.351942
60411.040000,766069056.006758,223662.655485,259505.272673,134946.366331,-0.810836,0.602423,0.350061
60411.060000,766070784.024273,222258.863294,260543.137698,135549.647155,-0.813904,0.598796,0.348173
60411.080000,766072512.019601,220849.806607,261574.712753,136149.651539,-0.816949,0.595158,0.346278
60411.100000,766074239.968351,219435.544040,262599.963981,136746.359450,-0.819973,0.591508,0.344376
60411.120000,766075967.996683,218016.010648,263618.946555,137339.802689,-0.822975,0.587848,0.342467
60411.140000,766077695.982944,216591.344782,264631.569312,137929.927849,-0.825954,0.584177,0.340552
60411.160000,766079424.004257,215161.521523,265637.858420,138516.749850,-0.828910,0.580494,0.338630
60411.180000,766081152.017089,213726.615468,266637.769516,139100.242502,-0.831845,0.576800,0.336702
60411.200000,766082879.976926,212286.702658,267631.258577,139680.379759,-0.834756,0.573096,0.334767
60411.220000,766084608.000829,210841.724334,268618.374395,140257.189780,-0.837645,0.569381,0.332826
60411.240000,766086336.030373,209391.767963,269599.064973,140830.641869,-0.840512,0.565656,0.330879
60411.260000,766088064.017905,207936.912700,270573.285492,141400.709460,-0.843357,0.561920,0.328925
60411.280000,766089791.977190,206477.186295,271541.026277,141967.386526,-0.846177,0.558174,0.326965
60411.300000,766091519.976079,205012.570492,272502.307663,142530.684626,-0.848977,0.554419,0.325000
60411.320000,766093247.988123,203543.126684,273457.097266,143090.584455,-0.851752,0.550653,0.323027
60411.340000,766094975.981949,202068.920796,274405.360579,143647.065419,-0.854506,0.546876,0.321049
60411.360000,766096703.998117,200589.957510,275347.102864,144200.130252,-0.857237,0.543091,0.319065
60411.380000,766098431.955398,199106.345857,276282.263296,144749.742860,-0.859945,0.539296,0.317076
60411.400000,766100159.992470,197618.006088,277210.900234,145295.937186,-0.862630,0.535490,0.315080
60411.420000,766101887.968884,196125.098564,278132.921744,145838.658795,-0.865292,0.531676,0.313078
60411.440000,766103615.998436,194627.564516,279048.372433,146377.933576,-0.867932,0.527853,0.311071
60411.460000,766105343.986001,193125.525903,279957.185901,146913.722042,-0.870547,0.524020,0.309059
60411.480000,766107072.005919,191618.957763,280859.385558,147446.037617,-0.873141,0.520179,0.307040
60411.500000,766108800.021611,190107.931543,281754.936623,147974.859408,-0.875712,0.516328,0.305016
60411.520000,766110528.041174,188592.479879,282643.827960,148500.180457,-0.878260,0.512468,0.302987
60411.540000,766112256.022206,187072.679837,283526.022826,149021.978654,-0.880784,0.508600,0.300952
60411.560000,766113983.981967,185548.556270,284401.515481,149540.250186,-0.883285,0.504724,0.298912
60411.580000,766115711.995651,184020.082568,285270.329114,150055.008404,-0.885763,0.500839,0.296867
60411.600000,766117439.972031,182487.379230,286132.403246,150566.217085,-0.888219,0.496945,0.294817
60411.620000,766119167.983549,180950.421946,286987.759749,151073.888795,-0.890651,0.493043,0.292761
60411.640000,766120895.993586,179409.283085,287836.366160,151578.003880,-0.893060,0.489133,0.290701
60411.660000,766122623.996401,177864.007822,288678.205854,152078.552050,-0.895446,0.485215,0.288636
60411.680000,766124351.952647,176314.671541,289513.246270,152575.513515,-0.897809,0.481290,0.286565
60411.700000,766126080.009402,174761.182244,290341.544685,153068.921968,-0.900148,0.477356,0.284490
60411.720000,766127807.990713,173203.738095,291163.003311,153558.718748,-0.902464,0.473415,0.282410
60411.740000,766129535.998531,171642.287504,291977.657844,154044.924699,-0.904758,0.469466,0.280325
60411.760000,766131264.020324,170076.881773,292785.489199,154527.528021,-0.907027,0.465511,0.278235
60411.780000,766132991.999213,168507.612731,293586.458337,155006.504948,-0.909274,0.461547,0.276142
60411.800000,766134720.032758,166934.431918,294380.597905,155481.874573,-0.911497,0.457577,0.274043
60411.820000,766136448.025404,165357.466496,295167.851624,155953.602779,-0.913698,0.453599,0.271940
60411.840000,766138176.028467,163776.709982,295948.230983,156421.695990,-0.915875,0.449615,0.269833
60411.860000,766139903.966677,162192.271667,296721.690433,156886.126417,-0.918027,0.445624,0.267721
60411.880000,766141631.975851,160604.067270,297488.279053,157346.923082,-0.920158,0.441625,0.265605
60411.900000,766143360.007664,159012.181207,298247.963370,157804.065449,-0.922264,0.437621,0.263484
60411.920000,766145088.013977,157416.698146,299000.710951,158257.533541,-0.924349,0.433610,0.261360
60411.940000,766146816.015479,155817.639413,299746.519906,158707.325741,-0.926408,0.429593,0.259232
60411.960000,766148543.989287,154215.066625,300485.369679,159153.429171,-0.928445,0.425569,0.257099
60411.980000,766150271.986763,152608.972508,301217.271550,159595.850165,-0.930459,0.421540,0.254962
60412.000000,766152000.029106,150999.377529,301942.223619,160034.587127,-0.932449,0.417504,0.252822
60412.020000,766153727.974001,149386.454772,302660.156195,160469.597375,-0.934416,0.413462,0.250678
60412.040000,766155455.979391,147770.097302,303371.125022,160900.914181,-0.936359,0.409415,0.248530
60412.060000,766157183.964119,146150.421305,304075.086575,161328.510665,-0.938279,0.405362,0.246377
60412.080000,766158912.006649,144527.393527,304772.062880,161752.399726,-0.940176,0.401303,0.244222
60412.100000,766160639.991841,142901.162510,305461.997992,162172.546837,-0.942049,0.397239,0.242063
60412.120000,766162368.022165,141271.672258,306144.923583,162588.970772,-0.943898,0.393170,0.239900
60412.140000,766164095.967966,139639.085538,306820.779509,163001.634326,-0.945725,0.389095,0.237734
60412.160000,766165823.980589,138003.299827,307489.616189,163410.567754,-0.947528,0.385015,0.235564
60412.180000,766167551.990873,136364.420803,308151.397662,163815.748579,-0.949308,0.380930,0.233392
60412.200000,766169280.023449,134722.465467,308806.124732,164217.176773,-0.951064,0.376841,0.231216
60412.220000,766171007.989609,133077.558627,309453.755700,164614.826212,-0.952797,0.372746,0.229036
60412.240000,766172736.023476,131429.612993,310094.332666,165008.722204,-0.954506,0.368647,0.226853
60412.260000,766174464.018917,129778.770093,310727.808131,165398.835011,-0.956192,0.364544,0.224667
60412.280000,766176191.987229,128125.059682,311354.178862,165785.162054,-0.957855,0.360436,0.222479
60412.300000,766177919.970589,126468.481794,311973.452623,166167.707557,-0.959495,0.356322,0.220287
60412.320000,766179647.983577,124809.062710,312585.626970,166546.469467,-0.961111,0.352206,0.218092
60412.340000,766181376.018947,123146.849609,313190.691797,166921.440986,-0.962704,0.348085,0.215894
60412.360000,766183103.996895,121481.959685,313788.612354,167292.599985,-0.964273,0.343960,0.213693
60412.380000,766184832.023686,119814.330898,314379.418621,167659.964479,-0.965819,0.339831,0.211490
60412.400000,766186560.025665,118144.074585,314963.078613,168023.514004,-0.967342,0.335699,0.209284
60412.420000,766188288.016981,116471.217454,315539.590871,168383.247030,-0.968841,0.331563,0.207076
60412.440000,766190016.000374,114795.797175,316108.950152,168739.159668,-0.970318,0.327424,0.204864
60412.460000,766191743.972016,113117.857758,316671.149201,169091.246760,-0.971770,0.323280,0.202650
60412.480000,766193472.019149,111437.354594,317226.210098,169439.521547,-0.973199,0.319133,0.200434
60412.500000,766195199.969783,109754.495216,317774.072017,169783.945224,-0.974606,0.314983,0.198215
60412.520000,766196927.969988,108069.177663,318314.776009,170124.542931,-0.975989,0.310831,0.195995
60412.540000,766198656.002536,106381.458747,318848.310809,170461.306979,-0.977348,0.306674,0.193771
60412.560000,766200383.992972,104691.451371,319374.648330,170794.218974,-0.978685,0.302516,0.191546
60412.580000,766202112.040960,102999.098162,319893.813819,171123.294238,-0.979999,0.298353,0.189318
60412.600000,766203839.986644,101304.595872,320405.754717,171448.498756,-0.981289,0.294189,0.187087
60412.620000,766205568.000028,99607.817926,320910.516947,171769.860998,-0.982556,0.290021,0.184856
60412.640000,766207295.989174,97908.894583,321408.068965,172087.360218,-0.983799,0.285852,0.182622
60412.660000,766209024.000069,96207.820659,321898.419737,172401.001439,-0.985020,0.281679,0.180386
60412.680000,766210751.967733,94504.700151,322381.546853,172710.769604,-0.986218,0.277505,0.178148
60412.700000,766212480.013183,92799.453689,322857.480008,173016.683058,-0.987392,0.273328,0.175909
60412.720000,766214207.994631,91092.261096,323326.176322,173318.713516,-0.988543,0.269150,0.173667
60412.740000,766215936.039740,89383.036151,323787.666857,173616.880260,-0.989671,0.264969,0.171424
60412.760000,766217663.958497,87672.006771,324241.897870,173911.147770,-0.990776,0.260786,0.169179
60412.780000,766219392.010534,85958.955681,324688.934351,174201.557393,-0.991858,0.256601,0.166933
60412.800000,766221120.024167,84244.092719,325128.728246,174488.077204,-0.992918,0.252415,0.164684
60412.820000,766222848.014258,82527.443001,325561.280855,174770.707224,-0.993954,0.248227,0.162435
60412.840000,766224576.001179,80809.026045,325986.594758,175049.448316,-0.994967,0.244038,0.160184
60412.860000,766226303.987655,79088.878839,326404.668115,175324.298466,-0.995956,0.239847,0.157931
60412.880000,766228031.978627,77367.036096,326815.499746,175595.256076,-0.996924,0.235655,0.155678
60412.900000,766229760.040592,75643.471058,327219.102811,175862.329044,-0.997868,0.231461,0.153423
60412.920000,766231487.991335,73918.405086,327615.432991,176125.487163,-0.998789,0.227267,0.151167
60412.940000,766233215.989341,72191.719571,328004.525207,176384.752704,-0.999688,0.223072,0.148909
60412.960000,766234943.958670,70463.529842,328386.360544,176640.112194,-1.000564,0.218875,0.146651
60412.980000,766236672.039913,68733.734628,328760.968078,176891.584253,-1.001416,0.214678,0.144391
60413.000000,766238400.034327,67002.572217,329128.303206,177139.138047,-1.002246,0.210480,0.142130
60413.020000,766240127.991967,65270.031971,329488.376196,177382.779457,-1.003054,0.206281,0.139869
60413.040000,766241856.006120,63536.059625,329841.205365,177622.519948,-1.003839,0.202082,0.137606
60413.060000,766243584.007507,61800.763897,330186.775434,177858.348213,-1.004601,0.197882,0.135343
60413.080000,766245311.968600,60064.211695,330525.080570,178090.259239,-1.005339,0.193683,0.133079
60413.100000,766247039.978732,58326.352385,330856.137709,178318.263637,-1.006056,0.189483,0.130814
60413.120000,766248768.034515,56587.228380,331179.945269,178542.359380,-1.006750,0.185282,0.128548
60413.140000,766250496.017830,54846.997635,331496.481093,178762.530066,-1.007421,0.181082,0.126282
60413.160000,766252223.997234,53105.630189,331805.758208,178978.783606,-1.008070,0.176881,0.124015
60413.180000,766253951.994711,51363.142824,332107.780606,179191.121717,-1.008697,0.172682,0.121747
60413.200000,766255680.033371,49619.551078,332402.552254,179399.546132,-1.009300,0.168482,0.119479
60413.220000,766257407.971118,47875.037219,332690.049758,179604.039098,-1.009881,0.164283,0.117211
60413.240000,766259135.986066,46129.460240,332970.303528,179804.621054,-1.010441,0.160083,0.114942
60413.260000,766260864.014468,44382.923189,333243.303441,180001.283656,-1.010977,0.155884,0.112673
60413.280000,766262592.009963,42635.511621,333509.043230,180194.021136,-1.011492,0.151686,0.110403
60413.300000,766264319.984681,40887.251928,333767.526203,180382.834573,-1.011984,0.147489,0.108134
60413.320000,766266048.037454,39138.082644,334018.768047,180567.734198,-1.012453,0.143292,0.105864
60413.340000,766267775.994406,37388.218285,334262.745002,180748.701174,-1.012900,0.139096,0.103594
60413.360000,766269503.991161,35637.559993,334499.478133,180925.749690,-1.013325,0.134901,0.101323
60413.380000,766271231.965944,33886.208728,334728.960581,181098.873236,-1.013728,0.130708,0.099054
60413.400000,766272960.007993,32134.112340,334951.205816,181268.080581,-1.014108,0.126515,0.096784
60413.420000,766274687.969446,30381.459026,335166.196919,181433.357337,-1.014467,0.122324,0.094513
60413.440000,766276416.037477,28628.097128,335373.959180,181594.721447,-1.014803,0.118133,0.092243
60413.460000,766278143.984817,26874.295391,335574.467731,181752.151978,-1.015117,0.113944,0.089974
60413.480000,766279871.972955,25119.928022,335767.744267,181905.664202,-1.015410,0.109757,0.087704
60413.500000,766281599.962298,23365.073218,335953.786778,182055.254875,-1.015680,0.105571,0.085434
60413.520000,766283327.994461,21609.726649,336132.602206,182200.927899,-1.015929,0.101387,0.083165
60413.540000,766285056.008355,19853.988248,336304.187035,182342.678610,-1.016156,0.097205,0.080896
60413.560000,766286783.960172,18097.940370,336468.540501,182480.504321,-1.016360,0.093025,0.078629
60413.580000,766288511.959001,16341.509913,336625.676309,182614.414515,-1.016543,0.088846,0.076360
60413.600000,766290240.014218,14584.725006,336775.598026,182744.410356,-1.016704,0.084670,0.074092
60413.620000,766291968.041563,12827.708922,336918.301711,182870.486309,-1.016843,0.080495,0.071826
60413.640000,766293695.992672,11070.548416,337053.787678,182992.640155,-1.016961,0.076322,0.069560
60413.660000,766295423.970230,9313.176556,337182.068107,183110.880371,-1.017057,0.072153,0.067295
60413.680000,766297152.009489,7555.594891,337303.149027,183225.210199,-1.017131,0.067985,0.065029
60413.700000,766298879.991173,5797.962078,337417.026156,183335.622940,-1.017184,0.063820,0.062765
60413.720000,766300607.993631,4040.235707,337523.709134,183442.125012,-1.017215,0.059656,0.060502
60413.740000,766302335.981582,2282.488864,337623.200127,183544.715583,-1.017225,0.055497,0.058239
60413.760000,766304063.998087,524.714881,337715.506072,183643.398615,-1.017213,0.051339,0.055977
60413.780000,766305791.985044,-1232.990080,337800.628531,183738.172311,-1.017179,0.047184,0.053716
60413.800000,766307519.971597,-2990.618676,337878.573922,183829.039966,-1.017125,0.043032,0.051456
60413.820000,766309247.985463,-4748.162186,337949.348311,183916.004646,-1.017049,0.038883,0.049197
60413.840000,766310976.024499,-6505.581579,338012.956349,183999.067805,-1.016951,0.034736,0.046939
60413.860000,766312704.019442,-8262.769649,338069.400826,184078.228014,-1.016833,0.030594,0.044682
60413.880000,766314431.987879,-10019.707601,338118.688149,184153.488244,-1.016694,0.026454,0.042427
60413.900000,766316160.014056,-11776.444469,338160.825995,184224.854030,-1.016533,0.022317,0.040172
60413.920000,766317887.962459,-13532.805947,338195.816842,184292.321917,-1.016351,0.018183,0.037919
60413.940000,766319616.026258,-15288.951907,338223.670134,184355.901458,-1.016147,0.014054,0.035666
60413.960000,766321344.026632,-17044.664212,338244.388563,184415.588106,-1.015923,0.009927,0.033416
60413.980000,766323072.043850,-18799.988125,338257.979436,184471.387092,-1.015678,0.005804,0.031166
60414.000000,766324800.037105,-20554.845954,338264.448634,184523.299476,-1.015412,0.001684,0.028918
60414.020000,766326528.013817,-22309.209095,338263.802757,184571.328067,-1.015125,-0.002431,0.026671
60414.040000,766328256.005275,-24063.073238,338256.048243,184615.476252,-1.014817,-0.006543,0.024426
60414.060000,766329984.043033,-25816.434373,338241.191118,184655.747207,-1.014489,-0.010651,0.022183
60414.080000,766331711.967567,-27569.094757,338219.239891,184692.140111,-1.014139,-0.014755,0.019941
60414.100000,766333439.968570,-29321.210972,338190.199196,184724.661810,-1.013769,-0.018856,0.017701
60414.120000,766335168.045859,-31072.746986,338154.075065,184753.314599,-1.013378,-0.022952,0.015461
60414.140000,766336896.032791,-32823.498217,338110.878146,184778.098633,-1.012966,-0.027044,0.013225
60414.160000,766338623.993817,-34573.494433,338060.614755,184799.018173,-1.012534,-0.031132,0.010989
60414.180000,766340352.014271,-36322.786516,338003.289558,184816.077169,-1.012081,-0.035215,0.008755
60414.200000,766342079.991611,-38071.235214,337938.913313,184829.277640,-1.011609,-0.039294,0.006524
60414.220000,766343807.992740,-39818.872874,337867.491249,184838.623328,-1.011116,-0.043369,0.004294
60414.240000,766345535.970157,-41565.616185,337789.033041,184844.117201,-1.010601,-0.047439,0.002065
60414.260000,766347263.967417,-43311.473986,337703.544591,184845.762725,-1.010067,-0.051505,-0.000160
60414.280000,766348991.981463,-45056.408047,337611.033779,184843.563136,-1.009513,-0.055566,-0.002385
60414.300000,766350720.024266,-46800.395395,337511.507789,184837.521716,-1.008938,-0.059623,-0.004607
60414.320000,766352448.031886,-48543.336555,337404.978537,184827.642208,-1.008343,-0.063674,-0.006827
60414.340000,766354176.019794,-50285.212333,337291.453781,184813.928312,-1.007728,-0.067721,-0.009045
60414.360000,766355904.029663,-52026.029952,337170.939189,184796.383317,-1.007092,-0.071763,-0.011261
60414.380000,766357631.968913,-53765.661507,337043.450104,184775.012045,-1.006437,-0.075798,-0.013474
60414.400000,766359360.014679,-55504.250694,336908.981938,184749.815974,-1.005762,-0.079831,-0.015686
60414.420000,766361088.030941,-57241.626065,336767.553614,184720.800674,-1.005067,-0.083857,-0.017896
60414.440000,766362815.980558,-58977.715941,336619.177686,184687.971005,-1.004352,-0.087878,-0.020102
60414.460000,766364543.988355,-60712.611411,336463.852588,184651.328633,-1.003617,-0.091895,-0.022307
60414.480000,766366271.970051,-62446.193548,336301.594806,184610.879254,-1.002862,-0.095905,-0.024509
60414.500000,766368000.033370,-64178.536197,336132.403227,184566.624305,-1.002088,-0.099911,-0.026709
60414.520000,766369727.985080,-65909.411593,335956.306325,184518.573002,-1.001293,-0.103910,-0.028907
60414.540000,766371456.013791,-67638.974706,335773.294624,184466.724470,-1.000479,-0.107904,-0.031101
60414.560000,766373183.972228,-69367.044213,335583.393307,184411.087415,-0.999646,-0.111893,-0.033294
60414.580000,766374911.963511,-71093.689462,335386.601015,184351.663018,-0.998793,-0.115876,-0.035484
60414.600000,766376639.988391,-72818.877384,335182.927130,184288.455476,-0.997920,-0.119853,-0.037671
60414.620000,766378367.985943,-74542.513496,334972.388763,184221.471500,-0.997028,-0.123825,-0.039856
60414.640000,766380096.027173,-76264.635046,334754.987269,184150.712860,-0.996117,-0.127790,-0.042038
60414.660000,766381823.976471,-77985.073480,334530.750182,184076.189893,-0.995187,-0.131750,-0.044218
60414.680000,766383551.975358,-79703.936386,334299.669699,183997.901331,-0.994236,-0.135704,-0.046394
60414.700000,766385279.999738,-81421.166398,334061.759035,183915.852786,-0.993268,-0.139651,-0.048568
60414.720000,766387008.042239,-83136.722917,333817.029447,183830.049269,-0.992279,-0.143593,-0.050739
60414.740000,766388736.006792,-84850.477546,333565.505548,183740.500636,-0.991272,-0.147528,-0.052907
60414.760000,766390463.994287,-86562.497417,333307.183761,183647.206798,-0.990245,-0.151457,-0.055073
60414.780000,766392191.974870,-88272.719984,333042.079262,183550.174297,-0.989199,-0.155379,-0.057234
60414.800000,766393920.028295,-89981.191245,332770.190427,183449.403522,-0.988134,-0.159296,-0.059394
60414.820000,766395648.034292,-91687.759494,332491.547081,183344.906524,-0.987050,-0.163206,-0.061551
60414.840000,766397376.024443,-93392.423368,332206.155685,183236.686784,-0.985948,-0.167109,-0.063704
60414.860000,766399103.986079,-95095.137877,331914.029893,183124.750499,-0.984827,-0.171006,-0.065854
60414.880000,766400831.983168,-96795.933560,331615.170208,183009.098791,-0.983687,-0.174896,-0.068002
60414.900000,766402560.008734,-98494.771064,331309.588995,182889.737311,-0.982528,-0.178780,-0.070146
60414.920000,766404287.979158,-100191.535931,330997.312761,182766.677326,-0.981351,-0.182656,-0.072286
60414.940000,766406016.014244,-101886.313584,330678.331521,182639.915772,-0.980154,-0.186526,-0.074424
60414.960000,766407743.993334,-103578.953563,330352.679299,182509.467010,-0.978940,-0.190390,-0.076559
60414.980000,766409471.993134,-105269.499056,330020.353750,182375.330969,-0.977707,-0.194246,-0.078691
60415.000000,766411199.981997,-106957.887153,329681.372910,182237.515731,-0.976455,-0.198095,-0.080818
60415.020000,766412927.983800,-108644.109354,329335.744192,182096.025101,-0.975186,-0.201937,-0.082943
60415.040000,766414655.964921,-110328.101127,328983.486584,181950.867637,-0.973897,-0.205772,-0.085065
60415.060000,766416383.984993,-112009.888904,328624.600130,181802.044100,-0.972591,-0.209600,-0.087182
60415.080000,766418111.969609,-113689.368710,328259.112670,181649.566776,-0.971266,-0.213420,-0.089297
60415.100000,766419840.001981,-115366.589942,327887.019057,181493.434235,-0.969923,-0.217234,-0.091408
60415.120000,766421568.006031,-117041.447346,327508.348145,181333.659276,-0.968562,-0.221040,-0.093516
60415.140000,766423295.981425,-118713.909451,327123.113061,181170.248181,-0.967183,-0.224839,-0.095620
60415.160000,766425023.992045,-120384.006893,326731.312321,181003.200998,-0.965786,-0.228630,-0.097720
60415.180000,766426752.003294,-122051.675076,326332.966466,180832.527126,-0.964371,-0.232414,-0.099817
60415.200000,766428480.017967,-123716.885698,325928.087820,180658.232496,-0.962937,-0.236191,-0.101911
60415.220000,766430208.011819,-125379.584538,325516.695256,180480.325889,-0.961487,-0.239959,-0.104000
60415.240000,766431936.033744,-127039.787824,325098.790280,180298.808579,-0.960018,-0.243720,-0.106086
60415.260000,766433664.001328,-128697.385734,324674.406263,180113.695697,-0.958532,-0.247473,-0.108168
60415.280000,766435391.978374,-130352.408958,324243.541148,179924.986982,-0.957028,-0.251218,-0.110247
60415.300000,766437120.006459,-132004.866663,323806.197697,179732.684197,-0.955505,-0.254956,-0.112321
60415.320000,766438847.983066,-133654.630407,323362.415445,179536.805313,-0.953966,-0.258686,-0.114392
60415.340000,766440576.013665,-135301.770543,322912.180922,179337.344953,-0.952409,-0.262408,-0.116460
60415.360000,766442304.023075,-136946.185094,322455.527262,179134.318336,-0.950835,-0.266122,-0.118523
60415.380000,766444031.995946,-138587.829476,321992.472737,178927.734178,-0.949243,-0.269828,-0.120582
60415.400000,766445759.976370,-140226.715588,321523.019571,178717.594031,-0.947634,-0.273526,-0.122638
60415.420000,766447488.009419,-141862.856094,321047.169228,178503.899047,-0.946008,-0.277215,-0.124689
60415.440000,766449216.006648,-143496.137366,320564.960076,178286.666970,-0.944365,-0.280897,-0.126736
60415.460000,766450944.019765,-145126.578570,320076.391994,178065.898273,-0.942703,-0.284570,-0.128780
60415.480000,766452671.970117,-146754.075954,319581.501769,177841.610114,-0.941025,-0.288235,-0.130819
60415.500000,766454400.002220,-148378.736026,319080.262279,177613.790689,-0.939331,-0.291892,-0.132855
60415.520000,766456128.024708,-150000.443235,318572.714100,177382.458889,-0.937619,-0.295540,-0.134886
60415.540000,766457855.987771,-151619.121641,318058.886789,177147.628704,-0.935889,-0.299179,-0.136913
60415.560000,766459584.013956,-153234.856760,317538.758519,176909.290634,-0.934143,-0.302810,-0.138936
60415.580000,766461312.010338,-154847.532451,317012.371824,176667.464619,-0.932381,-0.306433,-0.140955
60415.600000,766463039.958374,-156457.102518,316479.747560,176422.160737,-0.930601,-0.310047,-0.142969
60415.620000,766464768.016883,-158063.685757,315940.851344,176173.363575,-0.928804,-0.313653,-0.144980
60415.640000,766466496.022282,-159667.101053,315395.748883,175921.103887,-0.926991,-0.317250,-0.146986
60415.660000,766468223.981673,-161267.326469,314844.453527,175665.388336,-0.925162,-0.320838,-0.148988
60415.680000,766469952.028227,-162864.456510,314286.937684,175406.204535,-0.923316,-0.324417,-0.150985
60415.700000,766471679.968628,-164458.283977,313723.279097,175143.589060,-0.921453,-0.327987,-0.152978
60415.720000,766473407.997241,-166048.959702,313153.429773,174877.519982,-0.919574,-0.331549,-0.154967
60415.740000,766475136.016143,-167636.364913,312577.436980,174608.019742,-0.917678,-0.335101,-0.156951
60415.760000,766476864.033327,-169220.478685,311995.313602,174335.094781,-0.915766,-0.338645,-0.158931
60415.780000,766478592.007671,-170801.235224,311407.089269,174058.759410,-0.913838,-0.342179,-0.160906
60415.800000,766480319.959195,-172378.624949,310812.773208,173779.018396,-0.911893,-0.345704,-0.162877
60415.820000,766482048.029014,-173952.748367,310212.332068,173495.856379,-0.909932,-0.349221,-0.164843
60415.840000,766483776.022882,-175523.400496,309605.848928,173209.312905,-0.907956,-0.352728,-0.166805
60415.860000,766485504.035312,-177090.639598,308993.306820,172919.380360,-0.905962,-0.356226,-0.168762
60415.880000,766487231.975781,-178654.356005,308374.754072,172626.082018,-0.903954,-0.359714,-0.170715
60415.900000,766488960.009307,-180214.671366,307750.147549,172329.397783,-0.901929,-0.363194,-0.172663
60415.920000,766490688.003879,-181771.438791,307119.550808,172029.358181,-0.899888,-0.366664,-0.174606
60415.940000,766492416.019939,-183324.685354,306482.958089,171725.960836,-0.897832,-0.370125,-0.176545
60415.960000,766494144.002595,-184874.334420,305840.405955,171419.223535,-0.895759,-0.373576,-0.178478
60415.980000,766495871.963663,-186420.369520,305191.906650,171109.152492,-0.893671,-0.377017,-0.180407
60416.000000,766497600.024142,-187962.871532,304537.430800,170795.733971,-0.891567,-0.380450,-0.182332
60416.020000,766499328.000849,-189501.649862,303877.064222,170479.009402,-0.889448,-0.383872,-0.184252
60416.040000,766501056.018085,-191036.788385,303210.776211,170158.964411,-0.887313,-0.387286,-0.186166
60416.060000,766502783.976317,-192568.171901,302538.621908,169835.625820,-0.885162,-0.390688,-0.188076
60416.080000,766504512.004865,-194095.888233,301860.567687,169508.977773,-0.882996,-0.394082,-0.189981
60416.100000,766506240.036290,-195619.850866,301176.656447,169179.041228,-0.880815,-0.397466,-0.191881
60416.120000,766507968.041916,-197140.008044,300486.916553,168845.830196,-0.878618,-0.400840,-0.193777
60416.140000,766509695.959030,-198656.278516,299791.390571,168509.365599,-0.876406,-0.404204,-0.195667
60416.160000,766511424.000624,-200168.822713,299090.009618,168169.614407,-0.874179,-0.407559,-0.197553
60416.180000,766513151.992455,-201677.461622,298382.861161,167826.619265,-0.871937,-0.410903,-0.199433
60416.200000,766514880.010858,-203182.235791,297669.931234,167480.373709,-0.869679,-0.414237,-0.201309
60416.220000,766516607.992129,-204683.063738,296951.263456,167130.899227,-0.867407,-0.417562,-0.203179
60416.240000,766518336.026824,-206179.998086,296226.837392,166778.186163,-0.865119,-0.420876,-0.205045
60416.260000,766520063.994544,-207672.908720,295496.720979,166422.267894,-0.862817,-0.424180,-0.206905
60416.280000,766521791.972915,-209161.837138,294760.899172,166063.137390,-0.860499,-0.427474,-0.208760
60416.300000,766523519.981991,-210646.774808,294019.380764,165700.799212,-0.858167,-0.430758,-0.210610
60416.320000,766525248.009165,-212127.685159,293272.188543,165335.264753,-0.855820,-0.434032,-0.212455
60416.340000,766526975.976810,-213604.476324,292519.373938,164966.559466,-0.853458,-0.437296,-0.214294
60416.360000,766528704.024621,-215077.242262,291760.893757,164594.662461,-0.851082,-0.440549,-0.216129
60416.380000,766530432.014292,-216545.839734,290996.826410,164219.612442,-0.848691,-0.443792,-0.217958
60416.400000,766532160.019564,-218010.306389,290227.157386,163841.402569,-0.846286,-0.447025,-0.219783
60416.420000,766533888.040584,-219470.617162,289451.904425,163460.041813,-0.843866,-0.450247,-0.221602
60416.440000,766535616.018813,-220926.697696,288671.111946,163075.552288,-0.841432,-0.453458,-0.223414
60416.460000,766537344.007025,-222378.567699,287884.774350,162687.931507,-0.838982,-0.456659,-0.225223
60416.480000,766539071.994964,-223826.193741,287092.914426,162297.190954,-0.836520,-0.459850,-0.227025
60416.500000,766540800.003861,-225269.568834,286295.540556,161903.335005,-0.834043,-0.463030,-0.228823
60416.520000,766542528.039582,-226708.673125,285492.668117,161506.371490,-0.831551,-0.466199,-0.230615
60416.540000,766544256.043598,-228143.433388,284684.342674,161106.323179,-0.829045,-0.469359,-0.232401
60416.560000,766545984.004069,-229573.815703,283870.588567,160703.202390,-0.826526,-0.472507,-0.234183
