# # # epoch (MJD), epoch (seconds TDB), x [km], y [km], z [km], vx [km/s], vy [km/s], vz [km/s]
60399.540000,765075456.004412,-137421.145943,-321995.338883,-178207.726092,0.990661,0.170544,0.134794
60399.560000,765077183.968466,-135769.581680,-321702.025200,-177890.528292,0.918968,0.166925,0.233382
60399.580000,765078911.953076,-134253.201702,-321426.786897,-177396.939515,0.833377,0.148727,0.339322
60399.600000,765080640.026564,-132900.892638,-321200.683607,-176712.213030,0.727676,0.108300,0.454962
60399.620000,765082368.016472,-131755.804564,-321073.947996,-175817.872030,0.591325,0.030039,0.582111
60399.640000,765084095.997887,-130885.469093,-321138.185199,-174695.293311,0.405598,-0.121589,0.717496
60399.660000,765085823.975826,-130399.840232,-321586.977137,-173351.202739,0.140746,-0.439393,0.825724
60399.680000,765087552.003090,-130435.556860,-322887.067111,-171981.754557,-0.167338,-1.158160,0.661474
60399.700000,765089279.965935,-130584.677178,-325683.243132,-171694.419455,0.208683,-1.895499,-0.476963
60399.720000,765091007.999749,-129466.925956,-328567.375063,-173253.853501,0.993823,-1.352858,-1.125653
60399.740000,765092735.957109,-127454.018289,-330420.996809,-175210.413343,1.281805,-0.836134,-1.099177
60399.760000,765094464.009448,-125144.982462,-331576.263825,-177000.315351,1.373310,-0.525789,-0.968805
60399.780000,765096191.971418,-122744.995444,-332300.513515,-178558.380206,1.397881,-0.325513,-0.836083
60399.800000,765097920.020524,-120329.414023,-332735.323797,-179896.396185,1.394802,-0.185227,-0.714465
60399.820000,765099647.986451,-117932.216093,-332961.180729,-181033.879337,1.378152,-0.080910,-0.603727
60399.840000,765101375.964261,-115571.018933,-333028.342828,-181987.794536,1.353731,-0.000030,-0.501593
60399.860000,765103103.977105,-113256.700777,-332970.670921,-182771.029143,1.324115,0.064461,-0.405811
60399.880000,765104832.040706,-110997.114593,-332812.558678,-183392.855474,1.290418,0.116751,-0.314465
60399.900000,765106559.977166,-108799.149518,-332572.724349,-183859.451721,1.252998,0.159390,-0.225942
60399.920000,765108287.974091,-106669.045839,-332266.385313,-184174.485592,1.211733,0.193899,-0.138800
60399.940000,765110016.022884,-104613.839457,-331906.824496,-184339.175613,1.166129,0.221051,-0.051708
60399.960000,765111743.958407,-102641.908027,-331506.583061,-184352.461344,1.115323,0.240983,0.036657
60399.980000,765113472.003872,-100763.059506,-331078.436510,-184210.927148,1.057983,0.253167,0.127728
60400.000000,765115199.992210,-98990.365881,-330636.881497,-183908.556081,0.992129,0.256191,0.223107
60400.020000,765116928.007639,-97340.867634,-330199.874534,-183436.287631,0.914748,0.247271,0.324709
60400.040000,765118655.996231,-95838.300410,-329792.134686,-182781.482609,0.821108,0.221140,0.434791
60400.060000,765120383.979335,-94516.909007,-329451.285943,-181927.376787,0.703379,0.167461,0.555754
60400.080000,765122112.021824,-93428.967407,-329241.457373,-180853.874089,0.547870,0.064139,0.688443
60400.100000,765123839.987951,-92658.941226,-329287.537951,-179546.475222,0.330287,-0.142479,0.822374
60400.120000,765125567.973915,-92341.009609,-329874.107840,-178053.251414,0.023252,-0.600190,0.873205
60400.140000,765127295.997046,-92525.218982,-331663.843929,-176854.316577,-0.137429,-1.534111,0.323364
60400.160000,765129024.026381,-92156.286936,-334658.673404,-177431.078298,0.662043,-1.634881,-0.881011
60400.180000,765130751.990723,-90469.515083,-336911.242291,-179238.934974,1.194474,-0.997101,-1.097710
60400.200000,765132480.016529,-88231.620208,-338249.721690,-181060.000494,1.363895,-0.587851,-0.995195
60400.220000,765134208.002820,-85820.572192,-339032.765478,-182662.296174,1.415848,-0.336835,-0.859389
60400.240000,765135936.030573,-83362.650716,-339460.642104,-184034.984967,1.424401,-0.168383,-0.731314
60400.260000,765137663.979105,-80908.814174,-339641.395571,-185196.546485,1.413541,-0.046824,-0.614983
60400.280000,765139391.986148,-78483.308246,-339639.142234,-186166.076359,1.392467,0.045524,-0.508610
60400.300000,765141120.021796,-76099.962595,-339495.319627,-186958.678829,1.365124,0.118202,-0.409809
60400.320000,765142848.002840,-73767.995728,-339238.747934,-187585.521521,1.333272,0.176728,-0.316463
60400.340000,765144576.039811,-71494.334350,-338890.749231,-188054.486886,1.297614,0.224437,-0.226788
60400.360000,765146304.003191,-69285.558886,-338468.145450,-188370.543811,1.258264,0.263352,-0.139267
60400.380000,765148032.000072,-67148.115357,-337985.000834,-188536.227163,1.214925,0.294631,-0.052516
60400.400000,765149759.983393,-65089.469216,-337454.013138,-188551.724736,1.166943,0.318760,0.034781
60400.420000,765151488.012943,-63118.422140,-336887.545154,-188414.922574,1.113260,0.335601,0.123989
60400.440000,765153216.019459,-61246.178015,-336298.845062,-188121.255352,1.052299,0.344283,0.216606
60400.460000,765154943.992479,-59487.234837,-335703.477804,-187663.380063,0.981683,0.342897,0.314372
60400.480000,765156671.972457,-57861.155374,-335121.651379,-187030.635809,0.897755,0.327791,0.419382
60400.500000,765158400.028082,-56395.548732,-334582.426131,-186208.389878,0.794631,0.291974,0.534088
60400.520000,765160127.980584,-55131.564749,-334132.375113,-185177.911593,0.662320,0.221271,0.660723
60400.540000,765161856.014293,-54133.447507,-333855.435598,-183918.600538,0.482914,0.083631,0.797791
60400.560000,765163584.004883,-53507.159657,-333927.320808,-182427.994594,0.226052,-0.204425,0.918546
60400.580000,765165312.010338,-53400.598605,-334775.629684,-180853.724987,-0.099962,-0.869349,0.823308
60400.600000,765167040.039288,-53538.956806,-337128.087220,-180185.479899,0.155104,-1.724612,-0.244878
60400.620000,765168768.000068,-52477.736608,-339803.586282,-181468.364784,0.994637,-1.239055,-1.019347
60400.640000,765170495.956814,-50430.346273,-341433.651665,-183266.730407,1.313803,-0.693455,-1.014251
60400.660000,765172224.021405,-48057.943402,-342328.519885,-184910.902466,1.412944,-0.368975,-0.884237
60400.680000,765173952.017599,-45587.344105,-342775.453076,-186321.630341,1.439478,-0.162099,-0.750085
60400.700000,765175680.030356,-43099.486981,-342924.560896,-187509.982049,1.436781,-0.018305,-0.627349
60400.720000,765177407.972755,-40629.847771,-342860.012623,-188496.268260,1.420014,0.088140,-0.515922
60400.740000,765179136.004346,-38196.462924,-342633.726872,-189298.131512,1.395322,0.170478,-0.413428
60400.760000,765180864.022809,-35810.524019,-342280.415569,-189928.894119,1.365412,0.236084,-0.317539
60400.780000,765182591.985241,-33479.939055,-341824.919211,-190398.204357,1.331460,0.289323,-0.226282
60400.800000,765184320.021662,-31211.097025,-341286.085465,-190712.623929,1.293856,0.332856,-0.137992
60400.820000,765186048.026681,-29010.468513,-340679.217264,-190875.988358,1.252509,0.368274,-0.051227
60400.840000,765187776.009376,-26884.849194,-340017.513641,-190889.772062,1.206966,0.396419,0.035353
60400.860000,765189504.033256,-24842.073121,-339313.243110,-190753.147101,1.156399,0.417507,0.123081
60400.880000,765191232.003975,-22891.943952,-338578.909936,-190462.943083,1.099551,0.431108,0.213362
60400.900000,765192960.000758,-21046.747452,-337828.359964,-190013.384074,1.034534,0.435968,0.307803
60400.920000,765194688.003260,-19322.913984,-337078.652880,-189395.695100,0.958495,0.429562,0.408303
60400.940000,765196416.007614,-17743.059089,-336352.954241,-188597.481895,0.866957,0.407104,0.517156
60400.960000,765198143.965952,-16339.818019,-335686.169209,-187602.119995,0.752541,0.359239,0.636939
60400.980000,765199872.003331,-15162.715149,-335137.032780,-186388.866495,0.602316,0.266119,0.769290
60401.000000,765201600.015574,-14291.986298,-334818.644868,-184939.410286,0.392852,0.079958,0.907353
60401.020000,765203327.982741,-13859.091569,-334986.572789,-183281.868564,0.091410,-0.332195,0.986578
60401.040000,765205055.994010,-13965.179269,-336268.097418,-181795.489485,-0.144590,-1.240470,0.561887
60401.060000,765206783.990596,-13706.135212,-338927.812737,-181967.601352,0.596326,-1.523722,-0.713043
60401.080000,765208512.019020,-12067.575068,-340981.410043,-183571.705590,1.193806,-0.866307,-1.005475
60401.100000,765210240.031987,-9812.112347,-342070.671155,-185241.271966,1.380807,-0.433368,-0.908988
60401.120000,765211968.023533,-7367.331476,-342576.594003,-186693.457191,1.437008,-0.171933,-0.771642
60401.140000,765213695.984018,-4871.902097,-342714.713292,-187912.976263,1.446497,0.001522,-0.641924
60401.160000,765215423.988260,-2379.761411,-342599.296494,-188919.084726,1.435604,0.125820,-0.524497
60401.180000,765217152.026524,83.646933,-342297.149591,-189731.674096,1.414197,0.219851,-0.417504
60401.200000,765218880.037723,2504.161456,-341851.037436,-190366.554109,1.386449,0.293687,-0.318430
60401.220000,765220608.018935,4872.641440,-341290.431011,-190835.451921,1.354214,0.353110,-0.225070
60401.240000,765222336.007855,7182.140785,-340636.973453,-191146.615800,1.318238,0.401598,-0.135585
60401.260000,765224063.992850,9426.373982,-339907.581121,-191305.365146,1.278666,0.441270,-0.048421
60401.280000,765225792.013590,11598.999584,-339116.301179,-191314.490859,1.235233,0.473353,0.037815
60401.300000,765227520.031094,13692.813516,-338275.690860,-191174.449858,1.187322,0.498408,0.124444
60401.320000,765229248.012625,15699.241267,-337397.869732,-190883.411219,1.133937,0.516381,0.212819
60401.340000,765230976.024366,17607.685897,-336495.570361,-190437.089299,1.073573,0.526530,0.304427
60401.360000,765232703.956123,19404.163734,-335583.676368,-189828.489225,1.003987,0.527144,0.400987
60401.380000,765234432.000402,21070.170146,-334681.111031,-189047.232491,0.921722,0.514925,0.504592
60401.400000,765236160.015788,22579.274172,-333814.973174,-188079.098583,0.821253,0.483571,0.617740
60401.420000,765237887.988643,23892.663490,-333027.965096,-186905.330214,0.693203,0.420379,0.742996
60401.440000,765239615.987190,24949.617999,-332396.126912,-185504.102582,0.520691,0.296932,0.880373
60401.460000,765241344.030283,25649.459014,-332076.457588,-183865.023650,0.273587,0.039704,1.010919
60401.480000,765243071.999178,25838.348126,-332451.647200,-182091.125639,-0.062273,-0.561067,0.980033
60401.500000,765244800.020276,25655.166093,-334297.831606,-181022.264645,0.049905,-1.516719,0.026490
60401.520000,765246527.996584,26555.912274,-336750.680000,-181978.995037,0.941407,-1.129543,-0.901805
60401.540000,765248255.985329,28556.312007,-338158.850984,-183609.963325,1.302832,-0.548305,-0.926317
60401.560000,765249983.994176,30920.153291,-338785.602626,-185103.004052,1.411817,-0.206315,-0.796248
60401.580000,765251712.010712,33391.319436,-338943.935530,-186359.754811,1.440656,0.008305,-0.659877
60401.600000,765253440.021326,35881.612461,-338794.915544,-187390.689213,1.438258,0.155939,-0.535482
60401.620000,765255168.034897,38353.682111,-338427.259213,-188217.304982,1.421181,0.264521,-0.423033
60401.640000,765256896.019900,40788.611620,-337894.978550,-188858.116428,1.396007,0.348174,-0.320005
60401.660000,765258623.994884,43175.237975,-337233.798742,-189327.227762,1.365596,0.414686,-0.223931
60401.680000,765260351.968457,45505.755642,-336469.051346,-189634.820885,1.331192,0.468631,-0.132749
60401.700000,765262080.031073,47773.837985,-335619.806283,-189787.837615,1.293221,0.512792,-0.044749
60401.720000,765263808.040589,49973.142713,-334701.464634,-189790.464662,1.251627,0.548843,0.041538
60401.740000,765265536.039729,52097.148108,-333727.134517,-189644.489092,1.205985,0.577699,0.127465
60401.760000,765267263.991990,54138.201367,-332708.932126,-189349.402746,1.155521,0.599652,0.214354
60401.780000,765268992.010840,56087.135738,-331658.901269,-188902.326425,1.099035,0.614380,0.303609
60401.800000,765270720.020903,57932.020791,-330590.392119,-188297.861127,1.034746,0.620782,0.396802
60401.820000,765272448.024208,59657.216543,-329519.530493,-187527.634297,0.959965,0.616598,0.495809
60401.840000,765274175.971386,61241.202555,-328467.962537,-186579.721402,0.870493,0.597525,0.602912
60401.860000,765275903.959405,62653.234912,-327467.757907,-185437.793935,0.759424,0.555197,0.720799
60401.880000,765277632.008258,63846.586981,-326572.299392,-184081.035018,0.614687,0.472036,0.851702
60401.900000,765279360.000948,64745.794543,-325882.779791,-182488.455576,0.414104,0.306226,0.991796
60401.920000,765281088.014541,65224.566331,-325624.692550,-180671.294324,0.121940,-0.058657,1.094057
60401.940000,765282816.035431,65142.994100,-326371.358896,-178911.668976,-0.176472,-0.911201,0.798698
60401.960000,765284544.005700,65209.440417,-328637.903665,-178629.587932,0.461738,-1.409117,-0.511117
60401.980000,765286271.990499,66697.097678,-330503.486048,-180005.154037,1.143177,-0.741333,-0.910123
60402.000000,765288000.047885,68890.801246,-331347.543888,-181521.037505,1.354161,-0.278518,-0.821951
60402.020000,765289727.972963,71295.381815,-331573.351062,-182820.995572,1.415936,-0.004341,-0.682283
60402.040000,765291455.964631,73755.747613,-331416.242839,-183883.963666,1.426582,0.174937,-0.550191
60402.060000,765293183.963320,76213.468562,-330998.343053,-184730.085390,1.415584,0.302197,-0.431190
60402.080000,765294911.966242,78641.833990,-330389.864549,-185380.549336,1.393685,0.397885,-0.323277
60402.100000,765296640.010164,81026.445582,-329635.150876,-185852.166715,1.365351,0.472738,-0.223752
60402.120000,765298367.966434,83357.933734,-328764.531858,-186157.326991,1.332545,0.532851,-0.130290
60402.140000,765300095.989445,85629.587382,-327799.986643,-186304.822107,1.296067,0.581876,-0.040970
60402.160000,765301823.983434,87835.158918,-326758.647066,-186300.384105,1.256097,0.622036,0.045804
60402.180000,765303552.036900,89968.573037,-325654.536878,-186147.167766,1.212398,0.654641,0.131447
60402.200000,765305280.003562,92022.762280,-324500.173850,-185845.996479,1.164399,0.680320,0.217280
60402.220000,765307007.996664,93989.671741,-323307.331559,-185395.371416,1.111150,0.699112,0.304652
60402.240000,765308735.998303,95859.063730,-322088.352594,-184791.398030,1.051234,0.710398,0.395023
60402.260000,765310463.988074,97617.686592,-320857.372832,-184027.483329,0.982530,0.712663,0.490082
60402.280000,765312191.970315,99247.771297,-319632.254664,-183093.817620,0.901803,0.702958,0.591878
60402.300000,765313919.979832,100724.473383,-318437.995849,-181976.644988,0.803887,0.675651,0.702911
60402.320000,765315648.014125,102011.238509,-317313.571007,-180657.596204,0.680058,0.619481,0.825945
60402.340000,765317376.014539,103051.063172,-316327.362344,-179114.406080,0.514612,0.509588,0.962129
60402.360000,765319103.999229,103749.406489,-315617.935095,-177330.963117,0.278546,0.282468,1.098880
60402.380000,765320832.004059,103952.575541,-315520.255753,-175372.673275,-0.057903,-0.248245,1.122023
60402.400000,765322559.973937,103676.134516,-316810.927475,-173910.310666,-0.098074,-1.261066,0.328748
60402.420000,765324287.994020,104303.344751,-319022.323711,-174483.863797,0.824194,-1.033004,-0.771093
60402.440000,765326016.035365,106163.026410,-320226.970540,-175941.802284,1.243884,-0.410021,-0.839424
60402.460000,765327743.968736,108439.316168,-320593.082348,-177286.012089,1.366391,-0.046134,-0.709419
60402.480000,765329471.976441,110835.378109,-320465.474009,-178390.044984,1.398399,0.177840,-0.570003
60402.500000,765331199.984019,113253.239038,-320019.238483,-179263.553569,1.396461,0.329893,-0.443310
60402.520000,765332927.995750,115652.831731,-319348.807410,-179929.536359,1.379025,0.440764,-0.329414
60402.540000,765334655.992744,118014.421561,-318510.773712,-180407.796255,1.353240,0.525692,-0.225569
60402.560000,765336384.018331,120326.647700,-317542.107662,-180713.362852,1.322173,0.592967,-0.129130
60402.580000,765338111.952733,122581.537005,-316468.861274,-180857.080500,1.287151,0.647412,-0.037930
60402.600000,765339840.029984,124773.056044,-315310.318833,-180846.424731,1.248646,0.691958,0.049819
60402.620000,765341567.974712,126894.873832,-314082.113608,-180686.035455,1.206634,0.728369,0.135615
60402.640000,765343295.961831,128940.859722,-312797.225181,-180378.078769,1.160723,0.757640,0.220832
60402.660000,765345024.005353,130903.707602,-311467.572118,-179922.402912,1.110182,0.780144,0.306793
60402.680000,765346752.018304,132774.406228,-310105.020059,-179316.569703,1.053882,0.795653,0.394873
60402.700000,765348480.036873,134541.685979,-308722.324308,-178555.604434,0.990139,0.803221,0.486616
60402.720000,765350207.967975,136190.568753,-307334.827389,-177631.701717,0.916432,0.800837,0.583846
60402.740000,765351936.012990,137700.884486,-305962.533457,-176533.395100,0.828822,0.784658,0.688811
60402.760000,765353663.959683,139043.369743,-304635.138685,-175245.185353,0.720909,0.747258,0.804197
60402.780000,765355391.983394,140174.358025,-303400.797448,-173746.549267,0.581515,0.673210,0.932618
60402.800000,765357120.009839,141023.423709,-302349.395481,-172015.011145,0.389988,0.526382,1.072524
60402.820000,765358847.959808,141471.245246,-301677.448178,-170049.464560,0.109993,0.207189,1.190967
60402.840000,765360576.000812,141354.873818,-301891.423134,-168047.760648,-0.230114,-0.564000,1.013909
60402.860000,765362303.959905,141159.787917,-303702.455369,-167282.693419,0.253476,-1.283874,-0.267072
60402.880000,765364031.989955,142379.365224,-305400.595309,-168399.161936,1.035937,-0.632303,-0.813785
60402.900000,765365760.029917,144423.539762,-306020.275480,-169765.622236,1.280366,-0.132575,-0.738671
60402.920000,765367488.019089,146709.001688,-305978.371268,-170919.579053,1.349973,0.157340,-0.596113
60402.940000,765369216.017869,149057.335393,-305535.120020,-171830.815385,1.362387,0.343566,-0.460897
60402.960000,765370943.980582,151404.239895,-304822.600027,-172520.649073,1.351426,0.474201,-0.339772
60402.980000,765372671.993133,153721.347404,-303915.214389,-173011.917665,1.329009,0.571648,-0.230555
60403.000000,765374400.027274,155993.604792,-302859.325340,-173322.621367,1.299993,0.647460,-0.130322
60403.020000,765376128.024999,158211.604256,-301686.251017,-173466.047083,1.266489,0.708119,-0.036582
60403.040000,765377856.035503,160368.527778,-300418.538763,-173451.620388,1.229365,0.757478,0.052680
60403.060000,765379584.016856,162458.330314,-299073.551716,-173285.609763,1.188841,0.797884,0.139119
60403.080000,765381312.017445,164475.072857,-297665.405969,-172971.618556,1.144716,0.830732,0.224180
60403.100000,765383040.038647,166412.114054,-296206.458170,-172510.864179,1.096450,0.856731,0.309196
60403.120000,765384767.957569,168261.454632,-294708.461587,-171902.322823,1.043156,0.876001,0.395497
60403.140000,765386496.041358,170013.596733,-293183.143639,-171142.449707,0.983483,0.888042,0.484526
60403.160000,765388223.966503,171655.590055,-291644.287708,-170225.303647,0.915447,0.891524,0.577912
60403.180000,765389952.002377,173170.803120,-290108.477058,-169141.549813,0.836005,0.883812,0.677653
60403.200000,765391679.980353,174535.561865,-288599.064306,-167878.273469,0.740356,0.859899,0.786185
60403.220000,765393408.007483,175715.606373,-287151.519493,-166417.785416,0.620429,0.809848,0.906336
60403.240000,765395136.002473,176657.695963,-285827.175659,-164738.061453,0.461748,0.712059,1.039988
60403.260000,765396863.996080,177273.797121,-284747.655748,-162819.484227,0.237080,0.512354,1.179270
60403.280000,765398591.995129,177415.342819,-284201.758356,-160699.360888,-0.091860,0.050797,1.242503
60403.300000,765400320.034411,177003.006233,-284919.388852,-158882.984145,-0.270221,-0.956982,0.636104
60403.320000,765402047.992604,177249.403028,-286858.079185,-159018.406821,0.634324,-0.955082,-0.622643
60403.340000,765403776.034457,178863.578182,-287893.745834,-160299.147998,1.132844,-0.288721,-0.757418
60403.360000,765405503.973033,180968.176370,-288023.500619,-161504.740470,1.274318,0.102197,-0.628637
60403.380000,765407232.055563,183210.175974,-287628.397381,-162465.985283,1.310989,0.337546,-0.485484
60403.400000,765408959.987221,185477.975824,-286901.171817,-163190.715238,1.309992,0.494813,-0.355856
60403.420000,765410688.000329,187728.054148,-285943.268116,-163703.788672,1.292339,0.608276,-0.240040
60403.440000,765412416.009572,189939.372806,-284814.484765,-164026.521152,1.265949,0.694543,-0.135040
60403.460000,765414143.983475,192100.078515,-283553.412714,-164175.058834,1.234164,0.762512,-0.037999
60403.480000,765415872.043130,194202.421793,-282186.758801,-164161.082881,1.198425,0.817317,0.053400
60403.500000,765417600.035699,196239.937386,-280734.504379,-163992.683606,1.159264,0.862046,0.141013
60403.520000,765419327.978947,198206.808736,-279212.291531,-163675.031118,1.116694,0.898576,0.226401
60403.540000,765421056.009845,200097.036652,-277633.136708,-163210.723291,1.070357,0.927984,0.310954
60403.560000,765422783.990856,201903.417516,-276009.003462,-162600.095873,1.019568,0.950716,0.395990
60403.580000,765424511.974842,203617.454258,-274351.404212,-161841.136552,0.963257,0.966641,0.482870
60403.600000,765426240.029081,205228.382626,-272672.622224,-160929.350144,0.899832,0.974951,0.573101
60403.620000,765427968.011374,206721.871008,-270987.326952,-159857.549307,0.826924,0.973856,0.668440
60403.640000,765429695.968077,208078.648223,-269314.372686,-158615.084411,0.740863,0.959928,0.771052
60403.660000,765431424.034261,209271.372609,-267680.868554,-157187.064543,0.635690,0.926571,0.883579
60403.680000,765433151.979864,210258.844077,-266130.808254,-155554.110976,0.501137,0.860275,1.008767
60403.700000,765434879.991271,210975.712837,-264743.824402,-153693.258171,0.318178,0.729960,1.146575
60403.720000,765436607.982806,211310.640796,-263690.461926,-151595.290058,0.051658,0.451549,1.274332
60403.740000,765438335.996514,211092.182872,-263407.613678,-149393.631149,-0.307695,-0.226464,1.191507
60403.760000,765440063.950338,210590.017658,-264713.854762,-148156.130415,-0.019180,-1.132023,0.018929
60403.780000,765441791.983428,211417.716162,-266265.406343,-148975.968696,0.866632,-0.548707,-0.717266
60403.800000,765443519.995459,213218.598844,-266698.946865,-150202.986810,1.157246,-0.005529,-0.663694
60403.820000,765445248.031313,215303.105439,-266418.599367,-151225.526542,1.237992,0.303511,-0.518251
60403.840000,765446976.016520,217460.952112,-265714.655662,-151998.837492,1.253256,0.498059,-0.379286
60403.860000,765448703.991755,219619.871846,-264731.348305,-152545.199310,1.242745,0.632655,-0.255502
60403.880000,765450431.961927,221748.880019,-263548.279305,-152889.253747,1.219970,0.732082,-0.144585
60403.900000,765452160.023970,223832.210735,-262214.171976,-153050.443253,1.190309,0.808892,-0.043341
60403.920000,765453888.026593,225860.058658,-260761.676308,-153043.068518,1.156080,0.870025,0.050903
60403.940000,765455616.020168,227825.554041,-259214.009326,-152877.319745,1.118244,0.919576,0.140280
60403.960000,765457344.016642,229722.784818,-257588.848281,-152560.063959,1.077070,0.960034,0.226522
60403.980000,765459071.968624,231545.844293,-255900.551307,-152095.429735,1.032397,0.992885,0.311103
60404.000000,765460800.001862,233288.428603,-254161.367550,-151485.069589,0.983719,1.018919,0.395378
60404.020000,765462528.016915,234942.843773,-252382.920444,-150728.405620,0.930199,1.038336,0.480665
60404.040000,765464256.027042,236499.707402,-250576.880824,-149822.489220,0.870563,1.050737,0.568371
60404.060000,765465984.023449,237946.927144,-248756.256657,-148761.811539,0.802930,1.054956,0.660083
60404.080000,765467711.962680,239268.369994,-246937.049339,-147537.892236,0.724455,1.048638,0.757706
60404.100000,765469439.989084,240441.837976,-245140.772121,-146138.447599,0.630650,1.027304,0.863595
60404.120000,765471168.030087,241434.915207,-243400.161210,-144546.891602,0.514056,0.982161,0.980516
60404.140000,765472895.983881,242197.859507,-241770.517548,-142742.059079,0.361390,0.894411,1.110721
60404.160000,765474624.017866,242649.003375,-240358.811559,-140702.689496,0.147487,0.717907,1.249473
60404.180000,765476351.985925,242647.955524,-239413.180766,-138447.436337,-0.168883,0.318073,1.338638
60404.200000,765478080.032365,242055.845429,-239586.446723,-136342.638679,-0.448960,-0.627052,0.911683
60404.220000,765479807.986973,241839.897165,-241211.697633,-136007.303314,0.368722,-0.894711,-0.450538
60404.240000,765481536.006994,243097.352485,-242125.253610,-137105.755777,0.967430,-0.194364,-0.683468
60404.260000,765483263.981919,244943.923251,-242060.278881,-138190.254853,1.135101,0.228677,-0.558784
60404.280000,765484992.036030,246952.455563,-241433.292834,-139027.385776,1.178611,0.477592,-0.411608
60404.300000,765486719.970682,248993.435383,-240458.086105,-139621.319738,1.179402,0.641035,-0.278532
60404.320000,765488448.002452,251018.147874,-239244.589970,-139998.610390,1.161913,0.757514,-0.160370
60404.340000,765490175.960770,253003.714332,-237856.515093,-140182.279206,1.135099,0.845282,-0.053883
60404.360000,765491904.004530,254937.852757,-236334.205355,-140189.750655,1.102670,0.913970,0.044031
60404.380000,765493631.996551,256812.286600,-234705.596190,-140033.620401,1.066227,0.969060,0.135835
60404.400000,765495359.980749,258620.755689,-232991.074670,-139722.687865,1.026378,1.013836,0.223495
60404.420000,765497088.029899,260357.558455,-231206.513762,-139262.660780,0.983179,1.050301,0.308629
60404.440000,765498816.043903,262016.580759,-229365.282116,-138656.689392,0.936316,1.079606,0.392647
60404.460000,765500543.995726,263590.961097,-227479.243941,-137905.571156,0.885144,1.102279,0.476872
60404.480000,765502272.013528,265072.551486,-225559.675342,-137007.735238,0.828646,1.118273,0.562654
60404.500000,765504000.016681,266450.861325,-223618.698121,-135959.294008,0.765319,1.126896,0.651452
60404.520000,765505728.035421,267712.306538,-221670.236483,-134753.594950,0.692919,1.126550,0.744963
60404.540000,765507456.004024,268838.412814,-219732.245555,-133380.822606,0.608006,1.114153,0.845247
60404.560000,765509183.993629,269803.222959,-217830.006889,-131827.104701,0.505042,1.083804,0.954831
60404.580000,765510911.949302,270568.098299,-216003.632987,-130074.024108,0.374546,1.023580,1.076458
60404.600000,765512640.010227,271072.042537,-214324.492008,-128099.243374,0.199078,0.906588,1.210918
60404.620000,765514368.015422,271211.654760,-212941.586536,-125889.265519,-0.054329,0.661853,1.342356
60404.640000,765516096.006480,270817.361726,-212228.665293,-123533.173286,-0.415440,0.072961,1.325195
60404.660000,765517823.970880,269984.392123,-213020.539855,-121881.368084,-0.328126,-0.940709,0.325553
60404.680000,765519552.027507,270307.862046,-214436.746943,-122367.685766,0.633283,-0.497136,-0.619854
60404.700000,765521279.977908,271770.197393,-214737.952648,-123469.266740,0.984974,0.092718,-0.601084
60404.720000,765523007.964878,273573.084701,-214265.759815,-124382.979769,1.081139,0.424129,-0.453741
60404.740000,765524736.019739,275464.531695,-213343.822743,-125041.258407,1.100805,0.628447,-0.310732
60404.760000,765526463.974254,277361.256786,-212130.756225,-125466.373697,1.091456,0.767667,-0.183913
60404.780000,765528191.990452,279229.002871,-210712.137599,-125684.847994,1.068696,0.869392,-0.070961
60404.800000,765529920.022278,281050.554506,-209139.688871,-125717.610668,1.038600,0.947323,0.031566
60404.820000,765531647.991007,282815.702872,-207447.533754,-125580.094129,1.003762,1.008939,0.126547
60404.840000,765533375.972085,284517.413279,-205659.691861,-125283.304272,0.965267,1.058615,0.216245
60404.860000,765535103.972481,286149.740181,-203794.314424,-124834.748630,0.923448,1.098996,0.302472
60404.880000,765536831.999264,287706.897531,-201865.957328,-124239.073974,0.878187,1.131672,0.386748
60404.900000,765538559.958010,289182.506118,-199887.203613,-123498.494316,0.829028,1.157507,0.470437
60404.920000,765540288.020429,290569.330378,-197869.354996,-122612.802696,0.775165,1.176781,0.554867
60404.940000,765542016.029354,291858.143521,-195824.110573,-121579.629288,0.715397,1.189183,0.641403
60404.960000,765543743.968959,293037.293065,-193764.135327,-120394.054232,0.647935,1.193678,0.731587
60404.980000,765545472.010628,294091.435497,-191704.525933,-119048.125265,0.570086,1.188139,0.827247
60405.000000,765547199.984712,294999.172039,-189665.950913,-117530.655272,0.477653,1.168518,0.930603
60405.020000,765548928.002354,295729.894330,-187678.633402,-115826.004356,0.363696,1.126944,1.044308
60405.040000,765550655.958645,296236.855203,-185793.054951,-113914.181785,0.215984,1.046863,1.170710
60405.060000,765552384.017148,296443.969655,-184104.544658,-111773.876417,0.011418,0.888581,1.306921
60405.080000,765554111.957027,296220.040873,-182828.197164,-109412.664562,-0.290768,0.538995,1.410419
60405.100000,765555840.032832,295397.251316,-182532.808932,-107095.299114,-0.629606,-0.313407,1.126784
60405.120000,765557567.986418,294677.445635,-183814.222105,-106301.635297,0.037260,-0.842455,-0.253390
60405.140000,765559296.031798,295471.238281,-184656.986203,-107211.266183,0.748810,-0.135234,-0.619675
60405.160000,765561024.020532,296976.461229,-184454.945697,-108198.220357,0.951017,0.323527,-0.504245
60405.180000,765562751.989974,298676.676444,-183648.844725,-108938.223042,1.004099,0.587984,-0.353459
60405.200000,765564480.005362,300419.260636,-182475.929877,-109428.413050,1.007872,0.758550,-0.216740
