# epoch (MJD),epoch (seconds TDB),x [km],y [km],z [km],vx [km/s],vy [km/s],vz [km/s]
60394.580000,764646981.182579,-400892.601442,-54830.536739,-18765.151122,0.151764,-0.844501,-0.463356
60394.600000,764648709.182578,-400626.767309,-56289.336015,-19565.659014,0.155913,-0.843921,-0.463156
60394.620000,764650437.182578,-400353.765427,-57747.119732,-20365.814902,0.160060,-0.843326,-0.462948
60394.640000,764652165.182578,-400073.599459,-59203.861135,-21165.604132,0.164206,-0.842715,-0.462732
60394.660000,764653893.182577,-399786.273069,-60659.533465,-21965.012048,0.168349,-0.842088,-0.462507
60394.680000,764655621.182577,-399491.789921,-62114.109966,-22764.023994,0.172490,-0.841446,-0.462274
60394.700000,764657349.182577,-399190.153679,-63567.563881,-23562.625316,0.176628,-0.840789,-0.462032
60394.720000,764659077.182577,-398881.368007,-65019.868453,-24360.801357,0.180764,-0.840116,-0.461782
60394.740000,764660805.182576,-398565.436568,-66470.996924,-25158.537463,0.184898,-0.839428,-0.461523
60394.760000,764662533.182576,-398242.363057,-67920.922542,-25955.818979,0.189029,-0.838724,-0.461255
60394.780000,764664261.182576,-397912.151872,-69369.618605,-26752.631259,0.193158,-0.838005,-0.460980
60394.800000,764665989.182575,-397574.808116,-70817.058472,-27548.959669,0.197284,-0.837270,-0.460695
60394.820000,764667717.182575,-397230.336921,-72263.215501,-28344.789577,0.201407,-0.836520,-0.460403
60394.840000,764669445.182575,-396878.743422,-73708.063052,-29140.106347,0.205528,-0.835755,-0.460101
60394.860000,764671173.182575,-396520.032751,-75151.574483,-29934.895347,0.209645,-0.834974,-0.459792
60394.880000,764672901.182574,-396154.210042,-76593.723154,-30729.141942,0.213760,-0.834177,-0.459474
60394.900000,764674629.182574,-395781.280427,-78034.482423,-31522.831498,0.217872,-0.833365,-0.459147
60394.920000,764676357.182574,-395401.249039,-79473.825651,-32315.949383,0.221980,-0.832538,-0.458812
60394.940000,764678085.182573,-395014.121012,-80911.726195,-33108.480961,0.226086,-0.831696,-0.458468
60394.960000,764679813.182573,-394619.901479,-82348.157416,-33900.411599,0.230188,-0.830838,-0.458116
60394.980000,764681541.182573,-394218.595573,-83783.092672,-34691.726663,0.234287,-0.829964,-0.457756
60395.000000,764683269.182573,-393810.208427,-85216.505322,-35482.411520,0.238383,-0.829076,-0.457387
60395.020000,764684997.182572,-393394.745419,-86648.368754,-36272.451545,0.242476,-0.828171,-0.457010
60395.040000,764686725.182572,-392972.212912,-88078.656471,-37061.832146,0.246564,-0.827252,-0.456624
60395.060000,764688453.182572,-392542.617509,-89507.342004,-37850.538742,0.250650,-0.826317,-0.456230
60395.080000,764690181.182571,-392105.965819,-90934.398885,-38638.556752,0.254732,-0.825367,-0.455827
60395.100000,764691909.182571,-391662.264446,-92359.800644,-39425.871593,0.258810,-0.824401,-0.455416
60395.120000,764693637.182571,-391211.519998,-93783.520813,-40212.468684,0.262884,-0.823420,-0.454996
60395.140000,764695365.182571,-390753.739081,-95205.532923,-40998.333443,0.266955,-0.822424,-0.454568
60395.160000,764697093.182570,-390288.928300,-96625.810506,-41783.451288,0.271021,-0.821413,-0.454132
60395.180000,764698821.182570,-389817.094262,-98044.327093,-42567.807638,0.275084,-0.820386,-0.453687
60395.200000,764700549.182570,-389338.243573,-99461.056214,-43351.387910,0.279143,-0.819344,-0.453233
60395.220000,764702277.182570,-388852.382840,-100875.971402,-44134.177524,0.283197,-0.818287,-0.452772
60395.240000,764704005.182569,-388359.518668,-102289.046188,-44916.161896,0.287248,-0.817214,-0.452301
60395.260000,764705733.182569,-387859.657695,-103700.254107,-45697.326447,0.291294,-0.816126,-0.451823
60395.280000,764707461.182569,-387352.807264,-105109.568806,-46477.656638,0.295336,-0.815023,-0.451336
60395.300000,764709189.182568,-386838.975425,-106516.964040,-47257.137966,0.299374,-0.813905,-0.450840
60395.320000,764710917.182568,-386318.170260,-107922.413570,-48035.755934,0.303407,-0.812771,-0.450337
60395.340000,764712645.182568,-385790.399848,-109325.891154,-48813.496042,0.307436,-0.811622,-0.449824
60395.360000,764714373.182568,-385255.672270,-110727.370555,-49590.343792,0.311460,-0.810458,-0.449304
60395.380000,764716101.182567,-384713.995609,-112126.825532,-50366.284685,0.315480,-0.809279,-0.448775
60395.400000,764717829.182567,-384165.377944,-113524.229845,-51141.304221,0.319494,-0.808085,-0.448237
60395.420000,764719557.182567,-383609.827356,-114919.557255,-51915.387903,0.323505,-0.806875,-0.447691
