# epoch (MJD),epoch (seconds TDB),x [km],y [km],z [km],vx [km/s],vy [km/s],vz [km/s]
60393.040000,764513925.182600,-454126.454834,34935.104466,1688.050023,-0.149584,-0.823808,-0.662184
60393.060000,764515653.182599,-454381.027790,33511.792116,544.586333,-0.145061,-0.823543,-0.661270
60393.080000,764517381.182599,-454627.794066,32088.942329,-597.290008,-0.140548,-0.823272,-0.660347
60393.100000,764519109.182599,-454866.771640,30666.566176,-1737.562266,-0.136046,-0.822995,-0.659413
60393.120000,764520837.182599,-455097.978492,29244.674727,-2876.213708,-0.131555,-0.822711,-0.658470
60393.140000,764522565.182598,-455321.432602,27823.279051,-4013.227600,-0.127074,-0.822421,-0.657517
60393.160000,764524293.182598,-455537.151950,26402.390218,-5148.587208,-0.122604,-0.822125,-0.656554
60393.180000,764526021.182598,-455745.154516,24982.019300,-6282.275799,-0.118143,-0.821822,-0.655582
60393.200000,764527749.182598,-455945.458278,23562.177366,-7414.276640,-0.113693,-0.821513,-0.654600
60393.220000,764529477.182597,-456138.081217,22142.875486,-8544.572997,-0.109254,-0.821197,-0.653609
60393.240000,764531205.182597,-456323.041312,20724.124730,-9673.148136,-0.104824,-0.820875,-0.652609
60393.260000,764532933.182597,-456500.356513,19305.936173,-10799.985360,-0.100404,-0.820546,-0.651599
60393.280000,764534661.182596,-456670.044088,17888.320970,-11925.068779,-0.095994,-0.820211,-0.650580
60393.300000,764536389.182596,-456832.120624,16471.290362,-13048.383312,-0.091594,-0.819869,-0.649553
60393.320000,764538117.182596,-456986.602676,15054.855592,-14169.913916,-0.087204,-0.819521,-0.648516
60393.340000,764539845.182596,-457133.506801,13639.027904,-15289.645545,-0.082824,-0.819167,-0.647470
60393.360000,764541573.182595,-457272.849555,12223.818541,-16407.563155,-0.078453,-0.818806,-0.646416
60393.380000,764543301.182595,-457404.647496,10809.238747,-17523.651700,-0.074092,-0.818438,-0.645352
60393.400000,764545029.182595,-457528.917178,9395.299766,-18637.896135,-0.069741,-0.818064,-0.644280
60393.420000,764546757.182595,-457645.675159,7982.012840,-19750.281417,-0.065399,-0.817684,-0.643200
60393.440000,764548485.182594,-457754.937995,6569.389214,-20860.792500,-0.061066,-0.817297,-0.642111
60393.460000,764550213.182594,-457856.722242,5157.440130,-21969.414339,-0.056743,-0.816903,-0.641013
60393.480000,764551941.182594,-457951.044457,3746.176833,-23076.131889,-0.052429,-0.816503,-0.639907
60393.500000,764553669.182593,-458037.921196,2335.610566,-24180.930106,-0.048125,-0.816096,-0.638792
60393.520000,764555397.182593,-458117.368815,925.752596,-25283.794165,-0.043830,-0.815683,-0.637670
60393.540000,764557125.182593,-458189.402866,-483.385718,-26384.710126,-0.039543,-0.815263,-0.636539
60393.560000,764558853.182593,-458254.038702,-1891.792991,-27483.664271,-0.035266,-0.814837,-0.635399
60393.580000,764560581.182592,-458311.291674,-3299.457840,-28580.642879,-0.030999,-0.814404,-0.634252
60393.600000,764562309.182592,-458361.177134,-4706.368881,-29675.632231,-0.026740,-0.813964,-0.633097
60393.620000,764564037.182592,-458403.710434,-6112.514732,-30768.618608,-0.022490,-0.813518,-0.631933
60393.640000,764565765.182592,-458438.906926,-7517.884008,-31859.588291,-0.018249,-0.813066,-0.630762
60393.660000,764567493.182591,-458466.781963,-8922.465327,-32948.527559,-0.014016,-0.812606,-0.629583
60393.680000,764569221.182591,-458487.350895,-10326.247304,-34035.422695,-0.009793,-0.812140,-0.628395
60393.700000,764570949.182591,-458500.629075,-11729.218556,-35120.259978,-0.005578,-0.811668,-0.627200
60393.720000,764572677.182590,-458506.631855,-13131.367700,-36203.025689,-0.001372,-0.811189,-0.625998
60393.740000,764574405.182590,-458505.374586,-14532.683351,-37283.706108,0.002825,-0.810703,-0.624787
60393.760000,764576133.182590,-458496.872600,-15933.154126,-38362.287539,0.007014,-0.810211,-0.623569
60393.780000,764577861.182590,-458481.140736,-17332.768585,-39438.756790,0.011194,-0.809712,-0.622344
60393.800000,764579589.182589,-458458.193346,-18731.515242,-40513.101178,0.015365,-0.809206,-0.621110
60393.820000,764581317.182589,-458428.044759,-20129.382604,-41585.308039,0.019529,-0.808694,-0.619870
60393.840000,764583045.182589,-458390.709304,-21526.359181,-42655.364712,0.023683,-0.808176,-0.618622
