# epoch (MJD),epoch (seconds TDB),r [km],alpha [deg],beta [deg]
60399.320000,765056517.182513,451067.656668,0.339365,-37.864974
60399.340000,765058245.182513,450847.762155,-0.055171,-37.918682
60399.360000,765059973.182512,450626.703690,-0.453126,-37.969283
60399.380000,765061701.182512,450404.488307,-0.854498,-38.016698
60399.400000,765063429.182512,450181.123040,-1.259282,-38.060850
60399.420000,765065157.182512,449956.614924,-1.667477,-38.101658
60399.440000,765066885.182511,449730.970994,-2.079081,-38.139045
60399.460000,765068613.182511,449504.198284,-2.494090,-38.172931
60399.480000,765070341.182511,449276.303830,-2.912503,-38.203238
60399.500000,765072069.182510,449047.294666,-3.334316,-38.229887
60399.520000,765073797.182510,448817.178044,-3.759521,-38.252796
60399.540000,765075525.182510,448585.962086,-4.188085,-38.271869
60399.560000,765077253.182510,448353.655132,-4.619970,-38.287005
60399.580000,765078981.182509,448120.265522,-5.055138,-38.298105
60399.600000,765080709.182509,447885.801595,-5.493550,-38.305068
60399.620000,765082437.182509,447650.271692,-5.935167,-38.307795
60399.640000,765084165.182508,447413.684153,-6.379951,-38.306185
60399.660000,765085893.182508,447176.047316,-6.827865,-38.300140
60399.680000,765087621.182508,446937.369522,-7.278868,-38.289558
60399.700000,765089349.182508,446697.659110,-7.732923,-38.274339
60399.720000,765091077.182507,446456.924421,-8.189991,-38.254385
60399.740000,765092805.182507,446215.173794,-8.650034,-38.229594
60399.760000,765094533.182507,445972.415598,-9.113013,-38.199867
60399.780000,765096261.182507,445728.658881,-9.578861,-38.165095
60399.800000,765097989.182506,445483.913370,-10.047490,-38.125160
60399.820000,765099717.182506,445238.188819,-10.518808,-38.079943
60399.840000,765101445.182506,444991.494986,-10.992724,-38.029328
60399.860000,765103173.182505,444743.841625,-11.469147,-37.973197
60399.880000,765104901.182505,444495.238492,-11.947986,-37.911430
60399.900000,765106629.182505,444245.695343,-12.429149,-37.843911
60399.920000,765108357.182505,443995.221935,-12.912545,-37.770522
60399.940000,765110085.182504,443743.828021,-13.398083,-37.691144
60399.960000,765111813.182504,443491.523360,-13.885672,-37.605660
60399.980000,765113541.182504,443238.317705,-14.375221,-37.513951
60400.000000,765115269.182503,442984.220813,-14.866639,-37.415900
60400.020000,765116997.182503,442729.242694,-15.359823,-37.311389
60400.040000,765118725.182503,442473.394376,-15.854633,-37.200295
60400.060000,765120453.182503,442216.687142,-16.350914,-37.082497
60400.080000,765122181.182502,441959.132275,-16.848515,-36.957871
60400.100000,765123909.182502,441700.741057,-17.347283,-36.826296
60400.120000,765125637.182502,441441.524770,-17.847065,-36.687650
60400.140000,765127365.182501,441181.494699,-18.347708,-36.541811
60400.160000,765129093.182501,440920.662124,-18.849061,-36.388655
60400.180000,765130821.182501,440659.038329,-19.350970,-36.228060
60400.200000,765132549.182501,440396.634597,-19.853282,-36.059906
60400.220000,765134277.182500,440133.462210,-20.355846,-35.884068
60400.240000,765136005.182500,439869.532451,-20.858508,-35.700425
60400.260000,765137733.182500,439604.856637,-21.361115,-35.508856
60400.280000,765139461.182500,439339.446864,-21.863488,-35.309249
60400.300000,765141189.182499,439073.316013,-22.365428,-35.101506
60400.320000,765142917.182499,438806.476997,-22.866730,-34.885527
60400.340000,765144645.182499,438538.942728,-23.367192,-34.661215
60400.360000,765146373.182498,438270.726120,-23.866611,-34.428470
60400.380000,765148101.182498,438001.840086,-24.364785,-34.187195
60400.400000,765149829.182498,437732.297539,-24.861511,-33.937290
60400.420000,765151557.182498,437462.111392,-25.356587,-33.678657
60400.440000,765153285.182497,437191.294558,-25.849808,-33.411196
60400.460000,765155013.182497,436919.859950,-26.340974,-33.134811
60400.480000,765156741.182497,436647.820481,-26.829881,-32.849401
60400.500000,765158469.182497,436375.189065,-27.316327,-32.554869
60400.520000,765160197.182496,436101.978900,-27.800105,-32.251126
60400.540000,765161925.182496,435828.204328,-28.281003,-31.938133
60400.560000,765163653.182496,435553.879977,-28.758803,-31.615859
60400.580000,765165381.182495,435279.020474,-29.233287,-31.284274
60400.600000,765167109.182495,435003.640448,-29.704240,-30.943349
60400.620000,765168837.182495,434727.754526,-30.171443,-30.593054
60400.640000,765170565.182495,434451.377336,-30.634680,-30.233359
60400.660000,765172293.182494,434174.523505,-31.093735,-29.864234
60400.680000,765174021.182494,433897.207662,-31.548389,-29.485650
60400.700000,765175749.182494,433619.444434,-31.998427,-29.097577
60400.720000,765177477.182493,433341.248448,-32.443630,-28.699985
60400.740000,765179205.182493,433062.634332,-32.883783,-28.292845
60400.760000,765180933.182493,432783.616752,-33.318669,-27.876129
60400.780000,765182661.182493,432504.211214,-33.748089,-27.449866
60400.800000,765184389.182492,432224.434072,-34.171863,-27.014142
60400.820000,765186117.182492,431944.301715,-34.589810,-26.569045
60400.840000,765187845.182492,431663.830531,-35.001749,-26.114663
60400.860000,765189573.182492,431383.036910,-35.407502,-25.651085
60400.880000,765191301.182491,431101.937240,-35.806886,-25.178399
60400.900000,765193029.182491,430820.547911,-36.199723,-24.696693
60400.920000,765194757.182491,430538.885312,-36.585832,-24.206054
60400.940000,765196485.182490,430256.965831,-36.965032,-23.706571
60400.960000,765198213.182490,429974.805858,-37.337144,-23.198333
60400.980000,765199941.182490,429692.421781,-37.701987,-22.681427
60401.000000,765201669.182490,429409.829990,-38.059381,-22.155941
60401.020000,765203397.182489,429127.047165,-38.409159,-21.621987
60401.040000,765205125.182489,428844.091146,-38.751206,-21.079767
60401.060000,765206853.182489,428560.980067,-39.085419,-20.529507
60401.080000,765208581.182489,428277.732060,-39.411697,-19.971432
60401.100000,765210309.182488,427994.365257,-39.729936,-19.405767
60401.120000,765212037.182488,427710.897790,-40.040037,-18.832738
60401.140000,765213765.182488,427427.347792,-40.341895,-18.252571
60401.160000,765215493.182487,427143.733395,-40.635410,-17.665491
60401.180000,765217221.182487,426860.072731,-40.920478,-17.071723
60401.200000,765218949.182487,426576.383934,-41.196999,-16.471494
60401.220000,765220677.182487,426292.685134,-41.464869,-15.865027
60401.240000,765222405.182486,426008.994465,-41.723988,-15.252550
60401.260000,765224133.182486,425725.330093,-41.974254,-14.634289
60401.280000,765225861.182486,425441.710961,-42.215611,-14.010516
60401.300000,765227589.182485,425158.156789,-42.448047,-13.381547
60401.320000,765229317.182485,424874.687333,-42.671551,-12.747701
60401.340000,765231045.182485,424591.322346,-42.886113,-12.109296
60401.360000,765232773.182485,424308.081584,-43.091722,-11.466651
60401.380000,765234501.182484,424024.984800,-43.288368,-10.820082
60401.400000,765236229.182484,423742.051749,-43.476041,-10.169909
60401.420000,765237957.182484,423459.302185,-43.654728,-9.516450
60401.440000,765239685.182483,423176.755864,-43.824421,-8.860022
60401.460000,765241413.182483,422894.432539,-43.985109,-8.200945
60401.480000,765243141.182483,422612.351964,-44.136780,-7.539536
60401.500000,765244869.182483,422330.533895,-44.279425,-6.876114
60401.520000,765246597.182482,422048.998310,-44.413044,-6.210995
60401.540000,765248325.182482,421767.766085,-44.537687,-5.544491
60401.560000,765250053.182482,421486.858321,-44.653412,-4.876910
60401.580000,765251781.182482,421206.296116,-44.760280,-4.208562
60401.600000,765253509.182481,420926.100572,-44.858351,-3.539756
60401.620000,765255237.182481,420646.292788,-44.947685,-2.870802
60401.640000,765256965.182481,420366.893865,-45.028341,-2.202009
60401.660000,765258693.182480,420087.924903,-45.100380,-1.533686
60401.680000,765260421.182480,419809.407002,-45.163862,-0.866143
60401.700000,765262149.182480,419531.361262,-45.218847,-0.199689
60401.720000,765263877.182480,419253.808784,-45.265394,0.465366
60401.740000,765265605.182480,418976.770667,-45.303564,1.128713
60401.760000,765267333.182479,418700.268030,-45.333417,1.790045
60401.780000,765269061.182479,418424.322398,-45.355028,2.449100
60401.800000,765270789.182479,418148.955704,-45.368486,3.105663
60401.820000,765272517.182478,417874.189901,-45.373879,3.759519
60401.840000,765274245.182478,417600.046940,-45.371298,4.410455
60401.860000,765275973.182478,417326.548772,-45.360832,5.058256
60401.880000,765277701.182477,417053.717348,-45.342570,5.702710
60401.900000,765279429.182477,416781.574621,-45.316601,6.343603
60401.920000,765281157.182477,416510.142541,-45.283015,6.980720
60401.940000,765282885.182477,416239.443060,-45.241902,7.613848
60401.960000,765284613.182476,415969.498129,-45.193350,8.242772
60401.980000,765286341.182476,415700.329700,-45.137449,8.867281
60402.000000,765288069.182476,415431.959724,-45.074288,9.487158
60402.020000,765289797.182475,415164.410165,-45.003955,10.102210
60402.040000,765291525.182475,414897.703042,-44.926535,10.712320
60402.060000,765293253.182475,414631.860382,-44.842109,11.317388
60402.080000,765294981.182475,414366.904217,-44.750760,11.917317
60402.100000,765296709.182474,414102.856577,-44.652570,12.512008
60402.120000,765298437.182474,413839.739490,-44.547622,13.101363
60402.140000,765300165.182474,413577.574989,-44.435997,13.685283
60402.160000,765301893.182474,413316.385101,-44.317779,14.263670
60402.180000,765303621.182473,413056.191858,-44.193049,14.836425
60402.200000,765305349.182473,412797.017288,-44.061890,15.403450
60402.220000,765307077.182473,412538.883423,-43.924385,15.964647
60402.240000,765308805.182472,412281.812293,-43.780615,16.519917
60402.260000,765310533.182472,412025.825905,-43.630663,17.069164
60402.280000,765312261.182472,411770.945795,-43.474599,17.612331
60402.300000,765313989.182472,411517.193019,-43.312484,18.149404
60402.320000,765315717.182471,411264.588614,-43.144376,18.680368
60402.340000,765317445.182471,411013.153619,-42.970335,19.205211
60402.360000,765319173.182471,410762.909068,-42.790420,19.723918
60402.380000,765320901.182471,410513.876001,-42.604691,20.236475
60402.400000,765322629.182470,410266.075453,-42.413206,20.742870
60402.420000,765324357.182470,410019.528462,-42.216026,21.243088
60402.440000,765326085.182470,409774.256065,-42.013208,21.737116
60402.460000,765327813.182469,409530.279299,-41.804814,22.224941
60402.480000,765329541.182469,409287.619200,-41.590901,22.706548
60402.500000,765331269.182469,409046.296806,-41.371530,23.181924
60402.520000,765332997.182469,408806.332776,-41.146757,23.651063
60402.540000,765334725.182468,408567.746256,-40.916625,24.113989
60402.560000,765336453.182468,408330.556016,-40.681178,24.570732
60402.580000,765338181.182468,408094.780823,-40.440456,25.021324
60402.600000,765339909.182467,407860.439446,-40.194500,25.465795
60402.620000,765341637.182467,407627.550654,-39.943353,25.904178
60402.640000,765343365.182467,407396.133215,-39.687056,26.336502
60402.660000,765345093.182467,407166.205899,-39.425650,26.762800
60402.680000,765346821.182466,406937.787473,-39.159177,27.183101
60402.700000,765348549.182466,406710.896707,-38.887679,27.597438
60402.720000,765350277.182466,406485.552368,-38.611198,28.005841
60402.740000,765352005.182465,406261.773226,-38.329773,28.408341
60402.760000,765353733.182465,406039.577977,-38.043449,28.804970
60402.780000,765355461.182465,405818.983676,-37.752267,29.195767
60402.800000,765357189.182465,405600.005729,-37.456273,29.580780
60402.820000,765358917.182464,405382.659475,-37.155514,29.960056
60402.840000,765360645.182464,405166.960251,-36.850034,30.333644
60402.860000,765362373.182464,404952.923395,-36.539879,30.701590
60402.880000,765364101.182464,404740.564242,-36.225094,31.063943
60402.900000,765365829.182463,404529.898132,-35.905726,31.420751
60402.920000,765367557.182463,404320.940401,-35.581819,31.772062
60402.940000,765369285.182463,404113.706387,-35.253420,32.117922
60402.960000,765371013.182462,403908.211426,-34.920573,32.458381
60402.980000,765372741.182462,403704.470856,-34.583325,32.793485
60403.000000,765374469.182462,403502.500015,-34.241720,33.123283
60403.020000,765376197.182462,403302.313590,-33.895811,33.447823
60403.040000,765377925.182461,403103.923669,-33.545673,33.767155
60403.060000,765379653.182461,402907.341690,-33.191387,34.081330
60403.080000,765381381.182461,402712.579093,-32.833036,34.390397
60403.100000,765383109.182460,402519.647315,-32.470700,34.694408
60403.120000,765384837.182460,402328.557796,-32.104461,34.993414
60403.140000,765386565.182460,402139.321973,-31.734401,35.287464
60403.160000,765388293.182460,401951.951285,-31.360601,35.576609
60403.180000,765390021.182459,401766.457170,-30.983143,35.860900
60403.200000,765391749.182459,401582.851068,-30.602108,36.140388
60403.220000,765393477.182459,401401.144416,-30.217578,36.415123
60403.240000,765395205.182459,401221.348653,-29.829634,36.685155
60403.260000,765396933.182458,401043.475154,-29.438359,36.950535
60403.280000,765398661.182458,400867.533817,-29.043869,37.211313
60403.300000,765400389.182458,400693.533066,-28.646311,37.467536
60403.320000,765402117.182458,400521.481262,-28.245833,37.719255
60403.340000,765403845.182457,400351.386765,-27.842585,37.966516
60403.360000,765405573.182457,400183.257933,-27.436714,38.209368
60403.380000,765407301.182457,400017.103128,-27.028370,38.447860
60403.400000,765409029.182456,399852.930708,-26.617702,38.682040
60403.420000,765410757.182456,399690.749035,-26.204858,38.911957
60403.440000,765412485.182456,399530.566467,-25.789987,39.137659
60403.460000,765414213.182456,399372.391365,-25.373237,39.359194
60403.480000,765415941.182455,399216.232089,-24.954758,39.576612
60403.500000,765417669.182455,399062.096998,-24.534699,39.789960
60403.520000,765419397.182455,398909.994269,-24.113220,39.999286
60403.540000,765421125.182454,398759.931349,-23.690539,40.204636
60403.560000,765422853.182454,398611.915499,-23.266884,40.406056
60403.580000,765424581.182454,398465.953982,-22.842486,40.603590
60403.600000,765426309.182454,398322.054060,-22.417572,40.797284
60403.620000,765428037.182454,398180.222997,-21.992373,40.987184
60403.640000,765429765.182453,398040.468055,-21.567118,41.173334
60403.660000,765431493.182453,397902.796496,-21.142036,41.355780
60403.680000,765433221.182453,397767.215583,-20.717356,41.534566
60403.700000,765434949.182452,397633.732578,-20.293308,41.709740
60403.720000,765436677.182452,397502.354745,-19.870121,41.881345
60403.740000,765438405.182452,397373.089345,-19.448024,42.049427
60403.760000,765440133.182451,397245.943654,-19.027248,42.214031
60403.780000,765441861.182451,397120.925241,-18.608055,42.375201
60403.800000,765443589.182451,396998.041972,-18.190739,42.532980
60403.820000,765445317.182451,396877.301721,-17.775593,42.687411
60403.840000,765447045.182450,396758.712368,-17.362913,42.838537
60403.860000,765448773.182450,396642.281787,-16.952994,42.986400
60403.880000,765450501.182450,396528.017856,-16.546129,43.131043
60403.900000,765452229.182449,396415.928453,-16.142614,43.272509
60403.920000,765453957.182449,396306.021453,-15.742744,43.410841
60403.940000,765455685.182449,396198.304733,-15.346812,43.546081
60403.960000,765457413.182449,396092.786171,-14.955115,43.678273
60403.980000,765459141.182448,395989.473643,-14.567945,43.807458
60404.000000,765460869.182448,395888.375026,-14.185599,43.933680
60404.020000,765462597.182448,395789.498239,-13.808378,44.056980
60404.040000,765464325.182448,395692.851372,-13.436617,44.177394
60404.060000,765466053.182447,395598.442555,-13.070659,44.294956
60404.080000,765467781.182447,395506.279920,-12.710844,44.409699
60404.100000,765469509.182447,395416.371598,-12.357516,44.521657
60404.120000,765471237.182446,395328.725721,-12.011017,44.630866
60404.140000,765472965.182446,395243.350421,-11.671689,44.737358
60404.160000,765474693.182446,395160.253828,-11.339873,44.841168
60404.180000,765476421.182446,395079.444074,-11.015912,44.942329
60404.200000,765478149.182445,395000.929290,-10.700149,45.040877
60404.220000,765479877.182445,394924.717608,-10.392926,45.136844
60404.240000,765481605.182445,394850.817159,-10.094584,45.230265
60404.260000,765483333.182445,394779.236027,-9.805467,45.321174
60404.280000,765485061.182444,394709.981199,-9.525955,45.409596
60404.300000,765486789.182444,394643.058565,-9.256460,45.495552
60404.320000,765488517.182444,394578.473968,-8.997400,45.579059
60404.340000,765490245.182443,394516.233250,-8.749188,45.660136
60404.360000,765491973.182443,394456.342253,-8.512242,45.738803
60404.380000,765493701.182443,394398.806822,-8.286975,45.815077
60404.400000,765495429.182443,394343.632797,-8.073804,45.888978
60404.420000,765497157.182442,394290.826022,-7.873145,45.960524
60404.440000,765498885.182442,394240.392339,-7.685412,46.029734
60404.460000,765500613.182442,394192.337592,-7.511021,46.096626
60404.480000,765502341.182441,394146.667621,-7.350388,46.161219
60404.500000,765504069.182441,394103.388271,-7.203928,46.223532
60404.520000,765505797.182441,394062.504523,-7.072101,46.283561
60404.540000,765507525.182441,394024.017920,-6.955543,46.341211
60404.560000,765509253.182440,393987.929143,-6.854936,46.396365
60404.580000,765510981.182440,393954.238875,-6.770961,46.448903
60404.600000,765512709.182440,393922.947797,-6.704297,46.498710
60404.620000,765514437.182440,393894.056591,-6.655627,46.545666
60404.640000,765516165.182439,393867.565940,-6.625631,46.589654
60404.660000,765517893.182439,393843.476525,-6.614990,46.630558
60404.680000,765519621.182439,393821.789028,-6.624385,46.668258
60404.700000,765521349.182438,393802.504132,-6.654497,46.702637
60404.720000,765523077.182438,393785.622517,-6.706007,46.733578
60404.740000,765524805.182438,393771.144867,-6.779595,46.760962
60404.760000,765526533.182438,393759.071725,-6.875952,46.784666
60404.780000,765528261.182437,393749.400486,-6.995988,46.804403
60404.800000,765529989.182437,393742.125389,-7.140830,46.819730
60404.820000,765531717.182437,393737.240540,-7.311617,46.830194
60404.840000,765533445.182436,393734.740043,-7.509486,46.835342
60404.860000,765535173.182436,393734.618001,-7.735575,46.834724
60404.880000,765536901.182436,393736.868519,-7.991021,46.827887
60404.900000,765538629.182436,393741.485701,-8.276964,46.814378
60404.920000,765540357.182435,393748.463650,-8.594539,46.793746
60404.940000,765542085.182435,393757.796472,-8.944886,46.765540
60404.960000,765543813.182435,393769.478271,-9.329141,46.729306
60404.980000,765545541.182434,393783.503149,-9.748443,46.684592
60405.000000,765547269.182434,393799.865213,-10.203930,46.630947
60405.020000,765548997.182434,393818.557528,-10.696826,46.567526
60405.040000,765550725.182434,393839.569011,-11.228705,46.491905
60405.060000,765552453.182433,393862.887542,-11.801228,46.401271
60405.080000,765554181.182433,393888.501001,-12.416055,46.292808
60405.100000,765555909.182433,393916.397266,-13.074848,46.163701
60405.120000,765557637.182433,393946.564218,-13.779267,46.011134
60405.140000,765559365.182432,393978.989737,-14.530974,45.832293
60405.160000,765561093.182432,394013.661701,-15.331629,45.624363
60405.180000,765562821.182432,394050.567990,-16.182892,45.384527
60405.200000,765564549.182432,394089.696484,-17.086426,45.109972
60405.220000,765566277.182431,394131.035062,-18.043890,44.797881
60405.240000,765568005.182431,394174.571605,-19.056945,44.445441
60405.260000,765569733.182431,394220.293891,-20.127052,44.049796
60405.280000,765571461.182431,394268.187401,-21.251061,43.607227
60405.300000,765573189.182430,394318.235319,-22.421213,43.113142
60405.320000,765574917.182430,394370.420726,-23.629545,42.562914
60405.340000,765576645.182430,394424.726705,-24.868099,41.951913
60405.360000,765578373.182430,394481.136338,-26.128912,41.275511
60405.380000,765580101.182429,394539.632709,-27.404026,40.529080
60405.400000,765581829.182429,394600.198898,-28.685479,39.707993
60405.420000,765583557.182428,394662.817990,-29.965311,38.807619
60405.440000,765585285.182428,394727.473066,-31.235561,37.823332
60405.460000,765587013.182428,394794.147209,-32.488268,36.750503
60405.480000,765588741.182428,394862.823502,-33.715473,35.584503
60405.500000,765590469.182427,394933.485026,-34.909215,34.320704
60405.520000,765592197.182427,395006.114351,-36.062343,32.957191
60405.540000,765593925.182427,395080.691992,-37.170950,31.502904
60405.560000,765595653.182426,395157.197949,-38.231936,29.969495
60405.580000,765597381.182426,395235.612225,-39.242204,28.368616
60405.600000,765599109.182426,395315.914820,-40.198655,26.711921
60405.620000,765600837.182426,395398.085737,-41.098192,25.011062
60405.640000,765602565.182425,395482.104975,-41.937716,23.277691
60405.660000,765604293.182425,395567.952537,-42.714129,21.523461
60405.680000,765606021.182425,395655.608423,-43.424334,19.760025
60405.700000,765607749.182425,395745.052636,-44.065231,17.999036
60405.720000,765609477.182424,395836.265175,-44.633722,16.252145
60405.740000,765611205.182424,395929.226044,-45.126711,14.531006
60405.760000,765612933.182424,396023.915210,-45.541285,12.847070
60405.780000,765614661.182424,396120.311903,-45.878838,11.207154
60405.800000,765616389.182423,396218.394610,-46.145072,9.613444
60405.820000,765618117.182423,396318.141790,-46.345873,8.067922
60405.840000,765619845.182423,396419.531898,-46.487129,6.572571
60405.860000,765621573.182422,396522.543390,-46.574725,5.129375
60405.880000,765623301.182422,396627.154723,-46.614550,3.740317
60405.900000,765625029.182422,396733.344353,-46.612491,2.407380
60405.920000,765626757.182422,396841.090737,-46.574434,1.132547
60405.940000,765628485.182421,396950.372332,-46.506268,-0.082199
60405.960000,765630213.182421,397061.167593,-46.413878,-1.234874
60405.980000,765631941.182421,397173.454977,-46.303153,-2.323496
60406.000000,765633669.182420,397287.212941,-46.179978,-3.346081
60406.020000,765635397.182420,397402.419881,-46.049374,-4.301529
60406.040000,765637125.182420,397519.053958,-45.912881,-5.192261
60406.060000,765638853.182420,397637.093272,-45.771176,-6.021584
60406.080000,765640581.182419,397756.515922,-45.624932,-6.792803
60406.100000,765642309.182419,397877.300011,-45.474823,-7.509223
60406.120000,765644037.182419,397999.423638,-45.321524,-8.174148
60406.140000,765645765.182419,398122.864904,-45.165709,-8.790885
60406.160000,765647493.182418,398247.601909,-45.008051,-9.362739
60406.180000,765649221.182418,398373.612753,-44.849226,-9.893014
60406.200000,765650949.182418,398500.875537,-44.689908,-10.385015
60406.220000,765652677.182418,398629.368362,-44.530770,-10.842049
60406.240000,765654405.182417,398759.069328,-44.372488,-11.267419
60406.260000,765656133.182417,398889.956545,-44.215723,-11.664383
60406.280000,765657861.182417,399022.008356,-44.060868,-12.035081
60406.300000,765659589.182416,399155.203337,-43.908043,-12.380537
60406.320000,765661317.182416,399289.520071,-43.757360,-12.701726
60406.340000,765663045.182416,399424.937144,-43.608928,-12.999624
60406.360000,765664773.182416,399561.433141,-43.462857,-13.275206
60406.380000,765666501.182415,399698.986647,-43.319257,-13.529448
60406.400000,765668229.182415,399837.576246,-43.178237,-13.763324
60406.420000,765669957.182415,399977.180523,-43.039908,-13.977811
60406.440000,765671685.182414,400117.778065,-42.904380,-14.173883
60406.460000,765673413.182414,400259.347454,-42.771761,-14.352517
60406.480000,765675141.182414,400401.867277,-42.642163,-14.514687
60406.500000,765676869.182413,400545.316118,-42.515695,-14.661369
60406.520000,765678597.182413,400689.672736,-42.392434,-14.793470
60406.540000,765680325.182413,400834.916580,-42.272324,-14.911622
60406.560000,765682053.182413,400981.027276,-42.155275,-15.016388
60406.580000,765683781.182412,401127.984448,-42.041199,-15.108331
60406.600000,765685509.182412,401275.767719,-41.930007,-15.188016
60406.620000,765687237.182412,401424.356713,-41.821609,-15.256005
60406.640000,765688965.182412,401573.731055,-41.715916,-15.312861
60406.660000,765690693.182411,401723.870369,-41.612840,-15.359150
60406.680000,765692421.182411,401874.754279,-41.512290,-15.395433
60406.700000,765694149.182411,402026.362408,-41.414179,-15.422274
60406.720000,765695877.182410,402178.674382,-41.318417,-15.440236
60406.740000,765697605.182410,402331.669823,-41.224914,-15.449884
60406.760000,765699333.182410,402485.328386,-41.133583,-15.451773
60406.780000,765701061.182410,402639.630384,-41.044350,-15.446300
60406.800000,765702789.182409,402794.556794,-40.957160,-15.433702
60406.820000,765704517.182409,402950.088621,-40.871955,-15.414208
60406.840000,765706245.182409,403106.206870,-40.788679,-15.388049
60406.860000,765707973.182409,403262.892546,-40.707278,-15.355454
60406.880000,765709701.182408,403420.126655,-40.627693,-15.316652
60406.900000,765711429.182408,403577.890202,-40.549869,-15.271875
60406.920000,765713157.182408,403736.164191,-40.473750,-15.221350
60406.940000,765714885.182407,403894.929628,-40.399280,-15.165309
60406.960000,765716613.182407,404054.167518,-40.326403,-15.103981
60406.980000,765718341.182407,404213.858866,-40.255061,-15.037595
60407.000000,765720069.182407,404373.984677,-40.185200,-14.966382
60407.020000,765721797.182406,404534.526219,-40.116766,-14.890555
60407.040000,765723525.182406,404695.465808,-40.049711,-14.810262
60407.060000,765725253.182406,404856.786021,-39.983995,-14.725634
60407.080000,765726981.182405,405018.469437,-39.919572,-14.636805
60407.100000,765728709.182405,405180.498634,-39.856401,-14.543905
60407.120000,765730437.182405,405342.856191,-39.794437,-14.447066
60407.140000,765732165.182405,405505.524684,-39.733637,-14.346420
60407.160000,765733893.182404,405668.486693,-39.673958,-14.242099
60407.180000,765735621.182404,405831.724795,-39.615356,-14.134235
60407.200000,765737349.182404,405995.221569,-39.557790,-14.022959
60407.220000,765739077.182404,406158.959592,-39.501214,-13.908404
60407.240000,765740805.182403,406322.921444,-39.445586,-13.790701
60407.260000,765742533.182403,406487.089736,-39.390862,-13.669980
60407.280000,765744261.182403,406651.447878,-39.337008,-13.546345
60407.300000,765745989.182403,406815.980077,-39.283995,-13.419869
60407.320000,765747717.182402,406980.670574,-39.231794,-13.290624
60407.340000,765749445.182402,407145.503609,-39.180379,-13.158685
60407.360000,765751173.182402,407310.463425,-39.129720,-13.024123
60407.380000,765752901.182402,407475.534260,-39.079789,-12.887011
60407.400000,765754629.182401,407640.700358,-39.030560,-12.747423
60407.420000,765756357.182401,407805.945959,-38.982003,-12.605430
60407.440000,765758085.182401,407971.255303,-38.934091,-12.461107
60407.460000,765759813.182400,408136.612632,-38.886796,-12.314525
60407.480000,765761541.182400,408302.002187,-38.840089,-12.165757
60407.500000,765763269.182400,408467.408210,-38.793944,-12.014877
60407.520000,765764997.182400,408632.815220,-38.748332,-11.861953
60407.540000,765766725.182399,408798.208866,-38.703233,-11.707035
60407.560000,765768453.182399,408963.575071,-38.658627,-11.550169
60407.580000,765770181.182399,409128.899764,-38.614495,-11.391403
60407.600000,765771909.182399,409294.168869,-38.570815,-11.230781
60407.620000,765773637.182398,409459.368314,-38.527569,-11.068351
60407.640000,765775365.182398,409624.484024,-38.484737,-10.904159
60407.660000,765777093.182398,409789.501926,-38.442298,-10.738250
60407.680000,765778821.182397,409954.407946,-38.400234,-10.570672
60407.700000,765780549.182397,410119.188011,-38.358523,-10.401470
60407.720000,765782277.182397,410283.828045,-38.317146,-10.230691
60407.740000,765784005.182396,410448.313977,-38.276084,-10.058381
60407.760000,765785733.182396,410612.631766,-38.235317,-9.884585
60407.780000,765787461.182396,410776.768172,-38.194827,-9.709343
60407.800000,765789189.182395,410940.710748,-38.154599,-9.532685
60407.820000,765790917.182395,411104.447086,-38.114620,-9.354642
60407.840000,765792645.182395,411267.964776,-38.074876,-9.175244
60407.860000,765794373.182395,411431.251408,-38.035350,-8.994522
60407.880000,765796101.182394,411594.294571,-37.996030,-8.812507
60407.900000,765797829.182394,411757.081857,-37.956900,-8.629229
60407.920000,765799557.182394,411919.600855,-37.917947,-8.444719
60407.940000,765801285.182394,412081.839155,-37.879155,-8.259007
60407.960000,765803013.182393,412243.784348,-37.840511,-8.072124
60407.980000,765804741.182393,412405.424023,-37.801999,-7.884101
60408.000000,765806469.182393,412566.745771,-37.763606,-7.694968
60408.020000,765808197.182392,412727.737452,-37.725317,-7.504755
60408.040000,765809925.182392,412888.388000,-37.687121,-7.313484
60408.060000,765811653.182392,413048.686623,-37.649006,-7.121177
60408.080000,765813381.182392,413208.622524,-37.610961,-6.927857
60408.100000,765815109.182391,413368.184910,-37.572976,-6.733544
60408.120000,765816837.182391,413527.362985,-37.535038,-6.538260
60408.140000,765818565.182391,413686.145956,-37.497136,-6.342028
60408.160000,765820293.182391,413844.523027,-37.459260,-6.144869
60408.180000,765822021.182390,414002.483403,-37.421398,-5.946804
60408.200000,765823749.182390,414160.016291,-37.383539,-5.747856
60408.220000,765825477.182390,414317.110896,-37.345671,-5.548046
60408.240000,765827205.182389,414473.756422,-37.307784,-5.347396
60408.260000,765828933.182389,414629.942107,-37.269865,-5.145927
60408.280000,765830661.182389,414785.657933,-37.231906,-4.943659
60408.300000,765832389.182389,414940.894621,-37.193896,-4.740607
60408.320000,765834117.182388,415095.642929,-37.155826,-4.536788
60408.340000,765835845.182388,415249.893610,-37.117688,-4.332218
60408.360000,765837573.182388,415403.637421,-37.079471,-4.126914
60408.380000,765839301.182387,415556.865117,-37.041167,-3.920891
60408.400000,765841029.182387,415709.567454,-37.002766,-3.714165
60408.420000,765842757.182387,415861.735187,-36.964260,-3.506753
60408.440000,765844485.182387,416013.359071,-36.925638,-3.298671
