epoch (MJD),epoch (seconds TDB),x [km],y [km],z [km],vx [km/s],vy [km/s],vz [km/s]
59105.00000,653227269.1826417446136475,-148412325.2368035018444061,23066545.3520925231277943,9999954.3839546386152506,-4.5008005749770748,-26.8499291426247169,-11.6383320334956171
59105.25000,653248869.1826417446136475,-148508192.0168679654598236,22486372.7045979648828506,9748473.2144352030009031,-4.3757287795912694,-26.8696778614994400,-11.6469262886917146
59105.50000,653270469.1826417446136475,-148601355.6757812500000000,21905778.8464857004582882,9496808.6915351804345846,-4.2505119482558271,-26.8889296322883524,-11.6553089795444187
59105.75000,653292069.1826417446136475,-148691813.1053085923194885,21324774.5440438687801361,9244965.3993898406624794,-4.1251523838756885,-26.9076814621676910,-11.6634787701859661
59106.00000,653313669.1826417446136475,-148779561.2489999234676361,20743370.6288435608148575,8992947.9514691419899464,-3.9996525813926973,-26.9259303011912685,-11.6714342808863147
59106.25000,653335269.1826417446136475,-148864597.1065294444561005,20161577.9988365508615971,8740760.9914831966161728,-3.8740152454576315,-26.9436730553564061,-11.6791740921528717
59106.50000,653356869.1826417446136475,-148946917.7384102642536163,19579407.6191403008997440,8488409.1941849589347839,-3.7482433074083845,-26.9609066025129280,-11.6866967501609942
59106.75000,653378469.1826417446136475,-149026520.2710638642311096,18996870.5224480852484703,8235897.2660405542701483,-3.6223399410169508,-26.9776278111671459,-11.6940007735903571
59107.00000,653400069.1826417446136475,-149103401.9022107422351837,18413977.8090018853545189,7983229.9457363411784172,-3.4963085764192541,-26.9938335621455892,-11.7010846619081725
59107.25000,653421669.1826417446136475,-149177559.9065372049808502,17830740.6460676230490208,7730412.0044914009049535,-3.3701529116093849,-27.0095207729813254,-11.7079469050979696
59107.50000,653443269.1826417446136475,-149248991.6415779888629913,17247170.2668563798069954,7477448.2461446831002831,-3.2438769208685572,-27.0246864247713781,-11.7145859947831124
59107.75000,653464869.1826417446136475,-149317694.5537426173686981,16663277.9688421003520489,7224343.5069877384230494,-3.1174848595141493,-27.0393275911316806,-11.7210004366385334
59108.00000,653486469.1826417446136475,-149383666.1843992471694946,16079075.1114355251193047,6971102.6553168687969446,-2.9909812644011486,-27.0534414687507834,-11.7271887639238290
59108.25000,653508069.1826417446136475,-149446904.1759191453456879,15494573.1129864249378443,6717730.5906828632578254,-2.8643709496860352,-27.0670254089237368,-11.7331495519102784
59108.50000,653529669.1826417446136475,-149507406.2775747776031494,14909783.4471005294471979,6464232.2428219718858600,-2.7376589974755290,-27.0800769493408460,-11.7388814329160347
59108.75000,653551269.1826417446136475,-149565170.3511786162853241,14324717.6382743492722511,6210612.5702585699036717,-2.6108507431282000,-27.0925938453136723,-11.7443831116086397
59109.00000,653572869.1826417446136475,-149620194.3763457834720612,13739387.2568693961948156,5956876.5585778001695871,-2.4839517551493300,-27.1045740995705664,-11.7496533801950100
59109.25000,653594469.1826417446136475,-149672476.4552653729915619,13153803.9134663548320532,5703029.2183750048279762,-2.3569678098111151,-27.1160159897234401,-11.7546911330870962
59109.50000,653616069.1826417446136475,-149722014.8168690502643585,12567979.2526590432971716,5449075.5828978577628732,-2.2299048608349614,-27.1269180925277382,-11.7594953806204909
59109.75000,653637669.1826417446136475,-149768807.8202965855598450,11981924.9463663902133703,5195020.7054061302915215,-2.1027690046766385,-27.1372793041230977,-11.7640652614126733
59110.00000,653659269.1826417446136475,-149812853.9575699567794800,11395652.6867571696639061,4940869.6562827350571752,-1.9755664421445418,-27.1470988555442752,-11.7684000529746804
59110.25000,653680869.1826417446136475,-149854151.8554072976112366,10809174.1788959577679634,4686627.5199375050142407,-1.8483034372465124,-27.1563763229380939,-11.7724991802388956
59110.50000,653702469.1826417446136475,-149892700.2761265933513641,10222501.1332292687147856,4432299.3915517702698708,-1.7209862742885575,-27.1651116321016026,-11.7763622217329864
59110.75000,653724069.1826417446136475,-149928498.1176141202449799,9635645.2580367829650640,4177890.3737167990766466,-1.5936212143301909,-27.1733050571579184,-11.7799889132116675
59111.00000,653745669.1826417446136475,-149961544.4123554527759552,9048618.2519744839519262,3923405.5730221713893116,-1.4662144521302767,-27.1809572133989441,-11.7833791486495496
59111.25000,653767269.1826417446136475,-149991838.3255517184734344,8461431.7968333568423986,3668850.0966513268649578,-1.3387720746923628,-27.1880690445352506,-11.7865329785945203
59111.50000,653788869.1826417446136475,-150019379.1523672640323639,7874097.5506301438435912,3414229.0490403999574482,-1.2113000224411907,-27.1946418047913134,-11.7894506059766133
59111.75000,653810469.1826417446136475,-150044166.3143753707408905,7286627.1411351487040520,3159547.5286534926854074,-1.0838040539378293,-27.2006770364564154,-11.7921323795556052
59112.00000,653832069.1826417446136475,-150066199.3552868962287903,6699032.1599274193868041,2904810.6249227132648230,-0.9562897148787791,-27.2061765436339087,-11.7945787852651911
59112.25000,653853669.1826417446136475,-150085477.9360607564449310,6111324.1570505369454622,2650023.4153950833715498,-0.8287623119371167,-27.2111423630301630,-11.7967904357735343
59112.50000,653875269.1826417446136475,-150102001.8295050859451294,5523514.6363232526928186,2395190.9631209368817508,-0.7012268918020929,-27.2155767326766345,-11.7987680586224588
59112.75000,653896869.1826417446136475,-150115770.9144834280014038,4935615.0513400407508016,2140318.3143104584887624,-0.5736882255685918,-27.2194820594783877,-11.8005124833275126
59113.00000,653918469.1826417446136475,-150126785.1698412001132965,4347636.8021774049848318,1885410.4962765644304454,-0.4461507984388129,-27.2228608864563633,-11.8020246278277323
59113.25000,653940069.1826417446136475,-150135044.6681652367115021,3759591.2328038229607046,1630472.5156741086393595,-0.3186188045224559,-27.2257158604782390,-11.8033054846588232
59113.50000,653961669.1826417446136475,-150140549.5694832801818848,3171489.6291750287637115,1375509.3570375940762460,-0.1910961463770574,-27.2280497011784028,-11.8043561071954954
59113.75000,653983269.1826417446136475,-150143300.1150002777576447,2583343.2179823946207762,1120525.9816125023644418,-0.0635864388174714,-27.2298651716539055,-11.8051775962692123
59114.00000,654004869.1826417446136475,-150143296.6209582984447479,1995163.1660108189098537,865527.3264692532829940,0.0639069835583171,-27.2311650513985448,-11.8057710874199948
59114.25000,654026469.1826417446136475,-150140539.4726936519145966,1406960.5800539401825517,610518.3038837687345222,0.1913810557269632,-27.2319521118101022,-11.8061377389890918
59114.50000,654048069.1826417446136475,-150135029.1189522147178650,818746.5073285858379677,355503.8009647208382376,0.3188329690976244,-27.2322290944833654,-11.8062787212065050
59114.75000,654069669.1826417446136475,-150126766.0665098130702972,230531.9363270179601386,100488.6795047771302052,0.4462601564768225,-27.2319986923879647,-11.8061952063761026
59115.00000,654091269.1826417446136475,-150115750.8751329183578491,-357672.2019554930739105,-154522.2239685489330441,0.5736602757160033,-27.2312635339308287,-11.8058883602137481
59115.25000,654112869.1826417446136475,-150101984.1529017686843872,-945855.0324793121544644,-409524.0979675551643595,0.7010311925694667,-27.2300261698184123,-11.8053593343518379
59115.50000,654134469.1826417446136475,-150085466.5519080162048340,-1534005.7343642092309892,-664512.1556695316685364,0.8283709632305103,-27.2282890625672884,-11.8046092599882275
59115.75000,654156069.1826417446136475,-150066198.7643296420574188,-2122113.5388934141956270,-919481.6344166856724769,0.9556778169472022,-27.2260545784613228,-11.8036392426285968
59116.00000,654177669.1826417446136475,-150044181.5188770592212677,-2710167.7273682300001383,-1174427.7951136669144034,1.0829501390516290,-27.2233249817185197,-11.8024503578494606
59116.25000,654199269.1826417446136475,-150019415.5775991380214691,-3298157.6288582207635045,-1429345.9215438172686845,1.2101864546669820,-27.2201024306107975,-11.8010436479932466
59116.50000,654220869.1826417446136475,-149991901.7330321371555328,-3886072.6178863239474595,-1684231.3196232127957046,1.3373854132917744,-27.2163889752722881,-11.7994201196972082
59116.75000,654242469.1826417446136475,-149961640.8056702017784119,-4473902.1120824422687292,-1939079.3166094189509749,1.4645457744033357,-27.2121865569325436,-11.7975807421530217
59117.00000,654264069.1826417446136475,-149928633.6417358517646790,-5061635.5698336036875844,-2193885.2602795991115272,1.5916663941674711,-27.2074970083225836,-11.7955264459933016
59117.25000,654285669.1826417446136475,-149892881.1112243831157684,-5649262.4879534076899290,-2448644.5180904404260218,1.7187462132966707,-27.2023220550169675,-11.7932581227041027
59117.50000,654307269.1826417446136475,-149854384.1061985194683075,-6236772.3993885964155197,-2703352.4763301922939718,1.8457842460605227,-27.1966633174958083,-11.7907766244677585
59117.75000,654328869.1826417446136475,-149813143.5393081903457642,-6824154.8709761882200837,-2958004.5392711702734232,1.9727795704208420,-27.1905223137335739,-11.7880827643476245
59118.00000,654350469.1826417446136475,-149769160.3425115048885345,-7411399.5012606792151928,-3212596.1283291936852038,2.0997313192394653,-27.1839004621457647,-11.7851773167346892
59118.25000,654372069.1826417446136475,-149722435.4659747779369354,-7998495.9183774199336767,-3467122.6812348724342883,2.2266386724883822,-27.1767990847491951,-11.7820610179852849
59118.50000,654393669.1826417446136475,-149672969.8771308064460754,-8585433.7780054733157158,-3721579.6512201586738229,2.3535008503790014,-27.1692194104158133,-11.7787345671884349
59118.75000,654415269.1826417446136475,-149620764.5598761737346649,-9172202.7613908816128969,-3975962.5062224022112787,2.4803171073192676,-27.1611625781225534,-11.7751986270109086
59119.00000,654436869.1826417446136475,-149565820.5138915181159973,-9758792.5734393503516912,-4230266.7281071022152901,2.6070867266033524,-27.1526296401212832,-11.7714538245769536
