# epoch (MJD), epoch (seconds TDB), x [km], y [km], z [km], vx [km/s], vy [km/s], vz [km/s]
60390.377264,764283795.592103,-295533.848304,227089.091391,124616.340746,-0.501686,-0.346924,-0.320482,-341059.676455,223966.806420,156553.012672,-0.878194,-0.793383,-0.598628
60390.415899,764287133.642469,-297271.690097,225987.693572,123663.207883,-0.540608,-0.313762,-0.249924,-343970.906606,221314.941275,154544.522014,-0.866071,-0.795470,-0.604720
60390.450783,764290147.608772,-298961.908019,225082.072486,123011.321544,-0.582173,-0.287834,-0.181769,-346564.696137,218914.699145,152713.908121,-0.855106,-0.797263,-0.609999
60390.481439,764292796.309760,-300559.783683,224346.083560,122614.934317,-0.625635,-0.268491,-0.116533,-348816.842477,216800.977071,151092.249696,-0.845459,-0.798771,-0.614468
60390.508081,764295098.192362,-302050.247983,223744.294012,122417.396355,-0.670688,-0.254968,-0.054038,-350753.337072,214960.839929,149673.472536,-0.837071,-0.800032,-0.618223
60390.523797,764296456.031620,-302981.436526,223402.399168,122371.008128,-0.701488,-0.248895,-0.013812,-351886.585696,213874.032529,148832.554269,-0.832123,-0.800755,-0.620383
60390.537444,764297635.149865,-303825.925057,223111.293969,122376.558880,-0.731475,-0.245140,0.023659,-352865.223210,212929.483880,148099.960325,-0.827825,-0.801370,-0.622225
60390.551363,764298837.800018,-304725.893227,222817.862258,122429.432218,-0.765878,-0.243198,0.064808,-353858.172115,211965.344101,147350.526420,-0.823443,-0.801986,-0.624073
60390.565835,764300088.184793,-305708.476070,222513.680482,122539.141075,-0.806739,-0.243876,0.111382,-354884.944086,210962.158321,146569.010468,-0.818887,-0.802615,-0.625962
60390.581247,764301419.716034,-306815.570626,222186.227040,122723.286807,-0.857585,-0.248837,0.166211,-355972.088512,209893.013453,145734.204762,-0.814037,-0.803271,-0.627935
60390.594896,764302599.001533,-307857.470552,221887.650697,122950.653032,-0.910917,-0.258542,0.220368,-356929.538322,208945.391167,144992.674763,-0.809743,-0.803840,-0.629652
60390.607107,764303654.029070,-308847.476625,221607.625369,123211.107124,-0.967416,-0.273497,0.274331,-357781.813468,208097.052788,144327.575922,-0.805903,-0.804341,-0.631162
60390.618026,764304597.426667,-309787.560663,221340.466216,123494.755780,-1.027242,-0.294297,0.327921,-358540.480924,207338.031118,143731.509642,-0.802470,-0.804782,-0.632493
60390.627842,764305445.518998,-310684.995553,221079.912897,123795.075433,-1.090906,-0.321838,0.381159,-359219.741668,206655.335927,143194.595281,-0.799386,-0.805172,-0.633674
60390.636649,764306206.505568,-311540.147484,220822.363720,124104.769492,-1.158451,-0.357045,0.433523,-359827.010641,206042.478580,142711.978997,-0.796619,-0.805519,-0.634720
60390.644571,764306890.933325,-312356.877185,220563.710802,124418.722777,-1.230107,-0.401146,0.484500,-360371.387490,205491.053764,142277.239495,-0.794132,-0.805826,-0.635652
60390.651715,764307508.189597,-313138.982011,220300.141135,124732.730633,-1.306033,-0.455660,0.533319,-360860.878020,204993.567376,141884.622545,-0.791889,-0.806101,-0.636483
60390.657963,764308048.027256,-313864.397024,220037.655401,125032.492736,-1.383379,-0.519877,0.577324,-361287.840303,204558.339155,141540.830192,-0.789928,-0.806339,-0.637204
60390.663596,764308534.674367,-314556.701362,219766.851423,125323.023712,-1.463616,-0.596581,0.616387,-361671.826737,204165.884470,141230.579708,-0.788162,-0.806553,-0.637849
60390.669192,764309018.168533,-315285.870934,219455.137797,125629.772138,-1.554580,-0.697721,0.651492,-362052.473967,203775.870194,140922.029771,-0.786407,-0.806763,-0.638484
60390.674091,764309441.500327,-315962.542063,219136.122456,125910.802207,-1.643722,-0.814610,0.674459,-362385.059726,203434.303261,140651.621937,-0.784870,-0.806945,-0.639037
60390.678476,764309820.315049,-316601.347322,218803.028349,126168.314050,-1.729666,-0.949440,0.682438,-362682.119924,203128.589770,140409.452092,-0.783496,-0.807108,-0.639529
60390.682133,764310136.255884,-317159.406884,218481.656351,126382.941873,-1.802887,-1.089571,0.673128,-362929.477371,202873.570247,140207.334412,-0.782350,-0.807242,-0.639936
60390.685343,764310413.638940,-317668.117393,218159.542995,126566.404516,-1.864106,-1.236937,0.646127,-363146.348614,202649.638594,140029.777437,-0.781345,-0.807360,-0.640293
60390.688256,764310665.355096,-318143.577989,217829.137369,126723.728432,-1.911876,-1.391572,0.599873,-363342.910809,202446.399657,139868.564845,-0.780432,-0.807466,-0.640615
60390.690966,764310899.475802,-318595.195404,217484.852157,126856.788933,-1.943464,-1.551893,0.532429,-363525.526756,202257.343529,139718.548700,-0.779583,-0.807565,-0.640913
60390.693529,764311120.940250,-319027.303788,217123.344118,126965.242679,-1.955323,-1.713972,0.442469,-363698.087873,202078.486326,139576.578045,-0.778781,-0.807658,-0.641194
60390.695463,764311288.034570,-319353.673486,216826.540134,127032.191192,-1.948559,-1.838456,0.356183,-363828.167118,201943.525458,139469.420406,-0.778175,-0.807728,-0.641406
60390.696836,764311406.652316,-319584.027109,216603.295168,127070.315981,-1.933971,-1.925235,0.285346,-363920.447017,201847.711686,139393.329376,-0.777745,-0.807777,-0.641556
60390.698177,764311522.470844,-319806.779892,216375.563745,127099.010471,-1.911168,-2.006609,0.209051,-364010.500046,201754.153330,139319.016856,-0.777326,-0.807825,-0.641702
60390.699435,764311631.180902,-320013.017453,216153.480950,127117.583978,-1.881814,-2.078277,0.131832,-364094.981773,201666.332125,139249.249959,-0.776932,-0.807871,-0.641839
60390.700733,764311743.374012,-320222.070553,215916.455432,127127.685207,-1.843523,-2.145820,0.047571,-364182.125389,201575.691996,139177.232159,-0.776526,-0.807917,-0.641980
60390.702045,764311856.695940,-320428.419430,215669.797740,127128.091334,-1.797043,-2.205930,-0.040821,-364270.099505,201484.134603,139104.473718,-0.776115,-0.807964,-0.642122
60390.703104,764311948.194896,-320590.925986,215465.998966,127121.036776,-1.754332,-2.247678,-0.113484,-364341.098064,201410.204997,139045.714990,-0.775784,-0.808002,-0.642236
60390.704251,764312047.256653,-320762.234942,215241.402442,127105.886754,-1.703582,-2.285485,-0.192326,-364417.930790,201330.160874,138982.087778,-0.775425,-0.808043,-0.642360
60390.705439,764312149.946153,-320934.296847,215005.053025,127081.976972,-1.646925,-2.316263,-0.273082,-364497.539696,201247.181177,138916.117529,-0.775053,-0.808085,-0.642489
60390.707016,764312286.203109,-321153.315646,214687.394568,127037.646410,-1.567170,-2.343899,-0.376785,-364603.112452,201137.070118,138828.562421,-0.774560,-0.808141,-0.642658
60390.708483,764312412.938992,-321347.077280,214389.401069,126984.055717,-1.490290,-2.356702,-0.467940,-364701.247880,201034.646310,138747.104558,-0.774101,-0.808193,-0.642816
60390.709482,764312499.202190,-321473.356234,214185.974710,126941.147504,-1.437462,-2.358871,-0.526355,-364768.010821,200964.927436,138691.648579,-0.773789,-0.808229,-0.642923
60390.710583,764312594.343651,-321607.354411,213961.654425,126888.153006,-1.379452,-2.355721,-0.586972,-364841.613807,200888.029514,138630.474330,-0.773444,-0.808268,-0.643041
60390.711805,764312699.977463,-321749.710548,213713.261930,126822.808728,-1.316058,-2.346190,-0.649330,-364923.295458,200802.646829,138562.540555,-0.773062,-0.808311,-0.643172
60390.713184,764312819.093019,-321902.314155,213434.758528,126741.588555,-1.246648,-2.328954,-0.713261,-365015.353458,200706.361525,138485.920032,-0.772631,-0.808360,-0.643319
60390.714248,764312910.984310,-322014.484889,213221.515049,126673.960721,-1.195038,-2.311749,-0.757990,-365086.336200,200632.078600,138426.799423,-0.772298,-0.808397,-0.643432
60390.714956,764312972.240489,-322086.662840,213080.299907,126626.673488,-1.161704,-2.298700,-0.785643,-365133.637435,200582.558524,138387.382914,-0.772076,-0.808422,-0.643508
60390.715535,764313022.219300,-322144.058057,212965.696970,126586.870748,-1.135182,-2.287248,-0.806958,-365172.220372,200542.154049,138355.219630,-0.771895,-0.808442,-0.643569
60390.716300,764313088.311003,-322217.950991,212815.055689,126532.650856,-1.101078,-2.271134,-0.833478,-365223.228356,200488.721835,138312.682361,-0.771656,-0.808469,-0.643650
60390.717170,764313163.499254,-322299.323025,212645.018202,126468.917847,-1.063657,-2.251662,-0.861429,-365281.237615,200427.933309,138264.283939,-0.771384,-0.808500,-0.643743
60390.718391,764313269.012921,-322408.889745,212408.950011,126376.117113,-1.013659,-2.222707,-0.896890,-365362.609055,200342.623290,138196.353449,-0.771002,-0.808542,-0.643872
60390.719807,764313391.334788,-322529.522314,212139.207571,126264.151403,-0.959374,-2.187414,-0.932916,-365456.892451,200243.717847,138117.584639,-0.770560,-0.808592,-0.644022
60390.721500,764313537.600533,-322665.403286,211822.444803,126124.937531,-0.899529,-2.143727,-0.969559,-365569.560279,200125.444233,138023.373218,-0.770031,-0.808651,-0.644201
60390.723442,764313705.368549,-322811.006000,211467.064618,125959.278108,-0.837345,-2.092782,-1.004063,-365698.695922,199989.772799,137915.279803,-0.769424,-0.808718,-0.644405
60390.725836,764313912.213569,-322977.022466,211040.670118,125747.994396,-0.769409,-2.030214,-1.037300,-365857.770084,199822.484811,137781.961824,-0.768676,-0.808802,-0.644656
60390.729445,764314224.075639,-323203.022939,210421.880205,125418.651702,-0.682899,-1.938946,-1.072127,-366097.315136,199570.230821,137580.859082,-0.767548,-0.808926,-0.645034
60390.733364,764314562.619767,-323420.879223,209781.353984,125051.503821,-0.606884,-1.846294,-1.094648,-366356.956992,199296.350759,137362.417698,-0.766325,-0.809061,-0.645441
60390.737622,764314930.518590,-323631.540617,209119.309161,124646.242237,-0.540855,-1.754290,-1.106704,-366638.642386,198998.671373,137124.879616,-0.764995,-0.809207,-0.645881
60390.742861,764315383.195677,-323861.398076,208348.532845,124144.153817,-0.477536,-1.653284,-1.109900,-366984.568086,198632.321776,136832.381983,-0.763360,-0.809385,-0.646419
60390.748844,764315900.107283,-324093.435750,207520.549881,123571.658478,-0.422895,-1.552732,-1.103849,-367378.675349,198213.889315,136498.082464,-0.761494,-0.809586,-0.647029
60390.755385,764316465.232324,-324319.230196,206670.498290,122951.395515,-0.378418,-1.458039,-1.090418,-367808.438151,197756.309983,136132.243127,-0.759454,-0.809805,-0.647690
60390.762306,764317063.235794,-324534.572286,205824.970139,122304.670680,-0.343525,-1.371967,-1.072027,-368261.949366,197271.975179,135744.714980,-0.757297,-0.810034,-0.648382
60390.769589,764317692.487872,-324741.747607,204986.799133,121636.822627,-0.316317,-1.293974,-1.050394,-368737.766406,196762.184175,135336.491728,-0.755029,-0.810273,-0.649104
60390.777204,764318350.382790,-324942.579945,204159.252690,120953.518035,-0.295276,-1.223439,-1.026766,-369233.716239,196229.028078,134909.203839,-0.752659,-0.810521,-0.649850
60390.785347,764319054.005603,-325144.231037,203321.997362,120240.023916,-0.278779,-1.157929,-1.001316,-369762.412663,195658.635105,134451.676527,-0.750125,-0.810782,-0.650639
60390.794183,764319817.419951,-325351.870849,202462.162408,119486.028525,-0.265942,-1.096106,-0.974113,-370334.020650,195039.564920,133954.645967,-0.747379,-0.811063,-0.651485
60390.803952,764320661.447417,-325571.931927,201562.690804,118676.242138,-0.256168,-1.036663,-0.944924,-370963.548436,194354.875819,133404.384899,-0.744345,-0.811370,-0.652407
60390.814291,764321554.752279,-325797.540130,200661.672181,117845.494762,-0.249470,-0.981842,-0.915230,-371627.042308,193629.932172,132821.155804,-0.741137,-0.811690,-0.653369
60390.825814,764322550.366118,-326043.549652,199711.288516,116950.138608,-0.245191,-0.928516,-0.883631,-372363.150069,192821.627332,132170.125927,-0.737565,-0.812041,-0.654424
60390.838281,764323627.443516,-326306.401106,198738.939628,116016.049217,-0.243293,-0.878144,-0.851141,-373155.485804,191946.794137,131464.654997,-0.733706,-0.812415,-0.655545
60390.852903,764324890.820796,-326613.754121,197662.785163,114963.741076,-0.243660,-0.826691,-0.815071,-374079.576089,190920.134008,130635.637213,-0.729184,-0.812846,-0.656834
60390.868858,764326269.341290,-326951.267388,196557.572378,113866.003018,-0.246350,-0.777918,-0.777916,-375081.376055,189799.290174,129729.227777,-0.724259,-0.813307,-0.658207
60390.887275,764327860.519683,-327347.157790,195359.573202,112660.710018,-0.251578,-0.729054,-0.737447,-376229.285280,188504.758785,128680.667774,-0.718584,-0.813826,-0.659752
60390.906156,764329491.909152,-327763.155416,194206.593474,111489.956227,-0.258664,-0.685399,-0.698174,-377396.838456,187176.665403,127603.094802,-0.712778,-0.814346,-0.661290
60390.931646,764331694.238607,-328345.239554,192754.736112,110008.160565,-0.270290,-0.634413,-0.647960,-378957.996897,185382.453689,126144.494039,-0.704960,-0.815027,-0.663295
60390.956421,764333834.747395,-328937.521605,191443.634100,108671.282647,-0.283379,-0.591587,-0.601482,-380458.856000,183637.194034,124722.689921,-0.697383,-0.815666,-0.665166
60390.984298,764336243.350782,-329639.608384,190070.594304,107283.574789,-0.299908,-0.549470,-0.551079,-382128.334371,181671.736489,123118.122350,-0.688885,-0.816361,-0.667182
60391.017820,764339139.679617,-330539.869509,188544.497031,105773.255607,-0.322191,-0.505397,-0.492029,-384108.818496,179306.118921,121182.377671,-0.678705,-0.817162,-0.669484
