# epoch (MJD), epoch (seconds TDB), x [km], y [km], z [km], vx [km/s], vy [km/s], vz [km/s]
60458.674792,770184702.047642,242377.756066,-250586.938555,-143517.917665,1.099313,0.133495,-0.575424
60458.685053,770185588.557083,243370.793275,-250430.802215,-143982.104705,1.137364,0.215351,-0.475034
60458.697100,770186629.403941,244568.445293,-250165.989057,-144424.393325,1.161174,0.290445,-0.377975
60458.712017,770187918.257465,246074.565817,-249742.846815,-144845.895441,1.173682,0.363179,-0.279403
60458.730217,770189490.728929,247922.860323,-249114.964779,-145205.334345,1.175332,0.432600,-0.181041
60458.752566,770191421.679297,250185.333780,-248212.382180,-145456.162198,1.166632,0.499607,-0.081986
60458.780092,770193799.979423,252938.475569,-246943.492299,-145527.646545,1.147466,0.564962,0.018740
60458.806983,770196123.367706,255577.668265,-245568.444592,-145384.694227,1.123760,0.617171,0.102363
60458.845233,770199428.171890,259228.626896,-243423.564122,-144872.198708,1.084882,0.678890,0.205276
60458.894514,770203685.989326,263729.522325,-240388.303972,-143746.580303,1.028109,0.744879,0.321127
60458.954312,770208852.551610,268841.957750,-236359.790181,-141753.522778,0.948806,0.812926,0.448992
60459.024244,770214894.649871,274245.473057,-231232.095062,-138601.327580,0.834975,0.883180,0.594963
60459.072986,770219105.951289,277555.070025,-227416.222241,-135872.069195,0.732451,0.928629,0.702703
60459.110756,770222369.289819,279784.379613,-224330.766881,-133431.215917,0.629213,0.962022,0.794952
60459.140227,770224915.589079,281257.990333,-221850.042593,-131305.916779,0.523359,0.986015,0.876040
60459.163353,770226913.667541,282199.110204,-219863.447567,-129485.063904,0.413528,1.001809,0.948016
60459.181574,770228488.007715,282764.132257,-218279.180314,-127943.380014,0.298908,1.009836,1.011625
60459.195883,770229724.257934,283063.585501,-217029.790058,-126659.310945,0.180135,1.010156,1.066440
60459.205172,770230526.847839,283170.072028,-216220.784671,-125788.409424,0.081739,1.004834,1.103967
60459.217231,770231568.749092,283172.755235,-215182.453525,-124612.662412,-0.085863,0.985033,1.152492
60459.225444,770232278.331547,283059.437787,-214492.900072,-123784.380224,-0.240608,0.955374,1.180752
60459.232217,770232863.555575,282871.877728,-213945.505103,-123088.883504,-0.407713,0.911326,1.193583
60459.239165,770233463.874665,282562.127049,-213420.255818,-122374.346729,-0.635876,0.830274,1.180036
60459.244839,770233954.051297,282192.354724,-213039.750755,-121808.108681,-0.883527,0.711128,1.118678
60459.249686,770234372.903411,281768.768459,-212775.348788,-121364.402057,-1.146178,0.536365,0.980759
60459.251726,770234549.121792,281556.302148,-212689.776316,-121200.048404,-1.265279,0.431056,0.878889
60459.253022,770234661.058274,281410.502832,-212645.874624,-121106.236323,-1.339199,0.351624,0.794405
60459.254001,770234745.726465,281294.860738,-212618.900584,-121042.118405,-1.391790,0.284521,0.718294
60459.254761,770234811.318430,281202.325947,-212602.061636,-120997.161072,-1.429132,0.228314,0.651311
60459.255398,770234866.376370,281122.851549,-212590.854881,-120962.982610,-1.457243,0.178364,0.589344
60459.256114,770234928.286162,281031.768999,-212581.624032,-120928.818575,-1.484278,0.119363,0.513165
60459.256555,770234966.359020,280974.990225,-212577.792419,-120910.230000,-1.497953,0.081763,0.462880
60459.257042,770235008.437711,280911.691586,-212575.244015,-120891.973576,-1.510078,0.039188,0.404325
60459.257335,770235033.721402,280873.437747,-212574.581964,-120882.212185,-1.515662,0.013126,0.367639
60459.257700,770235065.319302,280825.461545,-212574.687281,-120871.339544,-1.520623,-0.019861,0.320273
60459.257999,770235091.141319,280786.162919,-212575.551028,-120863.582803,-1.522911,-0.047063,0.280323
60459.258309,770235117.921857,280745.366701,-212577.189778,-120856.643462,-1.523480,-0.075308,0.237732
60459.258665,770235148.696352,280698.501938,-212580.005175,-120850.095293,-1.521792,-0.107651,0.187662
60459.258960,770235174.170699,280659.773546,-212583.088528,-120845.850579,-1.518500,-0.134418,0.145461
60459.259237,770235198.089428,280623.505453,-212586.602344,-120842.854067,-1.513870,-0.159327,0.104907
60459.259478,770235218.931196,280592.006569,-212590.146118,-120841.044878,-1.508571,-0.180695,0.068540
60459.259719,770235239.761581,280560.652533,-212594.130793,-120840.002259,-1.501462,-0.201850,0.031541
60459.259851,770235251.145545,280543.587159,-212596.493604,-120839.757558,-1.496565,-0.213223,0.011510
60459.260012,770235265.010372,280522.883149,-212599.543688,-120839.763540,-1.489914,-0.226664,-0.012234
60459.260190,770235280.385170,280500.032704,-212603.139842,-120840.148554,-1.482668,-0.241095,-0.037769
60459.260367,770235295.705908,280477.365738,-212606.945333,-120840.923113,-1.476500,-0.255866,-0.063553
60459.260552,770235311.719164,280453.771143,-212611.177926,-120842.170465,-1.470171,-0.273170,-0.092722
60459.260757,770235329.427584,280427.823226,-212616.202688,-120844.119966,-1.459391,-0.294530,-0.127714
60459.260939,770235345.097785,280405.064547,-212620.963267,-120846.361194,-1.444607,-0.312639,-0.157849
60459.261157,770235363.974109,280377.984503,-212627.034757,-120849.642804,-1.425045,-0.329719,-0.188825
60459.261340,770235379.790061,280355.545612,-212632.342798,-120852.814911,-1.413455,-0.341525,-0.212471
60459.261537,770235396.790455,280331.585994,-212638.274474,-120856.672004,-1.405414,-0.357241,-0.242607
60459.261721,770235412.733636,280309.260175,-212644.123770,-120860.813457,-1.393860,-0.377232,-0.277769
60459.261902,770235428.340022,280287.657226,-212650.176754,-120865.429355,-1.373080,-0.398207,-0.313257
60459.262115,770235446.760679,280262.647333,-212657.701900,-120871.529501,-1.342421,-0.417377,-0.347263
60459.262301,770235462.774160,280241.329499,-212664.472110,-120877.280307,-1.321650,-0.427356,-0.370684
60459.262513,770235481.131726,280217.202848,-212672.393209,-120884.353462,-1.308061,-0.435483,-0.401530
60459.262699,770235497.208540,280196.261007,-212679.452724,-120891.084926,-1.296275,-0.442830,-0.436973
60459.262896,770235514.235480,280174.352568,-212687.059532,-120898.867803,-1.275583,-0.450559,-0.476685
60459.263103,770235532.109304,280151.799753,-212695.180270,-120907.707434,-1.247684,-0.458142,-0.510657
60459.263305,770235549.537897,280130.279845,-212703.239266,-120916.830740,-1.222600,-0.467162,-0.535426
60459.263522,770235568.328469,280107.524683,-212712.138500,-120927.128359,-1.199695,-0.480638,-0.561123
60459.263730,770235586.279672,280086.191237,-212720.897803,-120937.449677,-1.176481,-0.495253,-0.589341
60459.263961,770235606.255554,280062.989444,-212730.942025,-120949.549166,-1.145769,-0.509939,-0.621789
60459.264187,770235625.798439,280040.911629,-212741.028487,-120961.987661,-1.113660,-0.522003,-0.650586
60459.264430,770235646.780825,280017.897337,-212752.103008,-120975.938021,-1.080290,-0.533331,-0.678931
60459.264685,770235668.754193,279994.530860,-212763.933266,-120991.179485,-1.046641,-0.543008,-0.708417
60459.264942,770235691.016352,279971.605760,-212776.107311,-121007.285533,-1.012911,-0.550380,-0.738470
60459.265236,770235716.394586,279946.392665,-212790.167662,-121026.449438,-0.973886,-0.557638,-0.771427
60459.265527,770235741.575332,279922.370116,-212804.298444,-121046.259979,-0.933942,-0.564645,-0.801605
60459.265830,770235767.705026,279898.516383,-212819.139588,-121067.588942,-0.891800,-0.571139,-0.830653
60459.266162,770235796.412128,279873.584378,-212835.622806,-121091.873688,-0.845098,-0.577001,-0.861002
60459.266506,770235826.096578,279849.222571,-212852.821036,-121117.876106,-0.796217,-0.581430,-0.890564
60459.266879,770235858.375259,279824.381522,-212871.638546,-121147.108328,-0.742979,-0.584166,-0.920264
60459.267273,770235892.413873,279800.043347,-212891.542960,-121178.928148,-0.687107,-0.585048,-0.948888
60459.267684,770235927.881909,279776.697857,-212912.283234,-121213.065713,-0.629458,-0.584197,-0.975552
60459.268113,770235964.972195,279754.453093,-212933.909265,-121249.716673,-0.570219,-0.581667,-1.000263
60459.268595,770236006.619957,279732.068045,-212958.043094,-121291.894400,-0.504975,-0.576958,-1.024595
60459.269154,770236054.887228,279709.482583,-212985.713395,-121341.941893,-0.431249,-0.569203,-1.048403
60459.269636,770236096.539134,279692.811461,-213009.251863,-121385.974673,-0.369565,-0.560801,-1.065397
60459.270308,770236154.653963,279673.758121,-213041.448932,-121448.461164,-0.286815,-0.546855,-1.084134
60459.271090,770236222.148846,279657.500472,-213077.737795,-121522.187812,-0.195875,-0.528042,-1.099450
60459.272039,770236304.191993,279645.706796,-213120.025028,-121612.883075,-0.093040,-0.502386,-1.110143
60459.273175,770236402.300103,279642.166585,-213167.697451,-121722.043679,0.018899,-0.469090,-1.113682
60459.274546,770236520.798737,279651.673381,-213220.799490,-121853.756453,0.138885,-0.426954,-1.107757
60459.276532,770236692.340364,279688.547855,-213288.750652,-122042.073644,0.286185,-0.365426,-1.085714
60459.279475,770236946.607542,279784.142759,-213370.449317,-122312.186997,0.457469,-0.278370,-1.036739
60459.283290,770237276.281385,279963.034732,-213445.228039,-122641.854944,0.618236,-0.177756,-0.962382
60459.287881,770237672.908736,280236.309023,-213494.840221,-123005.598817,0.751016,-0.075665,-0.872531
60459.292127,770238039.745646,280528.298122,-213507.748416,-123311.277497,0.836167,0.003047,-0.795151
60459.295663,770238345.250455,280792.137976,-213498.031187,-123545.040211,0.888794,0.059312,-0.735995
60459.299576,770238683.401181,281100.579474,-213468.574500,-123783.618954,0.933471,0.113657,-0.676013
60459.302850,770238966.227127,281368.876847,-213430.644144,-123968.213421,0.962735,0.153844,-0.629932
60459.308894,770239488.479022,281882.829634,-213333.034231,-124276.761066,1.002931,0.218012,-0.553397
60459.318089,770240282.907251,282696.290184,-213127.214386,-124675.817770,1.041417,0.296981,-0.454322
60459.329192,770241242.220886,283708.762532,-212804.971163,-125062.721668,1.066518,0.371797,-0.355521
60459.342761,770242414.572393,284968.227943,-212325.450811,-125419.554820,1.079752,0.443312,-0.256549
60459.359347,770243847.600562,286518.445113,-211639.219982,-125714.019820,1.081949,0.511626,-0.157762
60459.379634,770245600.368330,288408.867680,-210682.777748,-125901.131002,1.073686,0.577090,-0.059036
60459.404514,770247750.051039,290698.146983,-209371.565973,-125917.750486,1.055083,0.640351,0.040372
60459.431389,770250071.990653,293119.040277,-207818.723992,-125716.810520,1.029447,0.695357,0.130281
60459.467057,770253153.689347,296232.495045,-205580.922245,-125154.830062,0.990407,0.754920,0.231725
60459.512199,770257054.001039,299990.031680,-202512.248048,-124030.672159,0.935448,0.816650,0.342176
60459.567141,770261800.975390,304256.895890,-198482.517012,-122118.205847,0.860724,0.879430,0.461712
60459.632720,770267467.006069,308847.819604,-193312.630051,-119120.308498,0.756396,0.944031,0.595954
60459.687496,770272199.654881,312182.101882,-188728.035751,-116032.520654,0.648464,0.992765,0.709930
60459.729307,770275812.146682,314343.044820,-185078.352348,-113301.309678,0.543579,1.027432,0.803579
60459.761853,770278624.088100,315729.990952,-182153.745053,-110930.419613,0.438366,1.052267,0.884161
60459.787273,770280820.419016,316580.779506,-179823.643839,-108912.839508,0.331714,1.068960,0.954335
60459.807078,770282531.497242,317060.062377,-177985.880003,-107228.859765,0.223847,1.078345,1.014969
60459.822007,770283821.440716,317284.145880,-176592.558644,-105887.891906,0.119396,1.081055,1.064734
60459.834176,770284872.797048,317355.085572,-175457.086064,-104746.055300,0.011293,1.077857,1.107675
60459.844951,770285803.749591,317311.122511,-174457.756541,-103696.829415,-0.110837,1.067440,1.146330
60459.855641,770286727.378397,317138.751191,-173481.430168,-102621.204942,-0.270382,1.043590,1.181774
60459.863868,770287438.158763,316891.009983,-172751.238697,-101773.736608,-0.434257,1.007403,1.200778
60459.870565,770288016.839996,316591.401443,-172181.911919,-101077.730846,-0.608780,0.955734,1.201260
60459.877449,770288611.566104,316162.309010,-171638.562158,-100371.013801,-0.845871,0.862129,1.166392
60459.883083,770289098.345358,315691.280451,-171249.025207,-99822.223902,-1.099181,0.725885,1.073795
60459.886793,770289418.912786,315307.972108,-171037.728847,-99496.601860,-1.295140,0.583327,0.945165
60459.889003,770289609.825609,315049.200826,-170936.886609,-99327.014894,-1.415214,0.468870,0.824682
60459.890499,770289739.117058,314861.206737,-170882.120243,-99227.073212,-1.491655,0.376160,0.717450
60459.891544,770289829.372779,314724.383744,-170851.389722,-99166.257965,-1.539177,0.303755,0.628061
60459.892370,770289900.781099,314613.290768,-170831.878031,-99124.214060,-1.571361,0.242105,0.548105
60459.892989,770289954.284920,314528.665976,-170820.214432,-99096.617840,-1.591285,0.193571,0.482661
60459.893531,770290001.079856,314453.863970,-170812.178598,-99075.448289,-1.605119,0.149670,0.421510
60459.894107,770290050.830847,314373.729736,-170805.918980,-99056.175980,-1.615503,0.101785,0.352595
60459.894624,770290095.528490,314301.390500,-170802.347750,-99041.860650,-1.620624,0.057873,0.287428
60459.894954,770290123.997735,314255.234699,-170801.103174,-99034.288959,-1.621552,0.029521,0.244281
60459.895241,770290148.782211,314215.052708,-170800.678889,-99028.710617,-1.620692,0.004709,0.205719
60459.895514,770290172.405574,314176.791265,-170800.846816,-99024.292750,-1.618344,-0.018907,0.168190
60459.895780,770290195.409782,314139.602679,-170801.544704,-99020.849793,-1.614625,-0.041735,0.131062
60459.896054,770290219.048837,314101.493370,-170802.807043,-99018.206857,-1.609410,-0.065064,0.092482
60459.896323,770290242.289383,314064.163221,-170804.586593,-99016.502022,-1.602825,-0.088104,0.054160
60459.896531,770290260.308738,314035.336472,-170806.335322,-99015.796066,-1.596523,-0.105962,0.024155
60459.896760,770290280.042644,314003.908734,-170808.616298,-99015.645613,-1.588450,-0.125107,-0.008945
60459.896982,770290299.208321,313973.547106,-170811.187351,-99016.127064,-1.579765,-0.143110,-0.041351
60459.897199,770290317.976608,313943.983707,-170814.036432,-99017.203870,-1.570403,-0.160488,-0.073457
60459.897464,770290340.883055,313908.161026,-170817.954777,-99019.337041,-1.556885,-0.181557,-0.112702
60459.897686,770290360.029860,313878.474082,-170821.594471,-99021.802080,-1.543980,-0.198490,-0.144602
60459.897924,770290380.652216,313846.776045,-170825.870578,-99025.131707,-1.530332,-0.216266,-0.178384
60459.898142,770290399.491002,313818.060341,-170830.105676,-99028.793636,-1.518068,-0.233643,-0.210779
60459.898375,770290419.630887,313787.642558,-170835.012173,-99033.407385,-1.501719,-0.253674,-0.247565
60459.898588,770290438.016230,313760.205209,-170839.837008,-99038.262521,-1.482469,-0.270737,-0.280119
60459.898825,770290458.513477,313730.047971,-170845.551294,-99044.343543,-1.460540,-0.286311,-0.312671
60459.899037,770290476.776295,313703.528902,-170850.898074,-99050.310202,-1.444036,-0.299444,-0.341037
60459.899272,770290497.132205,313674.318564,-170857.165326,-99057.600846,-1.425226,-0.316893,-0.375857
60459.899482,770290515.226779,313648.720173,-170863.053455,-99064.691398,-1.403261,-0.333856,-0.407568
60459.899724,770290536.133046,313619.686651,-170870.219207,-99073.560650,-1.374261,-0.350995,-0.440036
60459.899938,770290554.604517,313594.519388,-170876.819798,-99081.932505,-1.351406,-0.363440,-0.466564
60459.900179,770290575.444278,313566.597368,-170884.535681,-99091.997741,-1.328149,-0.377182,-0.500407
60459.900396,770290594.245230,313541.850446,-170891.746941,-99101.725548,-1.303409,-0.389848,-0.534572
60459.900643,770290615.522682,313514.469502,-170900.180051,-99113.492970,-1.269708,-0.402358,-0.570481
60459.900873,770290635.429277,313489.510872,-170908.285875,-99125.133138,-1.238380,-0.411767,-0.598197
60459.901128,770290657.480104,313462.548763,-170917.472463,-99138.632613,-1.207626,-0.421481,-0.626191
60459.901373,770290678.645567,313437.290109,-170926.493871,-99152.178656,-1.178927,-0.430958,-0.654006
60459.901646,770290702.202779,313409.917186,-170936.762703,-99167.951719,-1.144612,-0.440606,-0.684869
60459.901917,770290725.640325,313383.504995,-170947.186555,-99184.343544,-1.109198,-0.448673,-0.713560
60459.902223,770290752.060127,313354.726096,-170959.147406,-99203.603931,-1.069376,-0.456638,-0.744317
60459.902546,770290779.953327,313325.491906,-170971.992465,-99224.808784,-1.026552,-0.464228,-0.775943
60459.902884,770290809.203735,313296.138379,-170985.673680,-99247.972710,-0.980326,-0.470981,-0.807574
60459.903266,770290842.176654,313264.684341,-171001.302212,-99275.156139,-0.927488,-0.476605,-0.840822
60459.903690,770290878.787987,313231.803940,-171018.827418,-99306.568134,-0.868720,-0.480370,-0.874587
60459.904148,770290918.384087,313198.660101,-171037.890520,-99341.860345,-0.805438,-0.482155,-0.907409
60459.904689,770290965.159605,313162.723026,-171060.441423,-99385.123111,-0.731272,-0.481583,-0.941576
60459.905347,770291022.004351,313123.680560,-171087.709671,-99439.674171,-0.642778,-0.477174,-0.976557
60459.905967,770291075.583105,313091.420085,-171113.091980,-99492.743364,-0.561893,-0.469836,-1.003511
60459.906612,770291131.297363,313062.390145,-171138.991623,-99549.304896,-0.480734,-0.459467,-1.026001
60459.907351,770291195.169573,313034.549222,-171167.882645,-99615.493502,-0.391802,-0.444728,-1.045470
60459.908238,770291271.775642,313008.424953,-171201.173197,-99696.230023,-0.291404,-0.423914,-1.061062
60459.909321,770291365.352285,312986.529014,-171239.520124,-99796.037680,-0.178332,-0.395175,-1.070531
60459.910615,770291477.157857,312973.517318,-171281.641058,-99915.849368,-0.056841,-0.357912,-1.070965
60459.912128,770291607.870134,312974.416513,-171325.470337,-100055.258634,0.067579,-0.312558,-1.060452
60459.914454,770291808.864082,313004.573230,-171381.272880,-100265.513375,0.226468,-0.243052,-1.029388
60459.917497,770292071.765818,313086.210101,-171433.760384,-100529.169497,0.386765,-0.157562,-0.974695
60459.921287,770292399.208461,313237.986810,-171469.525171,-100836.074521,0.531931,-0.063205,-0.899481
60459.925274,770292743.659742,313440.946955,-171476.277364,-101132.362313,0.640432,0.021696,-0.821523
60459.929050,770293069.961852,313662.730308,-171457.702233,-101389.002086,0.715246,0.090439,-0.752383
60459.934537,770293543.963382,314021.192285,-171394.326618,-101723.687523,0.792148,0.174138,-0.661714
60459.941321,770294130.116255,314505.120317,-171266.846588,-102082.338341,0.854360,0.257712,-0.564596
60459.947964,770294704.101101,315007.598351,-171099.249530,-102382.406106,0.893738,0.324125,-0.482945
60459.957579,770295534.794397,315765.820350,-170796.608920,-102740.784475,0.928364,0.401407,-0.383050
60459.969086,770296528.991688,316700.723076,-170360.000789,-103071.011557,0.949644,0.473968,-0.284474
60459.982954,770297727.203138,317845.638890,-169749.343516,-103351.524789,0.959255,0.542540,-0.186976
60460.000017,770299201.453795,319260.281885,-168898.788562,-103552.395357,0.958159,0.608652,-0.088828
60460.020812,770300998.190698,320972.742189,-167746.123998,-103621.137930,0.946706,0.671886,0.009075
60460.041848,770302815.659881,322678.004706,-166476.707665,-103527.404269,0.929083,0.723335,0.091850
60460.071757,770305399.846672,325040.354618,-164528.061494,-103158.097823,0.898399,0.782596,0.191008
60460.108783,770308598.832123,327846.362536,-161926.832604,-102377.234594,0.855147,0.841608,0.294380
60460.154059,770312510.688279,331079.283685,-158515.603006,-101007.994279,0.796813,0.900549,0.403226
60460.208965,770317254.564927,334676.485590,-154097.963089,-98811.502469,0.718161,0.960253,0.521031
60460.273777,770322854.375257,338404.418653,-148547.170427,-95524.921350,0.609804,1.020880,0.652337
60460.325947,770327361.788574,340919.962878,-143845.379513,-92344.270026,0.502386,1.064752,0.759862
60460.365933,770330816.605189,342483.606972,-140112.476968,-89568.689761,0.398742,1.095821,0.848165
60460.396994,770333500.261763,343421.944875,-137141.670817,-87193.251677,0.296426,1.117738,0.923351
60460.420984,770335572.979200,343936.222979,-134809.493684,-85214.146417,0.195787,1.132082,0.987334
60460.438689,770337102.716532,344166.811066,-133071.389920,-83664.875281,0.102268,1.139763,1.038879
60460.453345,770338368.999461,344237.486399,-131625.906408,-82320.645658,0.005833,1.142540,1.084716
60460.465540,770339422.672085,344192.921898,-130422.719908,-81156.685262,-0.094047,1.140348,1.124879
60460.480461,770340711.838769,343973.971449,-128959.570194,-79674.261770,-0.254353,1.126852,1.174727
60460.491352,770341652.842937,343663.101822,-127909.498635,-78552.948744,-0.414254,1.101851,1.207300
60460.499969,770342397.320357,343294.771187,-127102.104688,-77647.258180,-0.583137,1.063293,1.223399
60460.506902,770342996.347337,342894.400370,-126480.048953,-76914.447038,-0.761325,1.008816,1.219410
60460.514058,770343614.574893,342352.262876,-125883.994697,-76171.017112,-1.004437,0.909422,1.175548
60460.519892,770344118.663719,341783.468955,-125458.691023,-75601.394630,-1.261693,0.764712,1.068190
60460.523579,770344437.207551,341352.056182,-125236.658094,-75281.121253,-1.448865,0.620616,0.930021
60460.525721,770344622.264324,341073.770685,-125131.713638,-75119.742445,-1.557770,0.509827,0.807847
60460.527345,770344762.601079,340849.759896,-125066.994473,-75014.501774,-1.632996,0.410197,0.687605
60460.528466,770344859.420192,340689.458637,-125030.944539,-74952.612891,-1.676953,0.333420,0.588535
60460.529318,770344933.066006,340564.930481,-125008.671155,-74912.341009,-1.703740,0.270901,0.503753
60460.530025,770344994.203067,340460.233824,-124993.757864,-74883.857509,-1.720283,0.216637,0.427094
60460.530756,770345057.319240,340351.287535,-124981.901681,-74859.552082,-1.730742,0.158793,0.342123
60460.531359,770345109.376256,340261.094783,-124974.898982,-74843.659150,-1.733464,0.110144,0.267890
60460.531848,770345151.658700,340187.830081,-124971.084201,-74833.651552,-1.731356,0.070256,0.205114
60460.532264,770345187.601938,340125.681808,-124969.169905,-74827.264581,-1.726240,0.036276,0.150017
60460.532622,770345218.518936,340072.414597,-124968.498033,-74823.374529,-1.719151,0.007237,0.101472
60460.532927,770345244.858538,340027.235240,-124968.629818,-74821.253626,-1.711065,-0.017180,0.059499
60460.533202,770345268.629244,339986.664266,-124969.296864,-74820.292471,-1.702231,-0.038902,0.021335
60460.533475,770345292.218768,339946.626320,-124970.467361,-74820.238006,-1.692083,-0.060338,-0.016759
60460.533730,770345314.267380,339909.435943,-124972.018794,-74821.002376,-1.681144,-0.080378,-0.052614
60460.533998,770345337.416857,339870.667928,-124974.120331,-74822.657705,-1.667936,-0.101078,-0.090401
60460.534314,770345364.725743,339825.352269,-124977.202931,-74825.734462,-1.650550,-0.124500,-0.134925
60460.534579,770345387.599062,339787.777354,-124980.268890,-74829.248034,-1.634687,-0.143527,-0.172322
60460.534847,770345410.784442,339750.080280,-124983.816442,-74833.682575,-1.616767,-0.162380,-0.210126
60460.535123,770345434.631993,339711.761940,-124987.911360,-74839.149022,-1.596679,-0.180892,-0.248157
60460.535376,770345456.451639,339677.127737,-124992.038999,-74844.938662,-1.577855,-0.197486,-0.282569
60460.535683,770345482.976469,339635.593821,-124997.551675,-74852.998006,-1.553286,-0.218258,-0.325280
60460.535932,770345504.527607,339602.360743,-125002.433987,-74860.382393,-1.530414,-0.234592,-0.359822
60460.536203,770345527.913380,339566.877964,-125008.107726,-74869.218968,-1.504126,-0.250288,-0.395608
60460.536461,770345550.228437,339533.590335,-125013.847637,-74878.418794,-1.479307,-0.264106,-0.428935
60460.536721,770345572.674293,339500.674154,-125019.931755,-74888.424125,-1.453278,-0.278003,-0.462526
60460.537000,770345596.843060,339465.913863,-125026.825630,-74900.028241,-1.422880,-0.292238,-0.497359
60460.537263,770345619.556752,339433.926359,-125033.602301,-74911.678933,-1.393760,-0.304292,-0.528350
60460.537560,770345645.222471,339398.575923,-125041.579293,-74925.686383,-1.360716,-0.317285,-0.563289
60460.537836,770345669.041491,339366.550305,-125049.277280,-74939.490721,-1.327929,-0.328954,-0.595633
60460.538144,770345695.675801,339331.695759,-125058.196592,-74955.812663,-1.289207,-0.340472,-0.629509
60460.538453,770345722.307583,339297.875874,-125067.396418,-74973.002799,-1.250725,-0.350167,-0.661255
60460.538761,770345748.908471,339265.114898,-125076.825720,-74991.007569,-1.212292,-0.358596,-0.692360
60460.539101,770345778.341750,339230.074576,-125087.501708,-75011.878653,-1.168489,-0.366604,-0.725495
60460.539446,770345808.101268,339195.970938,-125098.514623,-75033.939509,-1.123406,-0.373297,-0.756748
60460.539820,770345840.428255,339160.449657,-125110.679303,-75058.921550,-1.074171,-0.379035,-0.788473
60460.540230,770345875.856997,339123.353445,-125124.192424,-75087.433773,-1.019935,-0.383493,-0.820593
60460.540677,770345914.534586,339085.049732,-125139.088116,-75119.798064,-0.960760,-0.386447,-0.852411
60460.541155,770345955.796266,339046.705995,-125155.063729,-75155.611348,-0.897854,-0.387550,-0.882915
60460.541673,770346000.588894,339008.007933,-125172.405140,-75195.827288,-0.830179,-0.386344,-0.912047
60460.542308,770346055.411152,338964.730826,-125193.475359,-75246.682621,-0.748989,-0.381807,-0.942273
60460.543010,770346116.092418,338921.939624,-125216.405751,-75304.713992,-0.661908,-0.373417,-0.969320
60460.543849,770346188.594004,338877.588374,-125242.999628,-75375.925161,-0.562425,-0.359571,-0.993736
60460.544871,770346276.888834,338833.011444,-125273.842018,-75464.609885,-0.448716,-0.338368,-1.013395
60460.546094,770346382.491197,338792.317972,-125308.036997,-75572.337111,-0.324054,-0.308607,-1.024900
60460.547682,770346519.712879,338757.938389,-125347.479467,-75713.140299,-0.180407,-0.265711,-1.024888
60460.550154,770346733.309806,338740.014725,-125396.769692,-75930.032391,0.005410,-0.195647,-1.002410
60460.552516,770346937.348533,338756.066744,-125429.939793,-76131.040995,0.146681,-0.129989,-0.966249
60460.555806,770347221.660949,338820.390233,-125454.628836,-76397.269864,0.298178,-0.045192,-0.905365
60460.559845,770347570.624587,338949.236948,-125454.065220,-76699.478677,0.432466,0.046067,-0.826724
60460.563864,770347917.840068,339116.852783,-125424.244860,-76973.305670,0.527893,0.123668,-0.751340
60460.568835,770348347.316203,339362.621795,-125353.238934,-77277.275570,0.611481,0.204491,-0.665712
60460.574969,770348877.353620,339706.474468,-125222.411057,-77604.809012,0.681127,0.286303,-0.572367
60460.579917,770349304.861291,340006.392437,-125087.951440,-77835.058834,0.719921,0.341332,-0.506034
60460.588471,770350043.879438,340556.215227,-124805.627623,-78171.291919,0.764194,0.419659,-0.406866
60460.598544,770350914.209485,341235.515135,-124407.416052,-78481.760453,0.793773,0.492562,-0.309605
60460.610753,770351969.068671,342083.346980,-123849.633563,-78755.307761,0.811204,0.562202,-0.212191
60460.625390,770353233.717209,343114.385970,-123095.451803,-78960.931817,0.817384,0.627898,-0.116131
60460.642836,770354740.997134,344344.518148,-122100.636944,-79062.660566,0.813365,0.689708,-0.021877
60460.663218,770356502.032378,345766.280580,-120833.552169,-79018.391340,0.800219,0.747183,0.069373
60460.689522,770358774.730223,347558.639800,-119065.678588,-78746.105274,0.776097,0.806299,0.167198
60460.721515,770361538.876520,349656.332518,-116754.701679,-78142.674631,0.740890,0.863714,0.266555
60460.760505,770364907.620351,352072.536808,-113746.503095,-77067.056073,0.692810,0.920304,0.369427
60460.807864,770368999.482353,354778.038809,-109861.484615,-75328.056334,0.628513,0.976855,0.478366
60460.864644,770373905.268465,357654.012392,-104925.507070,-72687.163688,0.542008,1.033948,0.596867
60460.929725,770379528.197201,360381.962218,-98948.712861,-68962.652011,0.424012,1.090711,0.727987
60460.974904,770383431.668695,361845.410559,-94620.664043,-65938.740788,0.322161,1.126356,0.822282
60461.009723,770386440.047973,362673.061431,-91193.504296,-63349.203461,0.224470,1.151683,0.900318
60461.036063,770388715.844604,363083.011207,-88552.487099,-61228.274040,0.132513,1.168902,0.964479
60461.051074,770390012.812590,363215.098410,-87030.802790,-59952.156105,0.069629,1.177414,1.003738
60461.073791,770391975.559193,363242.021648,-84709.626758,-57920.199203,-0.047478,1.186934,1.067784
60461.092539,770393595.333312,363066.681925,-82784.474366,-56144.640339,-0.175057,1.188820,1.125241
60461.110861,770395178.406057,362661.719420,-80908.148466,-54316.859249,-0.346765,1.178768,1.183980
60461.122882,770396217.027968,362224.355826,-79693.192613,-53067.959485,-0.503159,1.157962,1.220002
60461.132654,770397061.336515,361730.978700,-78728.640156,-52028.190847,-0.673842,1.123073,1.240800
60461.140369,770397727.846761,361225.051445,-77995.282296,-51199.737163,-0.852294,1.072890,1.241514
