epoch (MJD),epoch (seconds TDB),r [km],alpha [deg],beta [deg]
59113.25000,653940069.1826417446136475,79759.0092510701942956,0.0000574705401532,-0.0002608408198084
59113.50000,653961669.1826417446136475,79604.7831159503111849,0.0000412852743378,-0.0003584648118981
59113.75000,653983269.1826417446136475,79351.9580540352908429,0.0000023209616174,-0.0004542640492027
59114.00000,654004869.1826417446136475,78995.3958309263252886,-0.0000595183922778,-0.0005461897369901
59114.25000,654026469.1826417446136475,78528.2077589212713065,-0.0001445193217902,-0.0006319226944378
59114.50000,654048069.1826417446136475,77942.1149398603301961,-0.0002531016044344,-0.0007087302306029
59114.75000,654069669.1826417446136475,77227.8571639602014329,-0.0003856120753090,-0.0007733264770431
59115.00000,654091269.1826417446136475,76375.6392989406595007,-0.0005419071934154,-0.0008217935264402
59115.25000,654112869.1826417446136475,75375.6071152745571453,-0.0007207456121047,-0.0008497198127128
59115.50000,654134469.1826417446136475,74218.3489325746195391,-0.0009190736195179,-0.0008526935093716
59115.75000,654156069.1826417446136475,72895.4251803866500268,-0.0011314442071467,-0.0008272710583512
59116.00000,654177669.1826417446136475,71399.9350481487781508,-0.0013499717920046,-0.0007723829616492
59116.25000,654199269.1826417446136475,69727.1381406961008906,-0.0015651654662728,-0.0006907797906334
59116.50000,654220869.1826417446136475,67875.1599819024559110,-0.0017677448865031,-0.0005898614500539
59116.75000,654242469.1826417446136475,65845.8240236484853085,-0.0019508932740867,-0.0004811662692749
59117.00000,654264069.1826417446136475,63645.6701347685957444,-0.0021118301325087,-0.0003783021961276
59117.25000,654285669.1826417446136475,61287.2401896015508100,-0.0022515309439892,-0.0002939326266997
59117.50000,654307269.1826417446136475,58790.7326018279636628,-0.0023720013887200,-0.0002369899707931
59117.75000,654328869.1826417446136475,56186.1401063179582707,-0.0024714571496603,-0.0002111234607523
59118.00000,654350469.1826417446136475,53515.9644396805670112,-0.0025383299654382,-0.0002146152646925
59118.25000,654372069.1826417446136475,50838.4933178483697702,-0.0025454829765349,-0.0002412967522589
59118.50000,654393669.1826417446136475,48231.3240571517890203,-0.0024473722217579,-0.0002817780301072
59118.75000,654415269.1826417446136475,45794.1642447754347813,-0.0021861881333444,-0.0003245726907658
59119.00000,654436869.1826417446136475,43648.8105857426780858,-0.0017171491594266,-0.0003570579537816
59119.25000,654458469.1826417446136475,41932.8745533007750055,-0.0010595753018382,-0.0003660026919085
59119.50000,654480069.1826417446136475,40783.6257687424586038,-0.0003533705402982,-0.0003357476656208
59119.75000,654501669.1826417446136475,40311.7550501681253081,0.0001416050125274,-0.0002393478162353
59120.00000,654523269.1826417446136475,40572.7921847312973114,0.0001404173758419,-0.0000189041547153
59120.25000,654544869.1826417446136475,41550.6249118071937119,0.0014033718426361,-0.0007260482094732
59120.50000,654566469.1826417446136475,43163.4009451799647650,0.0040200838472132,-0.0015402067593780
59120.75000,654588069.1826417446136475,45287.8320347606422729,0.0060356665963147,-0.0006229501631043
59121.00000,654609669.1826417446136475,47787.7904980465755216,0.0114214697408441,0.0036890516926809
59121.25000,654631269.1826417446136475,50535.5360743160781567,0.0006759908353760,0.0007866588754389
59121.50000,654652869.1826417446136475,53422.3746285035813344,0.0012996878369756,0.0040161556480176
59121.75000,654674469.1826417446136475,56361.2697595792778884,-0.0002757157511284,0.0035926270191156
59122.00000,654696069.1826417446136475,59285.1434057815495180,-0.0010263533299057,0.0024543255767040
59122.25000,654717669.1826417446136475,62143.5905571189068723,-0.0012539030942457,0.0017015163897047
59122.50000,654739269.1826417446136475,64899.4552563874822226,-0.0012635241436251,0.0012053151154353
59122.75000,654760869.1826417446136475,67525.8528628796339035,-0.0011843567573414,0.0008720539551229
59123.00000,654782469.1826417446136475,70003.7794573138962733,-0.0010723467142495,0.0006433737262616
59123.25000,654804069.1826417446136475,72320.2641014329856262,-0.0009519651706386,0.0004834860149249
59123.50000,654825669.1826417446136475,74466.9633241169649409,-0.0008335849404358,0.0003699606032595
59123.75000,654847269.1826417446136475,76439.0951206585596083,-0.0007210666462392,0.0002882546020711
59124.00000,654868869.1826417446136475,78234.6259840787242865,-0.0006152567358173,0.0002285498047701
59124.25000,654890469.1826417446136475,79853.6438807204394834,-0.0005156567652230,0.0001839176349038
59124.50000,654912069.1826417446136475,81297.8671887260861695,-0.0004212400186642,0.0001492365623764
59124.75000,654933669.1826417446136475,82570.2531479995086556,-0.0003308613070101,0.0001205335607244
59125.00000,654955269.1826417446136475,83674.6795129638630897,-0.0002434632752656,0.0000945729379885
59125.25000,654976869.1826417446136475,84615.6805440269672545,-0.0001581761253879,0.0000685992636689
59125.50000,654998469.1826417446136475,85398.2238578531687381,-0.0000743658986144,0.0000401684576630
59125.75000,655020069.1826417446136475,86027.5185570718458621,-0.0000159691643022,0.0000176719106505
59126.00000,655041669.1826417446136475,86508.8478984671237413,-0.0000862031051948,0.0000527710214673
59126.25000,655063269.1826417446136475,86847.4218394977797288,-0.0001460885597234,0.0000907469459353
59126.50000,655084869.1826417446136475,87048.2463566094229463,-0.0001963308994399,0.0001321581359224
59126.75000,655106469.1826417446136475,87116.0075997675739927,-0.0002373917415386,0.0001773015801429
59127.00000,655128069.1826417446136475,87054.9698525175626855,-0.0002695512346404,0.0002262733567307
59127.25000,655149669.1826417446136475,86868.8869758455257397,-0.0002929403720096,0.0002790391022514
59127.50000,655171269.1826417446136475,86560.9275839889160125,-0.0003075585196124,0.0003354836368378
59127.75000,655192869.1826417446136475,86133.6146733884379501,-0.0003132751988014,0.0003954414891548
59128.00000,655214469.1826417446136475,85588.7808302597986767,-0.0003098049140038,0.0004587344382017
59128.25000,655236069.1826417446136475,84927.5405141099909088,-0.0002966658538657,0.0005251841097049
59128.50000,655257669.1826417446136475,84150.2812752084573731,-0.0002731135587226,0.0005946125611342
59128.75000,655279269.1826417446136475,83256.6761760278022848,-0.0002380574401514,0.0006668049375819
59129.00000,655300869.1826417446136475,82245.7201487268175697,-0.0001899566060231,0.0007414341266603
59129.25000,655322469.1826417446136475,81115.7936448301043129,-0.0001267056613486,0.0008179241667509
59129.50000,655344069.1826417446136475,79864.7577677606459474,-0.0000455424540447,0.0008952071265558
59129.75000,655365669.1826417446136475,78490.0862171380576910,0.0000569692689284,0.0009713426112399
59130.00000,655387269.1826417446136475,76989.0409962480771355,0.0001847792194533,0.0010429743123876
59130.25000,655408869.1826417446136475,75358.9010876076645218,0.0003417874790441,0.0011045827011363
59130.50000,655430469.1826417446136475,73597.2564745047711767,0.0005305902404533,0.0011476978155428
59130.75000,655452069.1826417446136475,71702.3843070385482861,0.0007501123583924,0.0011604229749289
59131.00000,655473669.1826417446136475,69673.7301410184300039,0.0009919434012717,0.0011281844783348
59131.25000,655495269.1826417446136475,67512.5255285802413709,0.0012360289554041,0.0010370719585164
59131.50000,655516869.1826417446136475,65222.5843586998089449,0.0014482895655133,0.0008808265798868
59131.75000,655538469.1826417446136475,62811.3344378148831311,0.0015844703532579,0.0006697761320716
59132.00000,655560069.1826417446136475,60291.1569483553612372,0.0016028216590275,0.0004352439942471
59132.25000,655581669.1826417446136475,57681.1207266502460698,0.0014800224473044,0.0002214508936561
59132.50000,655603269.1826417446136475,55009.1996636710828170,0.0012173533184694,0.0000659026382707
59132.75000,655624869.1826417446136475,52315.0235939145641169,0.0008308561301988,-0.0000178811932877
59133.00000,655646469.1826417446136475,49653.0804656636173604,0.0003369884359359,-0.0000424022847703
59133.25000,655668069.1826417446136475,47095.9610295782258618,0.0001338771097232,-0.0000400828437478
59133.50000,655689669.1826417446136475,44736.5828254895313876,0.0006796380172546,-0.0000404992361358
59133.75000,655711269.1826417446136475,42687.2938884079121635,0.0010797715632119,-0.0000239021273977
59134.00000,655732869.1826417446136475,41072.7181101401147316,0.0011683441187525,0.0000190996346057
59134.25000,655754469.1826417446136475,40013.5106304722357891,0.0007793194918211,0.0000986029043498
59134.50000,655776069.1826417446136475,39601.9043609924774501,-0.0001369449421746,0.0002368647071655
59134.75000,655797669.1826417446136475,39877.0212002948537702,-0.0014433781825931,0.0004759515867451
59135.00000,655819269.1826417446136475,40812.6380245494146948,-0.0029166283342779,0.0008734778957058
59135.25000,655840869.1826417446136475,42324.9463458152749809,-0.0044833757397875,0.0014676227313877
59135.50000,655862469.1826417446136475,44295.3808969650199288,-0.0060766254692373,0.0019890453712306
59135.75000,655884069.1826417446136475,46596.0311348811665084,-0.0063755292911164,0.0013795335131350
59136.00000,655905669.1826417446136475,49108.0806637784844497,-0.0114316989852997,-0.0006477958190873
59136.25000,655927269.1826417446136475,51730.9559539545807638,-0.0075247003728419,-0.0037663287915297
59136.50000,655948869.1826417446136475,54384.4952405774456565,-0.0028764148678192,-0.0036310576979751
59136.75000,655970469.1826417446136475,57007.3580112505878787,-0.0001056011215101,-0.0005814050036223
59137.00000,655992069.1826417446136475,59554.0151921832366497,0.0001225687846543,-0.0007123403666952
59137.25000,656013669.1826417446136475,61991.5759703276198707,0.0003543435543919,-0.0006926711893273
59137.50000,656035269.1826417446136475,64296.9714871410324122,0.0005329091876695,-0.0006226961856303
59137.75000,656056869.1826417446136475,66454.6316525323636597,0.0006601692605049,-0.0005461817782860
59138.00000,656078469.1826417446136475,68454.6282203796145041,0.0007479905936254,-0.0004800404703358
59138.25000,656100069.1826417446136475,70291.2059432954119984,0.0008069398826997,-0.0004299400052612
59138.50000,656121669.1826417446136475,71961.6203115237876773,0.0008445685916774,-0.0003969016293816
59138.75000,656143269.1826417446136475,73465.2137034568440868,0.0008658404759136,-0.0003799904362512
59139.00000,656164869.1826417446136475,74802.6781456342141610,0.0008738858591238,-0.0003773984676383
59139.25000,656186469.1826417446136475,75975.4672682355594588,0.0008706319611394,-0.0003869333579764
59139.50000,656208069.1826417446136475,76985.3311116761178710,0.0008572897722686,-0.0004062231373700
59139.75000,656229669.1826417446136475,77833.9553104508668184,0.0008346750500900,-0.0004328673729719
59140.00000,656251269.1826417446136475,78522.6914219785248861,0.0008034299321572,-0.0004645140409395
59140.25000,656272869.1826417446136475,79052.3684285806812113,0.0007641418295957,-0.0004989448714456
59140.50000,656294469.1826417446136475,79423.1773135250696214,0.0007173976436141,-0.0005341308931976
59140.75000,656316069.1826417446136475,79634.6215891553729307,0.0006637828940377,-0.0005682748619545
59141.00000,656337669.1826417446136475,79685.5271351865230827,0.0006038499666606,-0.0005998094238830
59141.25000,656359269.1826417446136475,79574.1050157844583737,0.0005380669813142,-0.0006273590672440
59141.50000,656380869.1826417446136475,79298.0613117938482901,0.0004667678579054,-0.0006496550040905
59141.75000,656402469.1826417446136475,78854.7486183070286643,0.0003901369682395,-0.0006653650130790
59142.00000,656424069.1826417446136475,78241.3548403499880806,0.0003082613742903,-0.0006728531072197
59142.25000,656445669.1826417446136475,77455.1263667836319655,0.0002213292351369,-0.0006698243266706
59142.50000,656467269.1826417446136475,76493.6246949751366628,0.0001301013159480,-0.0006528459159892
59142.75000,656488869.1826417446136475,75355.0181979407352628,0.0000368784875160,-0.0006167777191740
59143.00000,656510469.1826417446136475,74038.4140916676988127,-0.0000526651247698,-0.0005542592193580
59143.25000,656532069.1826417446136475,72544.2399223548563896,-0.0001262955482644,-0.0004557695851623
59143.50000,656553669.1826417446136475,70874.6892513404891361,-0.0001603720705954,-0.0003115141695576
59143.75000,656575269.1826417446136475,69034.2528890940739075,-0.0001143727729372,-0.0001175019097061
59144.00000,656596869.1826417446136475,67030.3651485150039662,-0.0000842740788108,-0.0000342497372358
